:Andromeda
   9.8445024  -26.0835304 1
   9.8439522  -27.0835037 1
   9.8774529  -27.0868015 1
   9.9444685  -27.0932636 1
  10.0114889  -27.0995464 1
  10.0785017  -27.1056423 1
  10.1455297  -27.1115551 1
  10.2125607  -27.1172810 1
  10.2795849  -27.1228161 1
  10.3466225  -27.1281624 1
  10.3463278  -27.7948189 1
  10.3458796  -28.7948036 1
  10.3454218  -29.7947845 1
  10.4125061  -29.7999420 1
  10.4795847  -29.8049030 1
  10.5466766  -29.8096714 1
  10.6137714  -29.8142414 1
  10.6808596  -29.8186131 1
  10.6804800  -30.8186016 1
  10.6800919  -31.8185863 1
  10.7304420  -31.8217373 1
  10.7975826  -31.8257599 1
  10.8647242  -31.8295822 1
  10.9318590  -31.8332005 1
  10.9315882  -32.6665230 1
  10.9312563  -33.6665154 1
  10.9309158  -34.6665039 1
  10.9305677  -35.6664963 1
  10.9641838  -35.6682320 1
  11.0313978  -35.6715469 1
  11.0986242  -35.6746559 1
:Apus
  17.7183819  -67.5711060 1
  17.6515274  -67.5831985 1
  17.5846500  -67.5952682 1
  17.5177269  -67.6073151 1
  17.4507694  -67.6193314 1
  17.3837872  -67.6313095 1
  17.3167629  -67.6432495 1
  17.2497025  -67.6551590 1
  17.2161655  -67.6610870 1
  17.2218437  -68.6605911 1
  17.2280502  -69.6600418 1
  17.2313786  -70.1597443 1
  17.1642151  -70.1715927 1
  17.0970211  -70.1833878 1
  17.0297794  -70.1951294 1
  16.9624996  -70.2068176 1
  16.8951931  -70.2184448 1
  16.8278370  -70.2300034 1
  16.7604408  -70.2415009 1
  16.6930180  -70.2529221 1
  16.6255474  -70.2642746 1
  16.5580387  -70.2755432 1
  16.4905033  -70.2867279 1
  16.4229202  -70.2978363 1
  16.3552990  -70.3088455 1
  16.2876549  -70.3197708 1
  16.2199612  -70.3305969 1
  16.1522312  -70.3413162 1
  16.0844746  -70.3519440 1
  16.0166740  -70.3624573 1
  15.9488373  -70.3728638 1
  15.8809776  -70.3831635 1
  15.8130713  -70.3933411 1
  15.7451286  -70.4033966 1
  15.6771650  -70.4133301 1
  15.6091566  -70.4231415 1
  15.5411148  -70.4328232 1
  15.4730511  -70.4423676 1
  15.4049444  -70.4517822 1
  15.3368044  -70.4610596 1
  15.2686443  -70.4701920 1
  15.2004423  -70.4791794 1
  15.1322098  -70.4880219 1
  15.0639572  -70.4967117 1
  14.9956656  -70.5052490 1
  14.9444294  -70.5115433 1
  14.9273434  -70.5136261 1
  14.8590031  -70.5218506 1
  14.7906246  -70.5299149 1
  14.7222185  -70.5378113 1
  14.6537952  -70.5455399 1
  14.5853348  -70.5531006 1
  14.5168476  -70.5604935 1
  14.4483461  -70.5677032 1
  14.3798103  -70.5747452 1
  14.3112488  -70.5816040 1
  14.2426748  -70.5882874 1
  14.1740675  -70.5947800 1
  14.1054373  -70.6010971 1
  14.0367956  -70.6072159 1
  13.9681225  -70.6131516 1
  13.8994284  -70.6188965 1
  13.8307247  -70.6244431 1
  13.8340960  -71.6243057 1
  13.8378401  -72.6241608 1
  13.8420267  -73.6239929 1
  13.8467417  -74.6238022 1
  13.8520956  -75.6235962 1
  13.8550558  -76.1234818 1
  13.8616505  -77.1232147 1
  13.8693361  -78.1229095 1
  13.8784113  -79.1225510 1
  13.8893003  -80.1221161 1
  13.9026136  -81.1215897 1
  13.9192753  -82.1209335 1
  13.9407406  -83.1200714 1
  14.0132723  -83.1142120 1
  14.0857468  -83.1081467 1
  14.1581507  -83.1018829 1
  14.2304735  -83.0954285 1
  14.3027325  -83.0887756 1
  14.3749161  -83.0819321 1
  14.4470110  -83.0749054 1
  14.5190382  -83.0676880 1
  14.5909834  -83.0602875 1
  14.6628351  -83.0527039 1
  14.7346144  -83.0449448 1
  14.8063059  -83.0370178 1
  14.8778982  -83.0289154 1
  14.9494133  -83.0206451 1
  15.0208368  -83.0122070 1
  15.0921564  -83.0036087 1
  15.1633940  -82.9948502 1
  15.2345362  -82.9859390 1
  15.3055716  -82.9768753 1
  15.3765192  -82.9676666 1
  15.4473686  -82.9583054 1
  15.5181074  -82.9488068 1
  15.5887575  -82.9391708 1
  15.6593037  -82.9293976 1
  15.7297363  -82.9194946 1
  15.8000765  -82.9094543 1
  15.8703108  -82.8992996 1
  15.9404287  -82.8890228 1
  16.0104542  -82.8786240 1
  16.0803699  -82.8681183 1
  16.1501656  -82.8574982 1
  16.2198658  -82.8467789 1
  16.2894573  -82.8359528 1
  16.3589287  -82.8250275 1
  16.4283009  -82.8140030 1
  16.4975605  -82.8028946 1
  16.5667000  -82.7916946 1
  16.6357403  -82.7804184 1
  16.7046680  -82.7690506 1
  16.7734756  -82.7576141 1
  16.8421803  -82.7461090 1
  16.9107742  -82.7345276 1
  16.9792461  -82.7228928 1
  17.0476151  -82.7111893 1
  17.1158733  -82.6994324 1
  17.1840057  -82.6876221 1
  17.2520390  -82.6757584 1
  17.3199615  -82.6638565 1
  17.3877621  -82.6519089 1
  17.4554596  -82.6399307 1
  17.5230465  -82.6279144 1
  17.5905113  -82.6158676 1
  17.6578770  -82.6037903 1
  17.7251339  -82.5916977 1
  17.7922668  -82.5795898 1
  17.8593025  -82.5674591 1
  17.9262276  -82.5553207 1
  17.9930363  -82.5431747 1
  18.0597458  -82.5310287 1
  18.1263466  -82.5188751 1
  18.1928291  -82.5067368 1
  18.2592163  -82.4945984 1
  18.3254967  -82.4824753 1
  18.3916626  -82.4703598 1
  18.4577332  -82.4582748 1
  18.4161739  -81.4620667 1
  18.3832436  -80.4650726 1
  18.3564987  -79.4675140 1
  18.3343353  -78.4695358 1
  18.3156605  -77.4712372 1
  18.2996998  -76.4726868 1
  18.2858982  -75.4739532 1
  18.2796707  -74.9745178 1
  18.2738342  -74.4750519 1
  18.2631969  -73.4760208 1
  18.2537403  -72.4768829 1
  18.2452736  -71.4776535 1
  18.2376461  -70.4783478 1
  18.2307320  -69.4789810 1
  18.2244339  -68.4795532 1
  18.2186718  -67.4800797 1
  18.1853828  -67.4861450 1
  18.1187668  -67.4982910 1
  18.0521183  -67.5104446 1
  17.9854450  -67.5225906 1
  17.9187279  -67.5347366 1
  17.8519764  -67.5468674 1
  17.7852001  -67.5589981 1
  17.7183819  -67.5711060 1
:Aquila
  20.6386585    2.4360874 0
  20.6392918    1.4361323 0
  20.6399231    0.4361772 0
  20.6405544   -0.5637780 0
  20.6411858   -1.5637331 0
  20.6418171   -2.5636883 0
  20.6424503   -3.5636432 0
  20.6430855   -4.5635982 0
  20.6437206   -5.5635533 0
  20.6443596   -6.5635080 0
  20.6450005   -7.5634623 0
  20.6456432   -8.5634165 1
  20.5790634   -8.5729389 1
  20.5124722   -8.5825920 1
  20.4458809   -8.5923729 1
  20.3792973   -8.6022758 1
  20.3127022   -8.6123018 1
  20.2461033   -8.6224461 1
  20.1795139   -8.6327038 1
  20.1129131   -8.6430750 1
  20.1136265   -9.6430187 1
  20.1143456  -10.6429625 1
  20.1150684  -11.6429062 1
  20.1150913  -11.6762342 1
  20.0485115  -11.6867104 1
  19.9819393  -11.6972904 1
  19.9153557  -11.7079744 1
  19.8487663  -11.7187586 1
  19.7821865  -11.7296362 1
  19.7155933  -11.7406082 1
  19.6489983  -11.7516699 1
  19.5824089  -11.7628155 1
  19.5158081  -11.7740450 1
  19.4492054  -11.7853546 1
  19.3826103  -11.7967367 1
  19.3160019  -11.8081942 1
  19.2493896  -11.8197193 1
  19.1827850  -11.8313084 1
  19.1161671  -11.8429613 1
  19.0495491  -11.8546724 1
  18.9829369  -11.8664360 1
  18.9821186  -10.8665075 1
  18.9813061   -9.8665800 1
  18.9804974   -8.8666515 1
  18.9796944   -7.8667231 1
  18.9788933   -6.8667936 1
  18.9780979   -5.8668642 1
  18.9773045   -4.8669343 1
  18.9765129   -3.8670044 1
  18.9764862   -3.8336766 1
  18.9098320   -3.8454983 1
  18.8431797   -3.8573668 1
  18.7765350   -3.8692768 1
  18.7098808   -3.8812284 1
  18.6932125   -3.8842230 1
  18.6924114   -2.8842952 1
  18.6916103   -1.8843669 1
  18.6908112   -0.8844388 1
  18.6900139    0.1154895 1
  18.6892147    1.1154177 1
  18.6884155    2.1153460 1
  18.7050858    2.1183410 1
  18.7717571    2.1302955 1
  18.8384171    2.1422086 1
  18.9050884    2.1540802 1
  18.9717617    2.1659052 1
  18.9715652    2.4158878 1
  18.9707756    3.4158180 1
  18.9699860    4.4157481 1
  18.9691944    5.4156780 1
  18.9683990    6.4156075 1
  18.9639454    6.4148197 1
  18.8972607    6.4029889 1
  18.8305759    6.3911123 1
  18.7639046    6.3791943 1
  18.7632999    7.1291399 1
  18.7624893    8.1290674 1
  18.7616749    9.1289949 1
  18.7608566   10.1289215 1
  18.7600327   11.1288481 1
  18.7592030   12.1287737 1
  18.7636547   12.1295710 1
  18.8303432   12.1414890 1
  18.8970451   12.1533661 1
  18.9637508   12.1651964 1
  18.9633389   12.6651602 1
  18.9625092   13.6650867 1
  18.9616718   14.6650124 1
  18.9608269   15.6649370 1
  18.9599743   16.6648636 1
  18.9591141   17.6647854 1
  18.9582424   18.6647091 1
  19.0249634   18.6764908 1
  19.0916996   18.6882229 1
  19.0919876   18.3549194 1
  19.0928478   17.3549938 1
  19.0936985   16.3550682 1
  19.1270580   16.3609104 1
  19.1937923   16.3725548 1
  19.2605286   16.3841343 1
  19.3272610   16.3956470 1
  19.3940048   16.4070911 1
  19.4607544   16.4184647 1
  19.5274982   16.4297581 1
  19.5942554   16.4409733 1
  19.6610165   16.4521046 1
  19.7277699   16.4631481 1
  19.7945385   16.4741039 1
  19.8613110   16.4849663 1
  19.9280777   16.4957294 1
  19.9284000   16.0790844 1
  19.9701366   16.0857620 1
  20.0369148   16.0963612 1
  20.1036892   16.1068554 1
  20.1704750   16.1172409 1
  20.2372665   16.1275158 1
  20.2374496   15.8775291 1
  20.2381802   14.8775864 1
  20.2389050   13.8776417 1
  20.2396240   12.8776960 1
  20.2403355   11.8777504 1
  20.2410431   10.8778057 1
  20.2417469    9.8778591 1
  20.2424450    8.8779116 1
  20.2674694    8.8817320 1
  20.3341942    8.8918362 1
  20.4009304    8.9018240 1
  20.4012680    8.4018488 1
  20.4019432    7.4018993 1
  20.4026127    6.4019494 1
  20.4032822    5.4019985 1
  20.4039478    4.4020481 1
  20.4046116    3.4020977 1
  20.4052734    2.4021468 1
  20.4386120    2.4070899 1
  20.5052967    2.4168842 1
  20.5719814    2.4265513 1
  20.6386585    2.4360874 1
:Aquarius
  20.6386585    2.4360874 1
  20.6392918    1.4361323 1
  20.6399231    0.4361772 1
  20.6405544   -0.5637780 1
  20.6411858   -1.5637331 1
  20.6418171   -2.5636883 1
  20.6424503   -3.5636432 1
  20.6430855   -4.5635982 1
  20.6437206   -5.5635533 1
  20.6443596   -6.5635080 1
  20.6450005   -7.5634623 1
  20.6456432   -8.5634165 1
  20.6462917   -9.5633707 1
  20.6469421  -10.5633240 1
  20.6475983  -11.5632782 1
  20.6482582  -12.5632305 1
  20.6489239  -13.5631838 1
  20.6495934  -14.5631361 1
  20.7161255  -14.5537539 1
  20.7826538  -14.5445070 1
  20.8491707  -14.5354004 1
  20.9156933  -14.5264339 1
  20.9822159  -14.5176105 1
  21.0487232  -14.5089369 1
  21.1152382  -14.5004101 1
  21.1817513  -14.4920359 1
  21.2482529  -14.4838171 1
  21.3147621  -14.4757547 1
  21.3812675  -14.4678507 1
  21.4477634  -14.4601107 1
  21.4472198  -13.4601412 1
  21.4466801  -12.4601717 1
  21.4461460  -11.4602032 1
  21.4456139  -10.4602337 1
  21.4450874   -9.4602642 1
  21.4445610   -8.4602947 1
  21.5111332   -8.4527092 1
  21.5777035   -8.4452906 1
  21.6442604   -8.4380417 1
  21.7108269   -8.4309626 1
  21.7773933   -8.4240570 1
  21.8439503   -8.4173279 1
  21.9105148   -8.4107742 1
  21.9770775   -8.4043999 1
  21.9772911   -8.9043894 1
  21.9777222   -9.9043694 1
  21.9781570  -10.9043484 1
  21.9785938  -11.9043283 1
  21.9790325  -12.9043083 1
  21.9794769  -13.9042864 1
  21.9799232  -14.9042645 1
  21.9803753  -15.9042444 1
  21.9808311  -16.9042225 1
  21.9812927  -17.9041996 1
  21.9817581  -18.9041786 1
  21.9822292  -19.9041576 1
  21.9827080  -20.9041328 1
  21.9831905  -21.9041119 1
  21.9836826  -22.9040890 1
  21.9841805  -23.9040642 1
  21.9846859  -24.9040413 1
  22.0510159  -24.8978710 1
  22.1173553  -24.8918800 1
  22.1836891  -24.8860760 1
  22.2500134  -24.8804569 1
  22.3163414  -24.8750267 1
  22.3826675  -24.8697853 1
  22.4489822  -24.8647346 1
  22.5153027  -24.8598766 1
  22.5816212  -24.8552132 1
  22.6479263  -24.8507462 1
  22.7142410  -24.8464737 1
  22.7805519  -24.8423996 1
  22.8468533  -24.8385258 1
  22.9131603  -24.8348522 1
  22.9794674  -24.8313808 1
  23.0457592  -24.8281116 1
  23.1120644  -24.8250446 1
  23.1783657  -24.8221836 1
  23.2446537  -24.8195286 1
  23.3109512  -24.8170776 1
  23.3772488  -24.8148346 1
  23.4435349  -24.8127995 1
  23.5098305  -24.8109722 1
  23.5761242  -24.8093548 1
  23.6424065  -24.8079453 1
  23.7086983  -24.8067455 1
  23.7749901  -24.8057556 1
  23.8412724  -24.8049755 1
  23.9075642  -24.8044071 1
  23.9407043  -24.8042011 1
  23.9406757  -23.8042011 1
  23.9406471  -22.8042011 1
  23.9406185  -21.8042011 1
  23.9405918  -20.8042011 1
  23.9405632  -19.8042011 1
  23.9405365  -18.8042011 1
  23.9405098  -17.8042011 1
  23.9404831  -16.8042011 1
  23.9404583  -15.8042021 1
  23.9404316  -14.8042011 1
  23.9404068  -13.8042011 1
  23.9403801  -12.8042021 1
  23.9403553  -11.8042021 1
  23.9403305  -10.8042011 1
  23.9403057   -9.8042021 1
  23.9402809   -8.8042021 1
  23.9402561   -7.8042016 1
  23.9402332   -6.8042021 1
  23.9402199   -6.3042021 1
  23.9401951   -5.3042026 1
  23.9401722   -4.3042021 1
  23.9401474   -3.3042023 1
  23.8735409   -3.3046682 1
  23.8069210   -3.3053458 1
  23.7403030   -3.3062348 1
  23.6736946   -3.3073349 1
  23.6070766   -3.3086460 1
  23.5404568   -3.3101673 1
  23.4738483   -3.3118987 1
  23.4072285   -3.3138397 1
  23.3406105   -3.3159893 1
  23.2740021   -3.3183470 1
  23.2073822   -3.3209124 1
  23.1407642   -3.3236847 1
  23.0741539   -3.3266623 1
  23.0075340   -3.3298452 1
  22.9409142   -3.3332322 1
  22.8743057   -3.3368216 1
  22.8576469   -3.3377509 1
  22.8573971   -2.3377581 1
  22.8571472   -1.3377649 1
  22.8568974   -0.3377719 1
  22.8566475    0.6622211 1
  22.8563976    1.6622140 1
  22.8561478    2.6622071 1
  22.7894459    2.6583602 1
  22.7227573    2.6543136 1
  22.6560574    2.6500666 1
  22.5893574    2.6456218 1
  22.5226669    2.6409807 1
  22.4559669    2.6361439 1
  22.3892689    2.6311131 1
  22.3225784    2.6258905 1
  22.2558804    2.6204767 1
  22.1891823    2.6148736 1
  22.1224957    2.6090844 1
  22.1058178    2.6076074 1
  22.1059170    2.3576119 1
  22.0392227    2.3515899 1
  21.9725418    2.3453860 1
  21.9058475    2.3389995 1
  21.8391552    2.3324335 1
  21.7724724    2.3256910 1
  21.7720146    3.3256676 1
  21.7053108    3.3187475 1
  21.6386089    3.3116543 1
  21.5719166    3.3043909 1
  21.5722847    2.5544112 1
  21.5055923    2.5469787 1
  21.4388981    2.5393796 1
  21.3722153    2.5316172 1
  21.3055229    2.5236917 1
  21.2388306    2.5156066 1
  21.1721497    2.5073657 1
  21.1054592    2.4989688 1
  21.0387688    2.4904201 1
  20.9720898    2.4817235 1
  20.9387398    2.4773185 1
  20.8720608    2.4684026 1
  20.8053722    2.4593425 1
  20.7386837    2.4501426 1
  20.6720085    2.4408073 1
  20.6386585    2.4360874 1
:Ara
  17.7183819  -67.5711060 0
  17.6515274  -67.5831985 0
  17.5846500  -67.5952682 0
  17.5177269  -67.6073151 0
  17.4507694  -67.6193314 0
  17.3837872  -67.6313095 0
  17.3167629  -67.6432495 0
  17.2497025  -67.6551590 0
  17.2161655  -67.6610870 1
  17.1826210  -67.6670151 1
  17.1154938  -67.6788254 1
  17.0483322  -67.6905823 1
  17.0456963  -67.1908112 1
  17.0407391  -66.1912460 1
  17.0361595  -65.1916428 1
  17.0193844  -65.1945724 1
  16.9522343  -65.2062531 1
  16.9504375  -64.7897415 1
  16.9463425  -63.7900925 1
  16.9127750  -63.7959061 1
  16.8456116  -63.8074837 1
  16.7784214  -63.8189964 1
  16.7761936  -63.2358551 1
  16.7725754  -62.2361641 1
  16.7691898  -61.2364578 1
  16.7398167  -61.2414665 1
  16.6726418  -61.2528687 1
  16.6054420  -61.2641945 1
  16.6023121  -60.2644577 1
  16.5993690  -59.2647018 1
  16.5965939  -58.2649345 1
  16.5939713  -57.2651558 1
  16.5914860  -56.2653656 1
  16.5891285  -55.2655602 1
  16.5868855  -54.2657509 1
  16.5847492  -53.2659302 1
  16.5827122  -52.2661018 1
  16.5807629  -51.2662659 1
  16.5788975  -50.2664223 1
  16.5771084  -49.2665710 1
  16.5753918  -48.2667160 1
  16.5737400  -47.2668533 1
  16.5721493  -46.2669868 1
  16.5713749  -45.7670517 1
  16.5839329  -45.7649422 1
  16.6509037  -45.7536392 1
  16.7178593  -45.7422638 1
  16.7847939  -45.7308121 1
  16.8517227  -45.7192955 1
  16.9186382  -45.7077065 1
  16.9855289  -45.6960602 1
  17.0524158  -45.6843567 1
  17.1192894  -45.6725922 1
  17.1861362  -45.6607819 1
  17.2529812  -45.6489220 1
  17.3198109  -45.6370163 1
  17.3866196  -45.6250725 1
  17.4534206  -45.6130867 1
  17.5202084  -45.6010742 1
  17.5869694  -45.5890274 1
  17.6537285  -45.5769577 1
  17.7204723  -45.5648651 1
  17.7871933  -45.5527534 1
  17.8539085  -45.5406265 1
  17.9206085  -45.5284882 1
  17.9872856  -45.5163460 1
  18.0206280  -45.5102692 1
  18.0872841  -45.4981232 1
  18.1539345  -45.4859734 1
  18.1556110  -46.4858246 1
  18.1573524  -47.4856644 1
  18.1591606  -48.4855003 1
  18.1610413  -49.4853287 1
  18.1630001  -50.4851494 1
  18.1650429  -51.4849625 1
  18.1671791  -52.4847679 1
  18.1694145  -53.4845657 1
  18.1717567  -54.4843521 1
  18.1742172  -55.4841270 1
  18.1768055  -56.4838943 1
  18.1781502  -56.9837723 1
  18.1115150  -56.9959183 1
  18.0448685  -57.0080643 1
  17.9781895  -57.0202141 1
  17.9114895  -57.0323563 1
  17.8447781  -57.0444908 1
  17.7780342  -57.0566177 1
  17.7112675  -57.0687256 1
  17.6778793  -57.0747757 1
  17.6806793  -58.0745201 1
  17.6836376  -59.0742531 1
  17.6867752  -60.0739708 1
  17.6901093  -61.0736694 1
  17.6936588  -62.0733414 1
  17.6974525  -63.0730019 1
  17.7015152  -64.0726318 1
  17.7058792  -65.0722427 1
  17.7105846  -66.0718155 1
  17.7156754  -67.0713577 1
  17.7183819  -67.5711060 1
:Aries
   2.1110165   10.5143948 1
   2.1778100   10.5080709 1
   2.2445917   10.5015678 1
   2.3113823   10.4948854 1
   2.3781712   10.4880266 1
   2.4449484   10.4809942 1
   2.5117342   10.4737892 1
   2.5785182   10.4664135 1
   2.6452904   10.4588718 1
   2.7120712   10.4511633 1
   2.7788498   10.4432926 1
   2.8456168   10.4352617 1
   2.9123924   10.4270716 1
   2.9791656   10.4187260 1
   3.0459268   10.4102287 1
   3.1126966   10.4015799 1
   3.1794641   10.3927832 1
   3.2462196   10.3838425 1
   3.3129833   10.3747578 1
   3.3797448   10.3655338 1
   3.3964274   10.3632069 1
