#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class,K1,K2
"     C/1996 R1 (Hergenrother-Spahr)",50354,1.899198546827161,.9855848057082933,145.8144452491918,139.4568957287101,149.7450489211766,19960828.7395762,"JPL 13",,5.8,,,,,,1512.28277583609,.986423,COM,26.,
"     P/1996 R2 (Lagerkvist)",50364,2.609641631016037,.3099869263140151,2.605335348843415,334.0421705071104,40.24059647081766,19970119.1888309,"JPL 20",,6.3,14.7,,,,,7.35518382088507,1.61037,JFc,22.,5.
"     C/1996 R3 (Lagerkvist)",50350,5.221448251420464,.9946162064873315,39.27572633586134,130.4731977496166,172.7137038026375,19950722.0112401,"JPL 8",,,10.5,,,,,30203.8341780096,4.34584,JFc,,5.0
"     C/1997 A1 (NEAT)",50520,3.157172798165071,1.002128935220816,145.0716906386935,40.01609928151852,135.7666850490859,19970619.6032247,"JPL 28",,9.5,13.,,,,,,2.25499,HYP,10,5
"     P/1997 B1 (Kobayashi)",50506,2.054552854367386,.7607636982815168,12.34951889496333,183.3408070924741,329.064102242387,19970302.3487067,"JPL 14",,12.3,16.1,,,,,25.1677017837158,1.06572,JFc,15.,5.
"     C/1997 BA6 (Spacewatch)",51665,3.436462815285568,.9988844857936943,72.71704383036715,285.9396071513358,317.6605206204188,19991127.5772045,"JPL 95",,4.9,9.8,,,,,170986.970404349,2.99213,COM,10.,5.
"     C/1997 D1 (Mueller)",50642,2.247622070384207,1.001156077960184,141.8896066360191,184.9625723801614,279.1711514303484,19971011.6166169,"JPL 29",,6.,10.,,,,,,1.26598,HYP,10,5
"     C/1997 G2 (Montani)",50654,3.084966089030682,.9941655524052918,69.83548378213784,239.8429472205219,55.80252101958826,19980416.3014003,"JPL 28",,5.3,13.2,,,,,12158.6170198147,2.44164,COM,15.,5.
"     C/1997 J1 (Mueller)",50667,2.302131945737631,.9909908326610778,122.9683333321228,98.9545966150947,277.0760368878309,19970503.8032984,"JPL 21",,8.6,12.0,,,,,4084.85400134517,1.83542,COM,9.,5.
"     C/1997 J2 (Meunier-Dupouy)",50835,3.051148570751462,1.000558625154887,91.27340478086299,122.6716951344146,148.8445353797324,19980310.4334813,"JPL 51",,6.5,9.6,,,,,,2.40762,HYP,8.,5.
"     C/1997 L1 (Zhu-Balam)",50681,4.899555043535227,.9979730340618299,72.99143415815259,346.364528413675,233.2998266216842,19961122.8666314,"JPL 25",,6.5,8.5,,,,,118842.967558723,3.91278,COM,10,10
"     C/1997 N1 (Tabur)",50642,.3957228090519156,1.000159751407657,85.96296496969326,344.1818459278225,147.6109022999401,19970815.4786882,"JPL 10",,12.1,,,,,,,.581492,HYP,15.,
"     C/1997 O1 (Tilbrook)",50715,1.371812689324283,.9842344912389598,115.8023929050287,336.1891366257664,231.2459907885927,19970713.4213123,"JPL 21",,8.,,,,,,811.686720146522,.409526,COM,10,
"     C/1997 P2 (Spacewatch)",50689,4.263000393053756,1.027942427350879,14.57917544270503,24.50294963978644,302.9101802699725,19970831.1262223,"JPL 18",,10.2,,,,,,,3.25787,HYP,10.,
"     C/1997 T1 (Utsunomiya)",50773,1.359109611171746,.9985228756797022,127.9926245310526,95.96523544525994,53.70276749053961,19971210.1448894,"JPL 32",,8.0,12.1,,,,,27910.2903666417,.867713,COM,18.,5.
"     C/1998 G1 (LINEAR)",50924,2.133351073382063,.8236845951680475,109.714555981217,236.3235263043752,341.3837534200024,19981116.6259722,"JPL 18",,10.8,14.1,,,,,42.0887773839213,1.43131,HTC,11.,5.
"     C/1998 H1 (Stonehouse)",50946,1.48728975659059,.997926548903626,104.692820480745,1.325240539875127,222.1090323960614,19980414.4259072,"JPL 16",,10.,14.5,,,,,19211.4828499592,.479583,COM,9,5
"     C/1998 K1 (Mueller)",50969,3.416612062604271,.945157929738068,35.63602149617225,165.2502346517625,18.25626554940954,19980901.0386500,"JPL 17",,8.0,10.8,,,,,491.734801662912,2.43016,COM,10.,5.
"     C/1998 K2 (LINEAR)",51088,2.323479428910433,.999275822402391,64.45666846445043,221.4179757029124,68.78108255209008,19980901.2305528,"JPL 37",,8.6,13.0,,,,,181739.287547845,1.47512,COM,9.,5.
"     C/1998 K3 (LINEAR)",50969,3.546301951053863,.9979066701412876,160.205586917606,47.82688141593779,307.9472842303613,19980307.1838119,"JPL 17",,10.,,,,,,69729.2937530699,2.57377,COM,10,
"     C/1998 K5 (LINEAR)",51021,.9635470024054573,.9866932066450121,9.927151548550016,99.46026669150154,211.1176786402659,19980717.4462021,"JPL 32",,16.1,,,,,,616.17977641853,.136808,COM,16.,
"     C/1998 M1 (LINEAR)",51074,3.118124807758171,.9927683047551468,20.38455059873963,19.40329209043258,256.0674742390457,19981028.1115562,"JPL 27",,5.4,13.0,,,,,8953.40582755486,2.11038,JFc,16.,5.
"     C/1998 M2 (LINEAR)",51042,2.725332653768737,.9977576681330754,60.18232490518862,37.24293945155294,260.8802030451165,19980813.1721577,"JPL 20",,8.5,12.4,,,,,42372.8473516762,1.84213,COM,11.,5.
"     C/1998 M3 (Larsen)",51052,5.768228758082795,1.002287716907374,113.4228240871866,20.83815186076284,255.526664958187,19980717.1097979,"JPL 18",,6.5,12.,,,,,,4.80358,HYP,10.0,5.0
"     C/1998 M4 (LINEAR)",50997,2.600099386648747,.9975368839672811,154.5716193837947,106.2903095410527,92.9222537418122,19971210.1338809,"JPL 10",,9.5,,,,,,34297.7648825236,1.72841,COM,10,
"     C/1998 M5 (LINEAR)",51142,1.742289868282006,.9960248231687634,82.22888679642551,101.2828667134076,333.37671874,19990124.5687971,"JPL 45",,8.0,,,,,,9176.01553557882,1.33068,COM,9.,
"     C/1998 M6 (Montani)",51026,5.978652051675321,.9988943175213462,91.54021219388325,9.128426670570196,306.603679541303,19981006.3774030,"JPL 25",,7.5,14.8,,,,,397619.320941016,4.97433,COM,10.,5.
"     C/1998 P1 (Williams)",51162,1.146108254117104,.9993251643309481,145.728313298581,294.4498473511738,156.3729138535546,19981017.8348059,"JPL 68",,8.0,14.0,,,,,69992.1957834868,.410308,COM,14.,5.
"     C/1998 Q1 (LINEAR)",51063,1.577875873455028,.9955916833554048,32.30577240736316,134.7322645225231,159.7846599629885,19980629.5088243,"JPL 20",,14.,,,,,,6771.86486335478,.680576,COM,10,
"     P/1998 QP54 (LONEOS-Tucker)",51095,1.881852979727846,.5519014037738871,17.74332896353513,30.09797701564273,341.9282059423567,19981006.3955366,"JPL 23",,4.8,16.8,,,,,8.60649585146915,.89974,JFc,40.,5.
"     C/1998 T1 (LINEAR)",51303,1.467727683393722,.9991140102570968,170.1599494505918,226.3517011277438,153.3578585270558,19990625.2488504,"JPL 79",,9.5,,,,,,67426.9305161814,.474469,COM,10.,
"     C/1998 U1 (LINEAR)",51129,3.97546723160884,1.000462198866256,156.4286845712882,124.6461122418256,210.4568838132363,19980502.5040288,"JPL 17",,9.5,,,,,,,3.06001,HYP,10,
"     C/1998 U5 (LINEAR)",51148,1.236452963085313,.9879814609898551,131.7647388383465,51.13429125599148,66.65060602500587,19981221.7600151,"JPL 42",,10.9,14.6,,,,,1043.51113001343,.440627,COM,16.,5.
"     P/1998 VS24 (LINEAR)",51149,3.405408036825171,.2439303342233866,5.030972491814873,244.6056372974281,159.1966000136214,19981103.3074008,"JPL 12",,11.3,14.0,,,,,9.55914866933349,2.41824,JFc,10.,5.
"     C/1998 W3 (LINEAR)",51227,4.914596588959149,1.000907199558229,129.1868993254079,6.886840827200637,123.917003759021,19981006.7191725,"JPL 29",,4.9,12.1,,,,,,3.93444,HYP,13.,5.
"     C/1998 Y1 (LINEAR)",51191,1.74698939515535,.9238983801871171,28.10815046948878,339.8436309968612,98.85872173059066,19981121.5816434,"JPL 13",,14.,,,,,,109.989886555903,.782205,HTC,10,
"     C/1999 A1 (Tilbrook)",51198,.7307408219651863,.9958695736818292,89.48139961521703,232.6703136216398,259.1226951416789,19990129.6576894,"JPL 13",,12.,,,,,,2353.21136619962,.0681536,COM,10,
"     C/1999 E1 (Li)",51433,3.920024424313094,.7601040303666825,46.88126397247901,329.7680744116984,127.8343467211127,19990131.7793887,"JPL 22",,8.3,,,,,,66.0551881909909,3.00255,HTC,8.,
"     C/1999 F1 (Catalina)",52048,5.787022406535759,.9991360417888824,92.03554311386372,255.1573395970357,20.02330381155443,20020213.6420589,"JPL 44",,4.6,9.0,,,,,548216.17262341,5.45357,COM,9.,5.
"     C/1999 F2 (Dalcanton)",51451,4.71807286528248,.9982097779537576,56.42741900012223,352.3524777410983,210.2977460874283,19980823.6891285,"JPL 19",,7.6,10.1,,,,,135299.071529978,3.72079,COM,8.,5.
"     C/1999 G1 (LINEAR)",51280,4.048384844113435,.8566083742363325,76.56419601493974,136.1221688564346,23.46240014919694,19980801.6270001,"JPL 5",,8.,12.5,,,,,150.018633285627,3.26249,HTC,10.0,5.0
"     C/1999 H1 (Lee)",51407,.7081072208098513,.9997448609025067,149.3528983260852,40.70158388084542,162.6509115934024,19990711.1721503,"JPL 41",,9.4,13.1,,,,,146214.759555043,.150508,COM,11.,5.
"     C/1999 H3 (LINEAR)",51581,3.50083442042272,1.002963511775184,115.8373395565359,101.9104187261664,332.7293688682901,19990818.2197813,"JPL 67",,8.1,10.5,,,,,,3.06174,HYP,8.,5.
"     C/1999 J2 (Skiff)",51658,7.10976344272949,1.00110575449242,86.4128316232309,127.1389418183773,50.04240851253123,20000405.9893156,"JPL 45",,4.4,8.3,,,,,,6.45759,HYP,9.,5.
"     C/1999 J3 (LINEAR)",51428,.9768087679188348,.9993879982200613,101.6560582010141,161.9806348270247,228.9789697411871,19990920.1669138,"JPL 43",,11.3,15.8,,,,,63766.6347928384,.0106065,COM,14.,5.
"     C/1999 J4 (LINEAR)",51318,3.781269699775407,1.00020436910514,118.9109525253466,95.11594738803241,264.4845780691288,19991117.3926029,"JPL 9",,8.5,13.,,,,,,3.38333,HYP,10.0,5.0
"     C/1999 K2 (Ferris)",51353,5.290259999395814,.9658095653934106,82.19108562798276,4.569742594350741,300.3181630835746,19990410.5302225,"JPL 20",,7.0,,,,,,1924.71661536869,4.27723,COM,10.,
"     C/1999 K3 (LINEAR)",51334,1.928782321702785,.9917845173020522,92.27416903618881,341.1496337679744,266.9134406749759,19990227.5335381,"JPL 20",,12.,,,,,,3597.35584352773,.948535,COM,10,
"     C/1999 K4 (LINEAR)",51318,1.442344132880256,.9151327321304392,120.76535165,8.794911603063451,241.4767752945621,19990516.4586788,"JPL 8",,18.5,,,,,,70.0650133217013,.436508,HTC,10,
"     C/1999 K5 (LINEAR)",51616,3.255394566791182,1.001764441559799,89.47117783580335,241.4853485274991,106.3797134309197,20000704.3849455,"JPL 32",,4.9,10.2,,,,,,3.59922,HYP,12.,5.
"     C/1999 K6 (LINEAR)",51394,2.246976405617564,.9935209991243986,46.34384076333297,56.76361570359042,245.3720538293612,19990724.6741421,"JPL 23",,11.3,14.7,,,,,6458.68215439205,1.46718,COM,12.,5.
"     C/1999 K7 (LINEAR)",51332,2.322738743003968,.9965614732177263,135.158641370761,104.6611746598995,50.33080283799007,19990224.7804271,"JPL 8",,13.,,,,,,17556.9928061831,1.67377,COM,10,
"     C/1999 K8 (LINEAR)",51617,4.200556607761492,1.000684610079525,52.73419499617304,164.6192144102071,195.3941226255299,20000424.2879051,"JPL 46",,7.7,10.8,,,,,,3.22099,HYP,8.,5.
"     C/1999 L2 (LINEAR)",51351,1.904764797522992,.995148368808479,43.94176407402822,178.7158796329159,94.289798056042,19990804.8854585,"JPL 16",,13.,,,,,,7779.26502322831,.888425,COM,10,
"     C/1999 L3 (LINEAR)",51535,1.988917250235395,.9743643882957196,166.0992819635312,353.2978441267958,140.1613143667638,20000104.9082740,"JPL 26",,8.8,13.1,,,,,683.388626691572,1.00226,COM,14.,5.
"     C/1999 N2 (Lynn)",51397,.761284381241661,.997448424696,111.6559481239813,357.8340434665629,254.6757670757239,19990723.0505003,"JPL 11",,10.3,15.4,,,,,5153.66276643494,.252957,COM,16.,5.
"     C/1999 N4 (LINEAR)",51675,5.504748750341184,1.004193939457726,156.9228933922217,90.42917442052436,345.9010090131194,20000523.7386353,"JPL 42",,6.3,11.2,,,,,,4.58859,HYP,10.,5.
"     P/1999 RO28 (LONEOS)",51441,1.23175876486261,.6507867330621594,8.191041705657121,219.8588262813578,148.4502955702068,19991002.3433747,"JPL 15",Y,19.4,,,,,,6.62461421678728,.247638,JFc,17.,
"     C/1999 S2 (McNaught-Watson)",51619,6.467814282397053,1.005302411305565,65.82027190372058,223.4983937769389,74.46094215696182,19971122.6279159,"JPL 54",,5.7,,,,,,,5.66296,HYP,7.,
"     C/1999 S3 (LINEAR)",51475,1.894944543943304,.8999638046985347,70.56090996030271,44.12816334903323,11.87819866332758,19991109.0156389,"JPL 35",,4.9,13.3,,,,,82.445548327378,1.07488,HTC,29.,5.
"     C/1999 S4 (LINEAR)",51588,.7650893449521207,1.000105851065039,149.385076962833,151.0502638191078,83.18078498265361,20000726.1632222,"JPL 99",,9.4,,,,,,,.173378,HYP,7.,
"     C/1999 T1 (McNaught-Hartley)",51865,1.171698355241656,.9998596281230152,79.97520632200856,344.7580033091178,182.4829821286338,20001213.4720154,"JPL 86",,8.6,,,,,,762626.288918238,.194301,COM,7.,
"     C/1999 T2 (LINEAR)",51827,3.037403816304532,1.002011593285553,111.0020441615906,104.6679441357075,14.8788230977571,20001124.4664797,"JPL 27",,8.4,10.7,,,,,,2.58887,HYP,8.,5.
"     C/1999 T3 (LINEAR)",51580,5.368596669631833,1.00323714064944,104.7572874872987,211.0854490937124,223.5151475097537,20000830.2674900,"JPL 52",,8.2,11.0,,,,,,4.49054,HYP,8.,5.
"     C/1999 U1 (Ferris)",51495,4.139111508455742,1.003410705694193,105.7451408242765,291.1176840904757,58.25677045441153,19980903.2952783,"JPL 28",,8.2,12.1,,,,,,3.65989,HYP,8.,5.
"     C/1999 U4 (Catalina-Skiff)",52277,4.915351701650058,1.00756825337071,51.9259769060138,77.52367517371975,32.2865902467163,20011028.5363833,"JPL 63",,7.6,9.9,,,,,,4.3363,HYP,8.,5.
"     P/1999 V1 (Catalina)",51534,2.94428941077861,.5505873224215557,15.58671124752813,186.6964665905319,294.3111180255938,19991025.0676575,"JPL 35",,10.9,,,,,,16.7691468813734,1.9611,JFc,11.,
"     C/1999 XS87 (LINEAR)",51552,2.771840800302697,.8405737375886086,14.84640160557819,151.3546074000189,266.7293641538403,19990806.6047471,"JPL 14",,10.9,14.1,,,,,72.4971326432837,1.79478,JFc,10.,5.
"     P/1999 XN120 (Catalina)",51552,3.286316975527634,.2139129344086863,5.028342925148131,161.7769712817928,285.4697349802312,20000501.3455320,"JPL 38",,9.9,13.7,,,,,8.54803716983635,2.30281,JFc,10.,5.
"     C/1999 Y1 (LINEAR)",51802,3.091387389250513,1.000876242360996,134.7960523616605,184.2643714635178,188.8768962241131,20010324.0468033,"JPL 65",,7.6,,,,,,,2.09119,HYP,8.,
"     C/2000 A1 (Montani)",51737,9.743093625864255,1.00392645804061,24.54231574684956,14.26896549026172,111.835415701495,20000713.1995915,"JPL 59",,4.4,10.1,,,,,,8.76517,HYP,10.,5.
"     C/2000 B2 (LINEAR)",51584,3.776200390922686,.9993606963080666,93.64738368708122,154.6008583021732,284.9912660099318,19991110.0931865,"JPL 16",,10.3,13.8,,,,,453972.904732378,2.8685,COM,10.,5.
"     C/2000 CT54 (LINEAR)",52401,3.155978726781787,.998360046483626,49.21225466644246,272.6447908579502,18.95694885531967,20010619.4491849,"JPL 69",,7.4,11.6,,,,,84423.2360918992,2.60429,COM,10.,5.
"     C/2000 D2 (LINEAR)",51604,2.297609256023521,.8670297694866532,156.9919261614296,117.6827686687777,235.8871699010045,20000308.6140324,"JPL 13",,13.7,16.5,,,,,71.8275127693222,1.41029,HTC,10.,5.
"     C/2000 G2 (LINEAR)",51653,2.717122144742337,.8102233242161981,170.4792262546381,101.7724386567009,328.3819107238432,20000206.2576693,"JPL 11",,12.8,15.4,,,,,54.1760943387929,1.72915,HTC,10.,5.
"     C/2000 H1 (LINEAR)",51708,3.638183674332089,1.002172567343416,118.2368307551189,78.87613113152736,356.4432773108134,20000129.2846608,"JPL 23",,10.3,14.0,,,,,,3.1792,HYP,10.,5.
"     C/2000 J1 (Ferris)",51675,2.541301699812573,.9492424341284913,98.77001821721569,147.2009736802526,28.46347835195669,20000511.2127192,"JPL 17",,14.2,16.6,,,,,354.27569797069,1.65045,COM,10.,5.
"     C/2000 K1 (LINEAR)",51785,6.275839253997889,1.002304504397187,116.7891291645384,15.79137377861235,260.1981342671373,19991214.5169275,"JPL 52",,4.8,9.9,,,,,,5.28826,HYP,10.,5.
"     C/2000 K2 (LINEAR)",51936,2.437065627757194,.9953316487218468,25.63358057156423,106.826525598007,195.2609688419912,20001011.3680157,"JPL 53",,9.3,,,,,,11927.893346073,1.56498,COM,10.,
"     C/2000 O1 (Koehn)",51677,5.921776852848238,1.000006761076483,148.10417364,55.16397064657328,88.88261694564454,20000127.7326515,"JPL 38",,4.9,11.6,,,,,,5.04211,HYP,12.,5.
"     C/2000 OF8 (Spacewatch)",51811,2.172788560462105,1.001819314805752,152.4325923218559,256.0801568836507,117.0905687562264,20010804.7998087,"JPL 47",,10.3,14.3,,,,,,1.34247,HYP,11.,5.
"     P/2000 R2 (LINEAR)",51807,1.389966809662804,.5836543592898227,3.216341314927662,147.0634868809341,187.4994301615916,20000912.6577017,"JPL 11",,17.6,20.7,,,,,6.10005589771786,.381574,JFc,16.,5.
"     P/2000 S1 (Skiff)",51833,2.5139097641748,.6184540913111467,21.00757131426776,308.4523327502127,29.13838268414358,20000714.7019935,"JPL 25",,6.1,15.5,,,,,16.9126837463287,1.56684,JFc,22.,5.
"     C/2000 S3 (LONEOS)",51840,2.662226479757998,.7722785038177395,25.16431265811679,298.2711635233173,41.15324232260675,20000716.3045434,"JPL 10",,6.4,15.7,,,,,39.9732682161857,1.7619,JFc,23.,5.
"     P/2000 S4 (LINEAR-Spacewatch)",51824,2.26541942418369,.6818586012094172,28.32634846850978,172.3183875403807,174.6448094245821,20001019.0832863,"JPL 10",,16.4,,,,,,19.0020673392252,1.2614,JFc,10.,
"     C/2000 SV74 (LINEAR)",52625,3.541896397743504,1.004860831410032,75.23665833645734,76.2393612540989,24.1862990906741,20020430.5311122,"JPL 115",,7.7,10.0,,,,,,3.15486,HYP,8.,5.
"     C/2000 U5 (LINEAR)",51895,3.486148527603171,1.005343748183745,93.65235561168429,299.0211524133611,65.29465726378274,20000313.5838669,"JPL 66",,7.9,11.7,,,,,,2.91606,HYP,10.,5.
"     C/2000 W1 (Utsunomiya-Jones)",51889,.3211812778439611,1.000003226503976,160.1654613967298,51.50877262818584,10.76593050269257,20001226.5592488,"JPL 22",,12.6,20.5,,,,,,.100656,HYP,10.,5.
"     C/2000 WM1 (LINEAR)",52297,.5553479177392664,1.000242910613442,72.55023273454583,276.7709705299534,237.8957286100222,20020122.6732118,"JPL 129",,9.2,12.3,,,,,,.0127334,HYP,10.,5.
"     C/2000 Y1 (Tubbiolo)",52027,7.974746410214483,1.002373364395291,137.9744527573018,181.7321341517096,239.3948782579826,20010202.1511235,"JPL 47",,6.3,10.7,,,,,,6.98579,HYP,10.,5.
"     C/2000 Y2 (Skiff)",51957,2.768717661929112,.994363522445981,12.08751826506508,326.8195414724229,185.8481116030409,20010321.8114976,"JPL 53",,11.4,13.5,,,,,10887.1582628647,1.78886,JFc,11.,5.
"     C/2001 A1 (LINEAR)",51944,2.406425519628851,.9909456511051214,59.94068029705615,107.8879914300603,339.5944969225325,20000917.6183152,"JPL 48",,12.7,,,,,,4332.92329716707,1.86528,COM,7.,
"     C/2001 A2-A (LINEAR)",52049,0.779054495221844,0.999692137817885,36.4866097334356,295.322728284241,295.1277176090811,20010524.5236567,"JPL 2",,13.,,,,,,127299.13248616,.0508206,COM,10.0,
"     C/2001 A2-B (LINEAR)",52095,0.779017158127398,0.999303580246131,36.4758214872215,295.326808388447,295.1246666062354,20010524.5191515,"JPL 61",,7.,14.,,,,,37412.9639232097,.0510793,COM,12.0,5.0
"     C/2001 B1 (LINEAR)",52118,2.928433603046569,1.001232485109518,104.1114439540539,284.8487007176005,49.84122276714812,20000919.4162119,"JPL 26",,9.7,13.1,,,,,,2.51561,HYP,9.,5.
"     C/2001 B2 (NEAT)",52259,5.306808002420327,1.001752034105392,150.6015670614941,304.7571475850585,145.0947449899191,20000901.7598383,"JPL 76",,5.1,9.3,,,,,,4.40503,HYP,10.,5.
"     C/2001 C1 (LINEAR)",52011,5.104332162627178,.9998759362220606,68.96463125789182,219.9497829171565,33.71635604876685,20020328.4132550,"JPL 61",,6.5,10.9,,,,,8345437.16505588,4.27607,COM,10.,5.
"     P/2001 F1 (NEAT)",52056,4.153309090373737,.3560151393047211,19.08748533439787,80.80805059843208,92.83134175756977,20001122.5850735,"JPL 28",,10.1,13.3,,,,,16.378951412173,3.22761,JFc,9.,5.
"     C/2001 G1 (LONEOS)",52284,8.235543112867116,1.002804596630424,45.36453715602048,343.2814361135394,203.8911047770664,20011009.2132461,"JPL 68",,7.4,10.0,,,,,,7.25595,HYP,7.,5.
"     P/2001 H5 (NEAT)",52031,2.39665237293171,.6001913472530236,8.399275685101079,224.8782770603704,329.5629882140415,20010128.7007039,"JPL 12",,6.8,15.6,,,,,14.6770065170865,1.40546,JFc,25.,5.
"     C/2001 HT50 (LINEAR-NEAT)",52944,2.792083165667492,.9976605761614754,163.2121256870545,324.0709993076476,42.91246436468516,20030709.0239390,"JPL 118",,7.4,9.8,,,,,41232.2810000202,1.82771,COM,8.,5.
"     C/2001 K3 (Skiff)",52109,3.060124023270016,.9989346918852655,52.0265696674538,3.452289293500597,289.8501088743859,20010422.8763964,"JPL 62",,9.4,11.9,,,,,153958.578267016,2.04467,COM,10.,5.
"     C/2001 K5 (LINEAR)",52673,5.18424602529391,.9995455602307839,72.59034207189583,47.05416377035978,237.4575837859247,20021011.7397919,"JPL 128",,4.4,8.6,,,,,1218490.39859927,4.42695,COM,10.,5.
"     C/2001 M10 (NEAT)",52216,5.302797503981244,.8010922838378196,28.08338955374133,5.479096357575937,293.9174990331535,20010621.2132109,"JPL 40",,9.4,12.0,,,,,137.653836734916,4.28902,JFc,8.,5.
"     C/2001 N2 (LINEAR)",52350,2.668511288126434,1.001056948773768,138.5435427720002,151.8961039405144,52.80360899025739,20020819.6650411,"JPL 51",,9.2,12.1,,,,,,1.70949,HYP,9.,5.
"     C/2001 O2 (NEAT)",52171,4.819430798683499,.9978012736698744,90.92616498472022,280.8950338076312,328.7160314471743,19991017.3416911,"JPL 37",,6.6,11.0,,,,,102623.08345814,4.53206,COM,10.,5.
"     C/2001 OG108 (LONEOS)",52248,.9940478794637511,.9252593010411703,80.24505504971198,116.4195120718172,10.55529569918225,20020315.2060594,"JPL 40",Y,13.2,,13.6,,0.054,57.12,48.504655524849,.300836,HTC,12.,
"     C/2001 Q1 (NEAT)",52179,5.833968437420146,.9659302687497193,66.95042722674785,175.4618774195375,139.2613400598061,20010920.8729595,"JPL 25",,7.7,11.5,,,,,2240.79049387672,4.82265,COM,10.,5.
"     C/2001 Q4 (NEAT)",53141,.9619597225853242,1.000688204104655,99.64263544704116,1.204334608020704,210.278431108308,20040515.9657006,"JPL 207",,7.8,,,,,,,.0426515,HYP,7.,
"     P/2001 Q6 (NEAT)",52207,1.40817719319207,.8238563067834858,56.8552151654871,43.32930429362097,22.13588863810931,20011109.4661386,"JPL 53",,13.3,16.6,,,,,22.6044276265854,.554843,HTC,15.,5.
"     P/2001 R6 (LINEAR-Skiff)",52217,2.115072613991054,.4859450123302165,17.34483862636293,306.1920716522582,70.32278538708108,20011027.0929264,"JPL 20",,11.5,17.3,,,,,8.34606493553889,1.16788,JFc,18.,5.
"     C/2001 RX14 (LINEAR)",52639,2.057561523927558,1.00160543554003,30.57411996618429,121.4856956424654,14.16983224548999,20030118.7029902,"JPL 64",,8.5,11.9,,,,,,1.21617,HYP,9.,5.
"     C/2001 S1 (Skiff)",52186,3.749086809051804,.9297223895880558,139.1325313320458,285.1609630630614,330.1219794892323,20010602.3052678,"JPL 12",,5.9,14.0,,,,,389.646668914341,3.03178,COM,17.,5.
"     P/2001 T3 (NEAT)",52231,2.505743866667655,.614844576455912,19.19849889216964,356.2321482526702,56.53904919560082,20020201.0920771,"JPL 21",,6.4,15.4,,,,,16.5943096461723,1.51693,JFc,24.,5.
"     C/2001 U6 (LINEAR)",52355,4.406419205531233,.9961664769459994,107.2554978589667,85.71480297398867,115.2304851037921,20020808.6576345,"JPL 54",,6.5,12.7,,,,,38970.8430065354,4.14768,COM,13.,5.
"     C/2001 W1 (LINEAR)",52247,2.399243895434692,.9988824875878562,118.6448628311467,6.160514384062277,91.93974567502877,20011224.8985186,"JPL 32",,13.7,16.3,,,,,99481.2575770813,1.41911,COM,10.,5.
"     C/2001 W2 (BATTERS)",52249,1.051064641046627,.9413734582356099,115.9130896558433,142.0857566250761,113.3558967703675,20011223.9182767,"JPL 22",Y,12.1,,,,,,75.9120860801179,.145327,HTC,11.,
