N2856 092416.2 +491457 14.0  8   1.1   0.5 134  26648 UGC 4997              
N2857 092437.7 +492126 13.2  8   2.2   2.0 138  26666 UGC 5000              
N2858 092254.9 +030927 13.5  8   1.7   0.9 117  26556 UGC 4989              
N2859 092418.6 +343048 11.8  8   4.6   4.1  85  26649 UGC 5001              
N2860 092453.2 +410336 14.6  8   1.5   0.6 108  26685 UGC 5007              
N2861 092336.5 +020810 13.8  8   1.5   1.4   6  26607 UGC 4999              
N2862 092455.0 +264631 13.8  8   2.5   0.5 114  26690 UGC 5010              
N2863 092336.5 -102559 13.5  8   1.0   0.9 120  26609 NGC 2869              
N2864 092415.4 +055624 15.5  8   1.0   0.7  12  26644 MCG 1-24-20           
N2865 092330.2 -230941 12.5  8   2.5   1.8 162  26601 ESO 498-1             Helix            
N2866 092207.0 -510610       3  20.0   0.0   0        OCL 774               
N2867 092125.4 -581840  9.7  6   0.4   0.0   0        PK 278-5.1            
N2868 092327.2 -102544 15.3  8   0.6   0.5  65  26598 NPM1G -10.0299        
N2869 092336.5 -102559 13.5  8   1.0   0.9 120  26609 NGC 2863              
N2870 092753.7 +572233 13.8  8   2.5   0.6 123  26856 UGC 5034              
N2871 092539.4 +112638       1   0.0   0.0   0                              
N2872 092542.9 +112558 12.9  8   2.1   1.8 171  26733 UGC 5018              
N2873 092548.5 +112717 16.2  8   0.7   0.2 117  26742 MCG 2-24-9            
N2874 092547.8 +112533 13.4  8   2.2   0.7  43  26740 UGC 5021              
N2875 092548.7 +112556       8   0.0   0.0   0                              
N2876 092513.8 -064300 14.1  8   1.7   1.1  95  26710 MCG -1-24-16          
N2877 092547.1 +021343 15.3  8   0.7   0.5 141  26738 MCG 0-24-15           
N2878 092547.4 +020524 14.7  8   0.8   0.3 174  26739 UGC 5022              
N2879 092522.6 -113908       1   0.0   0.0   0                              
N2880 092934.6 +622928 12.5  8   2.0   1.2 140  26939 UGC 5051              
N2881 092554.7 -115944 14.1  8   1.1   0.9 135  26747 MCG -2-24-21          
N2881 092553.7 -115933 14.1  8   0.8   0.7   0        MCG -2-24-21          
N2882 092635.9 +075715 13.5  8   1.5   0.8  80  26781 UGC 5030              
N2883 092518.4 -340608 15.0  8   2.2   0.8 176  26713 ESO 372-24            
N2884 092624.5 -113320 13.5  8   2.1   1.0 174  26773 MCG -2-24-22          
N2885 092718.4 +230112 14.8  8   0.7   0.4  70  26811 IC 538                
N2886 092638.7 -214418       1   0.0   0.0   0                              
N2887 092324.3 -634844 12.7  8   2.1   1.6  78  26592 ESO 91-9              
N2888 092619.6 -280210 13.6  8   1.5   1.1 158  26768 ESO 434-2             
N2889 092712.5 -113836 12.4  8   2.3   1.9   6  26806 MCG -2-24-26          
N2890 092629.8 -143144 15.5  8   0.8   0.5  67  26778 MCG -2-24-24          
N2891 092656.6 -244658 13.5  8   1.5   1.4 145  26794 ESO 498-8             
N2892 093252.8 +673703 14.1  8   1.4   1.4   0  27111 UGC 5073              
N2893 093016.9 +293225 13.8  8   1.1   1.0  79  26979 UGC 5060              
N2894 092930.2 +074306 13.3  8   1.9   1.0  27  26932 UGC 5056              
N2895 093224.8 +572859 14.7  8   0.8   0.7  57  27092 MCG 10-14-18          
N2896 093016.9 +233949 14.8  8   0.9   0.9   0  26985 MCG 4-23-7            
N2897 092945.7 +021227 15.5  8   0.7   0.4 170  26949 NPM1G +02.0220        
N2898 092946.3 +020354 14.6  8   1.0   0.8 125  26950 MCG 0-24-18           
N2899 092703.0 -560620 12.2  6   1.9   1.0   0        PK 277-3.1            
N2900 093015.0 +040837 14.2  8   1.3   1.1 150  26974 UGC 5065              
N2901 093206.0 +310600       0   0.0   0.0   0                              
N2902 093053.1 -144408 13.2  8   1.6   1.3   8  27004 MCG -2-24-30          
N2903 093209.7 +212957  9.6  8  12.6   6.0  17  27077 UGC 5079              
