I2472 092633.5 +212306 15.5  8   0.5   0.3   5  26779 ZWG 121.93            
I2473 092723.4 +302629 14.4  8   1.6   1.3  18  26817 UGC 5038              
I2474 092711.2 +230203 15.5  8   0.5   0.2  95  26810 MCG 4-22-57           
I2475 092754.3 +294732 16.0  8   0.9   0.2 105  26851 MCG 5-22-49           
I2476 092752.8 +295909 14.2  8   1.2   0.9  21  26854 UGC 5043              
I2477 092757.5 +294255       0   0.0   0.0   0                              
I2478 092800.9 +300215 15.7  8   0.7   0.7   0  26865 MCG 5-23-3            
I2479 092804.2 +295928 15.6  8   0.4   0.2 160  26866 MCG 5-23-2            
I2480 092817.8 +294223 15.4  8   0.8   0.5 170  26883 ZWG 151.94            
I2481 092728.8 +035545 14.5  8   0.9   0.6 160  26826 UGC 5040A             
I2482 092659.2 -120630 12.5  8   2.3   1.6 145  26796 MCG -2-24-25          
I2483 092925.7 +305940 15.7  8   0.4   0.3 100  26928 ZWG 152.17            
I2484 092649.2 -425104       0   0.0   0.0   0        ESO 261-?8            
I2485 092711.8 -391705       0   0.0   0.0   0        ESO 315-?11           
I2486 093017.4 +263828 15.0  8   0.9   0.8 129  26982 UGC 5062              
I2487 093009.0 +200524 14.2  8   1.7   0.4 164  26966 UGC 5059              
I2488 092726.3 -565724       3  18.0   0.0   0        OCL 789               
I2489 093036.6 -055313       0   0.0   0.0   0                              
I2490 093303.7 +295543 14.5  8   1.5   1.0 175  27121 UGC 5087              
I2491 093514.2 +344356 14.9  8   1.1   0.8  75  27254 UGC 5104              
I2492 093314.8 -375200 15.8  8   0.7   0.3  43  27129 ESO 315-13            
I2493 093617.5 +372152 14.9  8   0.5   0.3   0  27322 MCG 6-21-56           
I2494 093605.8 -122612 13.2  8   1.5   1.4  25  27309 NGC 2947              
I2495 093807.4 +280329 14.8  8   0.8   0.7  15  27455 MCG 5-23-23           
I2496 093844.5 +344336 15.5  8   0.4   0.3  25  27499 ZWG 181.73            
I2497 094104.0 +344401 15.8  8   0.6   0.3 110 165538 NPM1G +34.0168        
I2498 094121.9 +280652 15.3  8   0.6   0.2  20  27668 ZWG 152.49            
I2499 094124.5 +275345 16.2  8   0.4   0.2 120                              
I2500 094223.3 +362057 15.2  8   1.1   0.3 165  27748 MCG 6-21-74           
I2501 093847.3 -600529 11.3  6   0.0   0.0   0        PK 281-5.1            
I2502 094311.0 +330838       0   0.0   0.0   0                              
I2503 094314.0 +331130       0   0.0   0.0   0                              
I2504 093829.9 -690436       0   0.0   0.0   0        ESO 61-?12            
I2505 094506.9 +271609 15.6  8   1.0   0.9 143  27936 MCG 5-23-34           
I2506 094512.7 +271509 15.5  8   0.9   0.7 119  27940 MCG 5-23-35           
I2507 094433.6 -314726 13.3  8   1.7   0.8  43  27903 ESO 434-31            
I2508 094707.0 +333031 16.0  8   0.4   0.3  10  28106 ZWG 182.17            
I2509 094640.5 +054306       0   0.0   0.0   0                              
I2510 094743.5 -325016 13.3  8   1.3   0.7 148  28147 ESO 373-29            
I2511 094924.2 -325021 13.0  8   2.9   0.6  38  28246 IC 2512               
I2512 094924.2 -325021 13.0  8   2.9   0.6  38  28246 IC 2511               
I2513 095000.6 -325302 13.3  8   3.0   0.6  61  28290 IC 2514               
I2514 095000.6 -325302 13.3  8   3.0   0.6  61  28290 IC 2513               
I2515 095439.4 +372430 15.2  8   1.1   0.2 173  28581 UGC 5321              
I2516 095448.3 +374115 15.2  8   1.0   0.8  18  28589 MCG 6-22-28           
I2517 095250.7 -334431 15.4  8   0.6   0.5 100  28466 ESO 374-6             
I2518 095558.5 +370922 15.7  8   0.4   0.3  90  28659 ZWG 182.40            
I2519 095558.8 +340211 15.5  8   0.3   0.2  90  28660 ZWG 182.39            
I2520 095620.3 +271339 14.4  8   0.7   0.6  90  28682 UGC 5335              
I2521 095715.7 +335837 15.8  8   0.5   0.5   0  28740 MCG 6-22-35           
I2522 095508.9 -330813 12.6  8   2.8   1.9 171  28606 ESO 374-10            
I2523 095509.4 -331240 13.6  8   1.3   0.8  25  28607 ESO 374-11            
I2524 095732.9 +333713 14.9  8   0.6   0.4  63  28758 MCG 6-22-39           
I2525 095824.9 +370609 15.6  8   0.3   0.3   0  28807 ZWG 182.52            
I2526 095702.9 -321525 13.6  8   2.1   0.7  55  28732 ESO 435-12            
I2527 100006.5 +381022 15.3  8   0.3   0.3   0  28920 ZWG 182.55            
I2528 095906.1 -270742 13.2  8   1.8   1.6   2  28841 NGC 3084              
I2529 095929.5 -224934 12.9  8   2.2   1.8  74  28876 NGC 3081              
I2530 100131.0 +371216 15.3  8   0.6   0.6   0  29019 MCG 6-22-53           
I2531 095955.7 -293704 13.1  8   6.9   0.6  75  28909 ESO 435-25            
I2532 100005.4 -341342 13.9  8   1.4   1.0  38  28915 ESO 374-16            
I2533 100031.5 -311442 12.9  8   1.8   1.3   1  28948 ESO 435-27            
I2534 100129.8 -340645 13.4  8   1.0   0.6  88  29016 ESO 374-19            
I2535 100431.7 +380024 14.6  8   0.8   0.6  90  29222 MCG 6-22-65           
I2536 100330.0 -335701 14.6  8   1.9   0.4  45  29157 ESO 374-26            
I2537 100351.8 -273417 12.8  8   2.5   1.7  26  29179 ESO 499-39            
I2538 100356.6 -344826 14.6  8   1.5   0.8   1  29181 ESO 374-27            
I2539 100416.0 -312145 14.0  8   1.9   0.5  25  29203 ESO 435-34            
I2540 100646.7 +312834 15.1  8   1.0   0.8   0  29389 MCG 5-24-14           
I2541 100548.0 -172606 14.4  8   1.3   0.5   5  29309 MCG -3-26-17          
I2542 100750.5 +341855 14.6  8   0.9   0.8 177  29453 MCG 6-22-76           
I2543 100823.5 +375027 15.7  8   0.5   0.2 130  29485 ZWG 182.77            
I2543 100823.8 +375039 16.5  8   0.2   0.2   0        ZWG 182.77            
I2544 100829.6 +332046 15.2  8   0.4   0.4   0  29491 ZWG 182.78            
I2545 100636.0 -335100       0   0.0   0.0   0                              
I2546 100705.0 -331543 15.6  8   0.8   0.6  96  29407 ESO 374-36            
I2547 101004.5 +363011 15.7  8   0.4   0.2 125  29582 ZWG 182.80            
I2548 100754.9 -351347 13.9  8   1.9   1.7  65  29461 ESO 374-37            
I2549 101010.1 +362755 16.2  8   0.3   0.2  90  29592 ZWG 183.2             
I2550 101027.9 +275721 14.5  8   1.0   0.8 135  29615 UGC 5484              
I2551 101040.3 +242453 14.2  8   1.0   0.8  33  29632 UGC 5488              
I2552 101046.1 -345040 13.2  8   1.6   1.5  96  29637 ESO 374-40            
I2553 100920.9 -623647 13.0  6   0.1   0.0   0        PK 285-5.1            
I2554A100850.5 -670154 12.5  8   3.0   1.2 175  29512 ESO 92-12             
I2554B100851.6 -670117 14.0  8   2.0   1.0 170  29511 ESO 92-12A            
I2555 101142.4 -313834 13.9  8   2.5   0.5  38  29691 NGC 3157              
I2556 101237.5 -344342 14.3  8   2.0   1.0 108  29727 ESO 374-42            
I2557 101605.8 +380630 16.1  8   0.3   0.2  93  29977 MCG 6-23-3            
I2558 101444.4 -342013 14.5  8   1.2   0.7  13  29895 ESO 375-1             
I2559 101445.3 -340331 14.4  8   1.7   0.7  18  29898 ESO 375-2             
I2560 101618.6 -333348 12.5  8   3.1   2.0  45  29993 ESO 375-4             
I2561 101908.5 +344028 14.9  8   0.9   0.5  14  30147 UGC 5567              
I2562 101854.4 +160918 15.2  8   0.7   0.4 170  30119 MCG 3-26-53           
I2563 101851.9 -323548 15.6  8   1.1   0.5 106  30125 ESO 436-9             
I2564 102127.6 +362709 16.2  8   0.4   0.4   0        NPM1G +36.0208        
I2565 102117.9 +275548 15.2  8   0.4   0.2  80  30288 ZWG 154.4             
I2565 102117.1 +275544 17.8  8   0.2   0.2   0        ZWG 154.4             
I2566 102219.4 +363500 15.0  8   0.8   0.5   3  30357 MCG 6-23-8            
I2567 102157.9 +243919 15.4  8   0.9   0.7   0  30339 MCG 4-25-10           
I2568 102230.0 +363559 15.0  8   1.2   0.6  98  30371 UGC 5603              
I2569 102253.5 +243625 15.4  8   0.3   0.3   0        NPM1G +24.0205        
I2570 102134.3 -333724 16.0  8   0.8   0.5 165  30307 ESO 375-11            
I2571 102134.8 -341601 11.8  8   4.1   2.7 135  30308 NGC 3223              
I2572 102507.2 +280539 15.5  8   0.9   0.5  27  30562 UGC 5636              
I2573 102330.2 -352723 15.4  8   1.5   0.4   2  30442 ESO 375-17            
I2574 102822.4 +682500 10.8  8  13.2   5.4  41  30819 UGC 5666              Coddington Nebula  
I2575 102524.0 -323810 15.9  8   0.7   0.5 120  30586 ESO 436-17            
I2576 102558.9 -325413 14.8  8   0.8   0.7  48  30634 ESO 375-23            
I2577 102801.4 +324548 15.9  8   0.6   0.4 102  30797 MCG 6-23-18           
I2578 102722.7 -335242 15.0  8   1.5   0.3 141  30753 ESO 375-29            
