D  4.10833  49.7147
D  4.06722  49.2700
M  4.06722  49.2700
D  4.01139  48.9539
D  3.97917  48.4361
D  3.95500  47.8514
D  3.95806  47.4286
D  3.96111  47.0061
D  3.96417  46.5836
D  3.96694  46.1611
D  3.98250  45.8894
S  4.30667  47.1483
M  3.98250  45.8894
D  3.95917  45.3058
D  3.92639  45.2081
S  3.85306  41.9561
D  3.88194  41.4214
D  3.91028  40.8850
D  3.94972  40.4972
D  4.00000  40.2553
D  4.06778  40.2286
D  4.10472  40.2481
D  4.14139  40.2644
M  4.30667  47.1483
S  3.98250  45.8894
S  4.14139  40.2644
M  3.92639  45.2081
D  3.87694  45.5164
D  3.83306  45.8969
D  3.80083  46.4289
D  3.75556  46.8017
D  3.72167  47.3278
D  3.69833  47.5108
S  3.52222  42.5375
D  3.56000  42.6053
D  3.59750  42.6697
D  3.66222  42.6303
D  3.70000  42.6856
D  3.73806  42.7375
D  3.79111  42.5219
D  3.83250  42.1458
D  3.85306  41.9561
M  3.69833  47.5108
D  3.66944  48.1122
D  3.63972  48.7119
D  3.60333  49.2294
D  3.55361  49.5819
D  3.50361  49.9292
D  3.44083  50.1061
D  3.38917  50.4411
D  3.34583  50.3561
D  3.29444  49.9606
D  3.26111  49.4542
D  3.25417  48.7878
D  3.24750  48.1217
M  3.24750  48.1217
D  3.18250  47.8203
S  3.07306  44.7694
D  3.12056  44.4700
D  3.16750  44.1653
D  3.21361  43.8550
D  3.25944  43.5397
D  3.30472  43.2192
D  3.36972  43.2253
D  3.42444  43.0572
D  3.46833  42.7189
D  3.52222  42.5375
M  3.69833  47.5108
S  3.24750  48.1217
S  3.52222  42.5375
M  3.18250  47.8203
D  3.12667  48.0406
D  3.07556  48.3406
D  3.03361  48.8086
D  2.98083  49.0978
D  2.93722  49.5569
D  2.89278  50.0119
D  2.84722  50.4622
S  2.56639  48.1097
D  2.60361  47.5058
D  2.64833  47.0808
D  2.69194  46.6511
D  2.74333  46.3967
D  2.79389  46.1361
D  2.84417  45.8694
D  2.89389  45.5969
D  2.94306  45.3183
D  2.99639  45.1211
D  3.04917  44.9172
D  3.07306  44.7694
M  2.84722  50.4622
D  2.80083  50.9083
D  2.75333  51.3494
D  2.70472  51.7858
D  2.66444  52.3992
D  2.62278  53.0089
D  2.60583  53.4039
D  2.60806  53.9417
S  2.24833  48.9231
D  2.31139  48.9122
D  2.37444  48.8922
D  2.42972  48.6772
D  2.49250  48.6403
D  2.54722  48.4106
D  2.56639  48.1097
M  2.60806  53.9417
D  2.65667  54.4083
D  2.70639  54.8703
D  2.73611  55.4131
D  2.78806  55.8672
D  2.81972  56.4056
D  2.82528  56.9422
D  2.83056  57.4789
D  2.84722  57.7469
S  1.66306  50.4914
D  1.71889  50.1747
D  1.77389  49.8511
D  1.83306  49.7150
D  1.89167  49.5708
D  1.95528  49.6119
D  2.01333  49.4517
D  2.07111  49.2836
D  2.12833  49.1078
D  2.19167  49.1144
D  2.24833  48.9231
M  2.84722  57.7469
D  2.89833  58.1011
D  2.94944  58.2269
D  3.02833  58.1158
D  3.10639  57.9936
D  3.18389  57.8608
D  3.26111  57.7175
D  3.35111  57.7314
D  3.44111  57.7311
D  3.51500  58.0533
D  3.55917  58.5417
D  3.58361  59.1447
D  3.58778  59.8650
D  3.57917  60.2836
D  3.52917  60.7958
D  3.46194  61.1394
D  3.39306  61.4761
D  3.33833  61.9725
D  3.29750  62.6331
D  3.22361  62.9511
D  3.14833  63.2608
D  3.07139  63.5617
D  2.99278  63.8536
D  2.91250  64.1364
D  2.83083  64.4092
D  2.74083  64.5822
D  2.69222  64.6186
M  2.69222  64.6186
D  2.59444  64.6814
D  2.49639  64.7303
D  2.39806  64.7647
D  2.31000  64.9736
D  2.21056  64.9811
D  2.12028  65.1653
D  2.02028  65.1456
D  1.92833  65.3044
D  1.83556  65.4511
D  1.74167  65.5853
D  1.64667  65.7067
D  1.54556  65.6178
D  1.45000  65.7125
D  1.35361  65.7936
D  1.25667  65.8617
D  1.15667  65.7167
D  1.05972  65.7575
D  0.96139  65.5847
D  0.91222  65.2933
D  0.84778  64.6992
D  0.84694  64.0992
D  0.87639  63.4972
D  0.87500  62.8972
D  0.86000  62.5983
S  0.72472  54.8914
D  0.79361  54.8994
D  0.86222  54.5978
D  0.89556  54.2933
D  0.96333  54.2778
D  1.03111  54.2525
D  1.09722  54.0183
D  1.16083  53.5758
D  1.22472  53.3242
D  1.25417  52.9964
D  1.28306  52.6664
D  1.34222  52.2003
D  1.40278  51.9247
D  1.46278  51.6411
D  1.52167  51.3500
D  1.57972  51.0511
D  1.63694  50.7450
D  1.66306  50.4914
M  2.84722  57.7469
S  2.69222  64.6186
S  1.66306  50.4914
M  0.86000  62.5983
D  0.77333  62.3983
D  0.74333  62.8956
D  0.74194  63.4956
D  0.74028  64.0956
D  0.69306  64.3883
D  0.64500  64.6781
D  0.55000  64.8472
D  0.45222  65.1025
D  0.34917  65.5422
D  0.25139  65.5697
D  0.15611  65.4847
D  0.06139  65.3867
D  0.00000  65.1175
S  0.00000  47.9036
D  0.05222  48.4058
D  0.10306  48.9019
D  0.12722  49.2464
D  0.18028  49.7333
D  0.20556  50.0733
D  0.26056  50.5506
D  0.31944  50.8222
D  0.37889  51.0861
D  0.43917  51.3419
D  0.46778  51.6661
D  0.49694  51.9883
D  0.53528  52.6147
D  0.59778  53.0489
D  0.62889  53.3628
D  0.66083  53.6744
D  0.68083  54.2808
D  0.72472  54.8914
M 24.00000  65.0006
D 23.94310  64.5300
D 23.86580  64.0128
D 23.78810  63.5842
D 23.70110  63.4367
D 23.61530  63.2775
D 23.53030  63.1072
D 23.44610  62.9256
D 23.35360  62.9219
D 23.25080  63.0919
D 23.16890  62.8744
D 23.08810  62.6467
D 23.01420  62.3172
S 24.00000  47.7867
M 23.01420  62.3172
S 23.36250  46.9325
D 23.42890  46.7486
D 23.49500  46.5542
D 23.53080  46.3578
D 23.59280  46.2431
D 23.65470  46.1189
D 23.71110  46.1783
D 23.76500  46.3267
D 23.81470  46.6622
D 23.86530  46.9914
D 23.91670  47.3144
D 23.96860  47.6308
D 24.00000  47.7867
M 23.01420  62.3172
D 22.94220  61.9794
D 22.88360  61.4533
D 22.83330  60.8319
D 22.81470  60.4303
D 22.75500  59.9814
D 22.69670  59.5269
D 22.62750  59.2419
D 22.55330  59.0361
S 23.05330  46.9578
D 23.10610  47.1917
D 23.17420  47.0489
D 23.23470  47.0817
D 23.29530  47.1056
D 23.36250  46.9325
M 22.55330  59.0361
D 22.46000  59.0786
D 22.40640  59.1794
D 22.35250  59.2753
D 22.30940  59.4206
S 22.40830  46.2611
D 22.47720  46.2306
D 22.51640  46.1253
D 22.55560  46.0164
D 22.59440  45.9042
D 22.64390  46.1939
D 22.70280  46.3022
D 22.76220  46.4019
D 22.82170  46.4933
D 22.88140  46.5764
D 22.94110  46.6511
D 23.00110  46.7172
D 23.05330  46.9578
M 22.30940  59.4206
D 22.31080  60.1414
D 22.35720  60.7167
D 22.41250  61.2031
D 22.46940  61.6844
D 22.52830  62.1606
D 22.58170  62.7183
D 22.63690  63.2714
D 22.70860  63.6431
D 22.76110  64.2739
D 22.78080  64.9006
D 22.73720  65.4342
D 22.69190  65.9647
D 22.62530  66.0856
D 22.55830  66.2000
D 22.44000  66.2406
D 22.37190  66.3381
D 22.30330  66.4292
D 22.23420  66.5139
D 22.16470  66.5922
D 22.05140  66.8475
D 21.98060  66.9089
D 21.88110  66.7008
D 21.81500  66.2497
D 21.80890  65.8300
D 21.80310  65.4100
D 21.79720  64.9900
D 21.79140  64.5697
D 21.78580  64.1494
D 21.75110  63.9586
M 21.75110  63.9586
D 21.64330  63.8731
D 21.53640  63.7708
D 21.45110  63.5092
D 21.38830  63.0953
D 21.35780  62.4650
D 21.33860  61.7625
D 21.31000  61.1294
D 21.27280  60.5650
D 21.23670  59.9983
D 21.20170  59.4297
D 21.16750  58.8592
D 21.14390  58.2192
D 21.12080  57.5778
D 21.14190  56.8789
D 21.17860  56.3233
D 21.20580  55.6933
D 21.24030  55.1333
D 21.24110  54.7097
D 21.27420  54.1472
D 21.27440  53.7233
D 21.27500  53.0167
M 22.30940  59.4206
S 21.75110  63.9586
S 21.27500  53.0167
M 22.30940  59.4206
S 21.27500  53.0167
S 22.40830  46.2611
M 21.27500  53.0167
D 21.26780  52.3803
D 21.24530  51.7425
D 21.21580  51.1731
D 21.21670  50.7489
D 21.20310  50.0397
D 21.18170  49.8231
S 22.07860  41.5314
D 22.10530  42.1217
D 22.13250  42.7103
D 22.16560  43.2156
D 22.18360  43.9642
D 22.21280  44.5478
D 22.24810  45.0467
D 22.28420  45.5428
D 22.33140  45.8678
D 22.37920  46.1878
D 22.40830  46.2611
M 21.18170  49.8231
S 21.61780  36.0000
D 21.66470  36.2981
D 21.70110  36.6875
D 21.74890  36.9225
D 21.79670  37.1517
D 21.83440  37.5283
D 21.87250  37.9014
D 21.91080  38.2706
D 21.93390  38.8708
D 21.95750  39.4697
D 21.98690  39.9886
D 22.02220  40.4256
D 22.04750  41.0194
D 22.07860  41.5314
M 21.18170  49.8231
D 21.13640  50.2356
D 21.07610  50.4969
D 21.02940  50.9000
D 20.98190  51.2989
D 20.95470  51.9192
D 20.96440  52.6331
D 21.00720  53.2231
D 21.00420  53.6458
D 21.00140  54.0683
D 20.99810  54.4908
D 20.99500  54.9131
D 20.99170  55.3353
D 20.96890  56.0292
D 20.96500  56.4508
D 20.96110  56.8722
D 20.92890  57.4881
D 20.87140  57.8731
D 20.79720  58.0983
D 20.72220  58.3142
D 20.66920  58.2617
D 20.58420  58.0261
D 20.50810  58.2164
D 20.41720  58.2350
D 20.33420  57.9675
D 20.29440  57.4753
D 20.23470  57.0881
D 20.19690  56.5906
D 20.19030  55.9339
D 20.20190  55.5258
D 20.18530  54.9214
D 20.16920  54.3161
D 20.13390  53.8158
M 21.18170  49.8231
S 20.13390  53.8158
D 20.11830  53.2094
D 20.10330  52.6025
D 20.05110  52.2022
D 20.00920  51.7472
D 19.95890  51.3403
D 19.91860  50.8803
D 19.88810  50.3692
D 19.84000  49.9542
D 19.80170  49.4881
D 19.75920  48.9342
D 19.73110  48.4172
D 19.68580  47.9928
D 19.65860  47.4736
D 19.61470  47.0453
D 19.57140  46.6147
D 19.54560  46.0922
D 19.52060  45.5689
D 19.50810  45.3069
M 19.50810  45.3069
D 19.48330  44.7825
D 19.47560  44.1686
D 19.46780  43.5544
D 19.46030  42.9400
D 19.43640  42.4144
D 19.39690  41.9772
D 19.37360  41.4503
D 19.35080  40.9231
D 19.31250  40.4825
D 19.26670  40.0836
D 19.22940  39.6397
D 19.18440  39.2369
D 19.16330  38.7067
D 19.14250  38.1758
D 19.15500  37.7844
D 19.16750  37.3919
D 19.17970  36.9989
D 19.18140  36.3400
D 19.18940  36.0000
S 20.36640  36.0000
M 21.18170  49.8231
S 19.50810  45.3069
S 20.36640  36.0000
M 21.18170  49.8231
S 20.36640  36.0000
S 21.61780  36.0000
M  7.42250  -1.0000
D  7.40111  -0.3808
D  7.38250   0.1456
D  7.37306   0.8531
D  7.36639   1.4725
D  7.36611   2.1378
D  7.36556   2.8028
D  7.36528   3.4672
D  7.35917   4.0858
D  7.34694   4.6589
S  6.31472   1.0319
D  6.30611   0.6286
D  6.28000   0.0861
D  6.25056  -0.3675
D  6.22139  -0.8211
D  6.21556  -1.0000
M  7.34694   4.6589
D  7.32917   5.1867
D  7.31111   5.7147
D  7.28111   6.1528
D  7.26333   6.6817
D  7.23333   7.1208
D  7.20333   7.5608
D  7.17333   8.0011
D  7.16444   8.2661
S  6.31389   1.6997
D  6.31472   1.0319
M  7.16444   8.2661
D  7.14639   8.7969
D  7.12250   9.2828
D  7.09861   9.7692
D  7.06833  10.2114
D  7.04444  10.6983
D  7.03528  10.9642
S  6.15694   4.8400
D  6.18750   4.4094
D  6.21222   3.9311
D  6.23694   3.4517
D  6.25556   2.9250
D  6.27417   2.3978
D  6.30472   1.9636
D  6.31389   1.6997
M  7.03528  10.9642
D  7.03556  11.6297
D  7.04222  12.3392
S  5.92694   8.1656
D  5.95833   7.7444
D  5.98361   7.2733
D  6.01472   6.8497
D  6.03972   6.3764
D  6.07667   5.9983
D  6.10750   5.5708
D  6.13556   5.0072
D  6.15694   4.8400
M  7.04222  12.3392
D  7.05472  13.0919
D  7.06167  13.7997
D  7.06222  14.4631
D  7.06306  15.1256
D  7.06389  15.7878
S  5.76306  10.1983
D  5.78917   9.7353
D  5.82083   9.3208
D  5.85250   8.9047
D  5.88972   8.5361
D  5.92694   8.1656
M  7.06389  15.7878
S  5.37778  15.4117
D  5.41139  15.0231
D  5.43306  14.5256
D  5.46639  14.1331
D  5.51111  13.8436
D  5.53222  13.3411
D  5.56500  12.9419
D  5.59778  12.5408
D  5.63028  12.1375
D  5.65083  11.6297
D  5.68306  11.2231
D  5.71528  10.8144
D  5.74722  10.4042
D  5.76306  10.1983
M  7.06389  15.7878
D  7.06500  16.4494
D  7.07250  17.1533
D  7.07000  17.4622
S  5.45361  19.6322
D  5.41806  19.3058
D  5.39028  18.8125
D  5.36639  18.2364
D  5.34639  17.5781
D  5.34000  17.1667
D  5.33389  16.7558
D  5.34444  16.1533
D  5.36667  15.6592
D  5.37778  15.4117
M  7.07000  17.4622
D  7.08000  17.8564
D  7.09028  18.2503
D  7.10056  18.6436
D  7.11111  19.0361
D  7.12139  19.4281
D  7.14861  20.0333
D  7.15917  20.4236
D  7.17000  20.8131
D  7.18111  21.2019
D  7.19222  21.5900
D  7.20333  21.9772
D  7.21444  22.3639
D  7.22583  22.7497
D  7.23750  23.1347
D  7.24083  23.7836
D  7.23750  24.3922
D  7.22917  24.6569
S  5.58444  22.3369
D  5.57778  21.9242
D  5.54889  21.4344
D  5.52056  20.9442
D  5.49222  20.4531
D  5.47139  19.7947
D  5.45361  19.6322
M  7.22917  24.6569
D  7.19889  25.1081
D  7.16861  25.5592
D  7.12444  25.9317
D  7.08694  26.3436
D  7.04917  26.7553
D  7.01806  27.2072
D  6.99389  27.6992
D  6.96917  28.1911
D  6.95167  28.7233
D  6.93389  29.2558
D  6.91611  29.7883
D  6.89806  30.3208
D  6.88917  30.5872
S  5.58444  22.3369
M  6.88917  30.5872
S  5.33889  27.4156
D  5.36417  26.9217
D  5.40972  26.3722
D  5.41806  25.8469
D  5.44250  25.3489
D  5.46667  24.8497
D  5.49056  24.3494
D  5.51444  23.8481
D  5.53806  23.3453
D  5.56139  22.8417
D  5.58444  22.3369
M  6.88917  30.5872
D  6.87111  31.1197
D  6.83861  31.5722
D  6.82028  32.1050
D  6.78722  32.5572
D  6.75417  33.0089
D  6.70611  33.3783
D  6.65778  33.7461
D  6.60889  34.1117
D  6.57694  34.2517
D  6.54833  34.3019
S  5.33889  27.4156
M  6.54833  34.3019
D  6.50667  34.9250
D  6.46417  35.3269
D  6.43167  35.4619
D  6.39889  35.5958
D  6.36611  35.7283
D  6.33333  35.8597
D  6.31861  36.0000
S  5.20417  31.6631
D  5.21861  31.0600
D  5.23306  30.4567
D  5.23472  29.7375
D  5.26111  29.2492
D  5.27472  28.6447
D  5.30056  28.1542
D  5.32611  27.6622
D  5.33889  27.4156
M  6.31861  36.0000
S  4.98528  36.0000
D  5.01528  35.5050
D  5.04500  35.0294
D  5.07444  34.5519
D  5.09056  33.9533
D  5.11917  33.4731
D  5.14750  32.9914
D  5.16917  32.4489
D  5.19056  31.9058
D  5.20417  31.6631
M 21.61190  35.9867
D 21.57640  35.5886
D 21.54140  35.1875
D 21.50690  34.7831
D 21.47250  34.3756
D 21.43890  33.9650
D 21.40560  33.5517
D 21.37250  33.1353
D 21.35140  32.5764
D 21.34170  31.8778
D 21.32110  31.3175
D 21.28970  30.8939
D 21.25860  30.4678
D 21.21670  30.1744
D 21.17500  29.8767
D 21.15640  29.3078
D 21.12670  28.8706
D 21.10860  28.2994
D 21.07940  27.8586
D 21.05080  27.4158
D 21.03670  27.1933
S 20.36640  36.0000
M 21.03670  27.1933
S 20.05170  26.6864
D 20.05000  27.7672
D 20.07420  28.6322
D 20.09860  29.4961
D 20.13640  30.2494
D 20.17470  30.9997
D 20.21390  31.7475
D 20.25360  32.4922
D 20.29420  33.2336
D 20.33530  33.9719
D 20.35060  34.9381
D 20.36640  35.9039
D 20.36640  36.0000
M 21.03670  27.1933
D 21.00830  26.7469
D 20.98030  26.2986
D 20.95250  25.8481
D 20.92530  25.3956
D 20.89810  24.9411
D 20.88280  24.3597
D 20.85610  23.9022
D 20.83560  23.3811
D 20.81530  22.8589
D 20.80110  22.2747
D 20.77560  21.8117
D 20.75030  21.3467
D 20.73670  20.7600
D 20.71190  20.2925
D 20.69310  19.7642
D 20.67440  19.2347
D 20.65030  18.7631
D 20.62640  18.2897
D 20.59140  17.9306
D 20.54500  17.6825
S 20.01970  26.0119
D 20.05170  26.6864
M 20.54500  17.6825
D 20.51030  17.3164
D 20.49860  16.7217
D 20.48720  16.4806
S 19.42560  15.3639
D 19.43110  16.3453
D 19.41860  17.4708
D 19.43060  18.4042
D 19.46110  19.1925
D 19.51670  19.7847
D 19.54810  20.5700
D 19.60440  21.1561
D 19.65610  22.0114
D 19.68860  22.7903
D 19.73390  23.4667
D 19.76720  24.2419
D 19.81360  24.9128
D 19.87310  25.4764
D 19.95830  25.8233
D 20.01970  26.0119
M 20.48720  16.4806
D 20.47580  15.8853
D 20.46470  15.2900
D 20.45390  14.6944
D 20.43940  14.0181
D 20.41750  13.5322
D 20.39580  13.0450
D 20.37420  12.5564
D 20.34110  12.1747
D 20.29690  11.8972
D 20.26420  11.5097
D 20.24310  11.0142
D 20.22220  10.5178
D 20.20170  10.0203
D 20.16940   9.6253
D 20.13750   9.2283
D 20.09420   8.9317
D 20.06220   8.5300
D 20.03060   8.1261
D 20.01060   7.6197
D 19.97920   7.2125
D 19.95190   7.1081
D 19.92440   7.0028
D 19.88170   6.6897
D 19.87190   6.4336
S 19.37190  13.7364
D 19.39560  14.5744
D 19.42560  15.3639
M 19.87190   6.4336
D 19.85250   5.9208
D 19.82140   5.5050
D 19.79640   5.0389
D 19.77140   4.5717
D 19.74060   4.1517
D 19.72170   3.6342
D 19.69080   3.2117
D 19.67220   2.6928
D 19.64170   2.2678
D 19.62310   1.7472
S 18.94060   1.8506
D 18.95060   2.7875
D 18.94860   3.8167
D 18.97640   4.6153
D 19.00420   5.4133
D 19.04390   6.1186
D 19.07190   6.9161
D 19.11190   7.6200
D 19.14610   8.3700
D 19.18060   9.1189
D 19.20890   9.9142
D 19.23780  10.7086
D 19.26640  11.5025
D 19.31940  12.1061
D 19.35470  12.8500
D 19.37190  13.7364
M 19.62310   1.7472
D 19.60440   1.2261
D 19.58580   0.7044
D 19.56750   0.1822
D 19.56080  -0.4333
D 19.54250  -0.9561
D 19.54250  -1.0000
S 18.55920  -1.0000
D 18.61640  -0.3572
D 18.65000   0.3944
D 18.70720   0.9628
D 18.75250   1.6236
D 18.81530   1.9233
D 18.87470   1.6867
D 18.94060   1.8506
M 19.18580  35.9886
S 20.02500  28.9256
D 20.06250  29.3233
D 20.08750  29.8272
D 20.11280  30.3300
D 20.13830  30.8319
D 20.16390  31.3322
D 20.17690  31.9425
D 20.20310  32.4414
D 20.24280  32.8261
D 20.26970  33.3217
D 20.29690  33.8156
D 20.30470  34.4794
D 20.32580  35.0286
D 20.34060  35.6347
D 20.36640  36.0000
S 19.18580  36.0000
M 19.18580  35.9886
D 19.13890  35.7183
D 19.08890  35.3569
D 19.06860  34.8256
D 19.04860  34.2939
D 19.01440  33.8458
D 18.99470  33.3139
D 18.97530  32.7817
D 18.96330  32.2075
D 18.97250  31.5078
D 18.98390  31.1150
S 19.74920  25.2008
D 19.78440  25.6150
D 19.82640  25.9761
D 19.86220  26.3861
D 19.89280  26.4861
D 19.94170  26.7869
D 19.96530  27.2964
D 19.98940  27.8044
D 20.01360  28.3119
D 20.02500  28.9256
M 18.98390  31.1150
D 18.99560  30.7217
D 19.00670  30.3278
D 19.01500  29.6242
D 19.00940  29.0058
D 19.00390  28.3875
D 18.97080  27.9417
D 18.95170  27.4094
D 18.93280  26.8769
D 18.90030  26.4303
D 18.87500  25.9406
D 18.84670  25.3617
S 19.74920  25.2008
M 18.84670  25.3617
S 19.29920  20.4339
D 19.34360  20.3261
D 19.38780  20.2161
D 19.41670  20.3358
D 19.44560  20.4544
D 19.47470  20.5719
D 19.50780  20.9992
D 19.53690  21.1144
D 19.56640  21.2289
D 19.61250  21.5533
D 19.63030  21.9872
D 19.65170  22.5075
D 19.67330  23.0272
D 19.69530  23.5464
D 19.71720  24.0647
D 19.73940  24.5822
D 19.74920  25.2008
M 18.84670  25.3617
D 18.80140  24.9992
D 18.78310  24.4664
D 18.75170  24.0186
D 18.73360  23.4858
D 18.72220  22.9111
D 18.71060  22.3361
D 18.69280  21.8036
D 18.67470  21.2714
D 18.65690  20.7392
D 18.63920  20.2069
D 18.62140  19.6747
D 18.60360  19.1428
D 18.59470  18.8769
S 19.29920  20.4339
M 18.59470  18.8769
S 19.22360  13.0850
D 19.25500  13.5203
D 19.29250  13.9075
D 19.31810  14.3883
D 19.33780  14.9164
D 19.32940  15.3228
D 19.32110  15.7294
D 19.31640  16.4472
D 19.30780  16.8536
D 19.29940  17.2597
D 19.28780  17.8008
D 19.28310  18.5183
D 19.29060  19.1411
D 19.28560  19.8581
D 19.29920  20.4339
M 18.59470  18.8769
D 18.60220  18.1739
D 18.61250  17.7786
D 18.62250  17.3831
D 18.62970  16.6775
D 18.63690  15.9711
D 18.64640  15.5736
D 18.64720  14.9097
D 18.64170  14.2894
D 18.63580  13.6689
S 19.22360  13.0850
M 18.63580  13.6689
S 18.81640   6.5275
D 18.85860   6.8769
D 18.90060   6.7789
D 18.92780   6.9072
D 18.95500   7.0353
D 18.99140   7.4292
D 19.02190   7.8689
D 19.05860   8.2617
D 19.09530   8.6539
D 19.12610   9.0919
D 19.16310   9.4828
D 19.18780   9.9664
D 19.20690  10.4964
D 19.21420  11.1200
D 19.22110  11.7436
D 19.21640  12.4611
D 19.22360  13.0850
M 18.63580  13.6689
D 18.60830  13.5356
D 18.56220  13.7550
D 18.53500  13.6211
D 18.50750  13.4869
D 18.47750  13.0436
D 18.43530  12.6883
D 18.38670  12.5972
D 18.35940  12.4633
D 18.33250  12.3297
D 18.30280  11.8886
D 18.28530  11.3608
D 18.26780  10.8336
D 18.25030  10.3064
D 18.23310   9.7797
D 18.20330   9.3419
D 18.17360   8.9047
S 18.81640   6.5275
M 18.17360   8.9047
S 18.37330   0.8642
D 18.41530   1.2092
D 18.44220   1.3361
D 18.46920   1.4633
D 18.51110   1.8100
D 18.53810   1.9378
D 18.58580   2.0167
D 18.63360   2.0958
D 18.68140   2.1753
D 18.70830   2.3036
D 18.73860   2.7442
D 18.75690   3.2769
D 18.77530   3.8094
D 18.78190   4.4339
D 18.78830   5.0583
D 18.80080   5.6367
D 18.80140   6.3069
D 18.81640   6.5275
M 18.17360   8.9047
D 18.14420   8.4683
D 18.11470   8.0331
D 18.08500   7.5989
D 18.05560   7.1656
D 18.02580   6.7333
D 17.99920   6.6072
D 17.95780   6.2669
D 17.91610   5.9286
D 17.88080   5.5467
D 17.85110   5.1211
D 17.83360   4.6058
D 17.81580   4.0908
D 17.79810   3.5767
D 17.78030   3.0631
D 17.77720   2.7603
S 18.37330   0.8642
M 17.77720   2.7603
D 17.78280   2.0608
D 17.79140   1.6639
D 17.81750   1.1258
D 17.84690   0.6722
D 17.86690   0.0397
D 17.89280  -0.5817
D 17.92810  -0.8650
D 17.96970  -0.9756
D 18.00500  -1.2583
D 18.04030  -1.5414
D 18.08780  -1.4756
D 18.12310  -1.7578
D 18.17080  -1.6897
D 18.19780  -1.5675
D 18.24560  -1.4969
D 18.27250  -1.3733
D 18.29940  -1.2494
D 18.32970  -0.8144
D 18.34830  -0.2858
D 18.35500   0.3353
D 18.37330   0.8642
M 18.45940  -2.0583
D 18.41720  -2.4028
D 18.38110  -2.7928
D 18.33890  -3.1350
D 18.30250  -3.5228
D 18.26060  -3.6397
D 18.22470  -3.5803
D 18.19440  -3.7894
D 18.16750  -3.9106
D 18.13690  -4.3406
D 18.11780  -4.8644
D 18.10470  -5.4358
D 18.09170  -6.0069
S 18.40920  -9.6850
D 18.45220  -9.3425
D 18.47060  -9.2592
S 18.46250  -1.9700
M 18.09170  -6.0069
D 18.04890  -6.3375
D 18.00610  -6.6661
D 17.96330  -6.9925
D 17.93220  -7.4142
D 17.90080  -7.8344
D 17.86940  -8.2533
D 17.83810  -8.6703
D 17.78970  -8.7158
D 17.76220  -8.8228
D 17.73470  -8.9289
D 17.69140  -9.2386
D 17.67140  -9.7481
D 17.65110 -10.2564
D 17.64080 -10.5103
S 17.45420 -24.3803
S 18.47690 -11.0058
D 18.45280 -10.8189
D 18.42330 -10.3611
D 18.40920  -9.6850
M 17.64080 -10.5103
D 17.59810 -10.5925
D 17.57030 -10.6911
D 17.54250 -10.7883
D 17.50440 -11.1350
D 17.45470 -11.3744
D 17.42690 -11.4661
D 17.39890 -11.5564
D 17.37110 -11.6453
D 17.34330 -11.7328
D 17.30470 -12.0647
D 17.27750 -12.5017
D 17.24440 -12.8822
D 17.21140 -13.2603
D 17.18360 -13.6908
D 17.15030 -14.0639
D 17.11640 -14.4342
D 17.08280 -14.8017
D 17.04860 -15.1664
D 17.00890 -15.4706
D 16.96890 -15.7711
D 16.92860 -16.0678
D 16.88830 -16.3600
D 16.84810 -16.6483
D 16.81940 -16.7017
D 16.79080 -16.7533
D 16.76190 -16.8031
