N5576 142103.7 +031617 11.8  8   3.8   2.7  95  51275 UGC 9183              
N5577 142113.2 +032611 13.4  8   3.2   0.9  56  51286 UGC 9187              
N5578 142059.5 +061210 14.4  8   1.0   0.9  96  51272 NGC 5575              
N5579 142026.4 +351121 14.4  8   1.9   1.4 165  51236 UGC 9180              
N5580 142138.3 +351218 13.3  8   1.8   1.8   0  51312 NGC 5590              
N5581 142116.2 +232848 15.1  8   0.8   0.7 162  51282 MCG 4-34-21           
N5582 142043.2 +394138 12.5  8   2.8   1.7  25  51251 UGC 9188              
N5583 142140.5 +131356 14.3  8   0.8   0.6  80  51313 UGC 9196              
N5584 142223.8 -002317 12.2  8   3.4   2.7 140  51344 UGC 9201              
N5585 141947.7 +564344 11.2  8   5.8   3.6  30  51210 UGC 9179              
N5586 142207.6 +131104       0   0.0   0.0   0                              
N5587 142210.8 +135503 13.8  8   2.6   0.8 162  51332 UGC 9202              
N5588 142124.9 +351614 14.2  8   1.1   1.1   0  51300 NGC 5589              
N5589 142124.9 +351614 14.2  8   1.1   1.1   0  51300 NGC 5588              
N5590 142138.3 +351218 13.3  8   1.8   1.8   0  51312 NGC 5580              
N5591 142233.3 +134301 14.1  8   1.3   0.6  75  51360 UGC 9207              
N5591 142234.9 +134302 15.0  8   1.0   0.5  80  93125 UGC 9207              
N5592 142354.9 -284118 13.5  8   1.5   0.8  88  51428 ESO 446-58            
N5593 142554.0 -544700       3   6.0   0.0   0        OCL 926               
N5594 142310.2 +261559 15.0  8   1.1   0.6 144  51391 IC 4412               
N5595 142413.3 -164321 12.7  8   2.4   1.3  50  51445 MCG -3-37-1           
N5596 142228.6 +370722 14.6  8   1.1   0.8 100  51355 UGC 9208              
N5597 142427.4 -164548 12.7  8   2.1   1.9  95  51456 MCG -3-37-2           
N5598 142228.4 +401913 14.1  8   1.6   1.1  50  51354 UGC 9209              
N5599 142350.6 +063432 14.6  8   1.4   0.5 166  51423 UGC 9218              
