I 763 120815.2 +254843 15.3  8   0.9   0.3  85  38525 MCG 4-29-35           
I 764 121014.0 -294413 12.9  8   4.8   1.4 177  38711 ESO 441-13            
I 765 121032.8 +160755       1   0.0   0.0   0                              
I 766 121053.6 -123917 14.9  8   1.3   0.3 165  38775 MCG -2-31-20          
I 767 121102.8 +120615 14.8  8   0.7   0.5  72  38792 MCG 2-31-42           
I 768 121147.5 +120835 14.4  8   1.4   0.7 115  38848 UGC 7192              
I 769 121232.2 +120724 13.2  8   2.5   1.7  43  38916 UGC 7209              
I 770 121302.3 -043310 15.8  8   0.4   0.4   0        NPM1G -04.0396        
I 771 121513.1 +131104 14.7  8   0.6   0.4   0  39176 MCG 2-31-67           
I 772 121515.8 +235732 15.5  8   0.9   0.5 100  39178 IC 3067               
I 773 121808.0 +060822 14.7  8   0.8   0.7   0  39493 MCG 1-31-44           
I 774 121851.2 -064557 15.7  8   0.5   0.5   0 157582 NPM1G -06.0376        
I 775 121853.5 +125447 14.4  8   1.2   0.9  18  39587 UGC 7350              
I 776 121902.9 +085125 14.1  8   1.8   0.8  98  39613 UGC 7352              
I 777 121923.6 +281834 14.4  8   1.2   0.7 149  39663 UGC 7363              
I 778 121918.0 +560000       0   0.0   0.0   0                              
I 779 121938.7 +295258 15.2  8   0.9   0.9   0  39690 UGC 7369              
I 780 121958.4 +254619 14.2  8   1.1   0.8   7  39745 UGC 7381              
I 781 122003.4 +145741 14.5  8   1.1   0.9  45  39754 MCG 3-32-2            
I 782 122136.9 +054559 14.7  8   1.1   0.7  60  39962 MCG 1-32-20           
I 783 122138.8 +154441 14.4  8   1.2   0.8 141  39965 UGC 7415              
I 783A122219.6 +154400 15.5  8   0.5   0.5   0  40068 MCG 3-32-13           
I 784 122230.0 -043910 13.9  8   1.9   0.7 109  40092 MCG -1-32-6           
I 785 122302.0 -131323 14.7  8   0.9   0.3  61  40167 MCG -2-32-7           
I 786 122310.9 -131215 14.4  8   1.0   0.9 174  40189 MCG -2-32-8           
I 787 122525.2 +160725 15.1  8   1.1   0.4   0  40517 MCG 3-32-31           
I 788 122607.1 +161052 13.1  8   1.6   1.1  20  40643 NGC 4405              
I 789 122620.5 +072737 14.8  8   1.0   0.5 131  40673 UGC 7533              
I 790 122635.4 +090209 15.6  8   0.6   0.3  93  40713 MCG 2-32-51           
I 791 122659.4 +223824 14.1  8   1.1   1.1   0  40783 UGC 7555              
I 792 122708.8 +161930 14.7  8   1.6   0.6  59  40800 UGC 7558              
I 793 122805.4 +092710       1   0.0   0.0   0                              
I 794 122808.5 +120538 14.2  8   1.3   1.0 110  40964 UGC 7585              
I 795 122831.3 +231819 15.3  8   0.5   0.2 165  41026 ZWG 128.91            
I 796 122926.3 +162417 14.2  8   1.3   0.6 145  41160 UGC 7623              
I 797 123154.8 +150725 14.0  8   1.3   0.9 108  41504 UGC 7676              
I 798 123233.3 +152457 15.5  8   0.4   0.4   0  41589 ZWG 99.83             
I 799 123349.9 -072229 15.0  8   1.1   0.6 104  41748 NGC 4520              
I 800 123356.7 +152116 14.1  8   1.6   1.2 157  41763 UGC 7716              
I 801 123344.8 +521517 14.6  8   1.2   1.0  55  41739 UGC 7717              
I 802 123557.6 +741807       1   0.0   0.0   0                              
I 803 123936.6 +163520 15.9  8   0.8   0.2 131  42367 MCG 3-32-80           
I 804 124115.8 -050033 14.4  8   1.0   0.6  84  42549                       
I 805 124125.4 +134347 15.1  8   1.2   0.2 126  42564 NGC 4611              
I 806 124208.4 -172059 15.2  8   0.7   0.6 135  42642 MCG -3-32-19          
I 807 124212.4 -172413 15.0  8   0.7   0.7   0  42635 MCG -3-32-20          
I 808 124154.9 +195557       1   0.0   0.0   0                              
I 809 124208.7 +114515 14.2  8   1.0   1.0   0  42638 IC 3672               
I 810 124208.8 +123548 14.3  8   1.6   0.5 166  42643 UGC 7864              
I 811 124447.0 -101153 14.5  8   1.1   0.8 170  42946 NGC 4663              
I 812 124450.9 -042604 14.6  8   0.8   0.5 120  42952                       
I 813 124511.8 +230209 14.4  8   0.9   0.8  36  42981 UGC 7928              
I 814 124534.1 -080530 15.8  8   0.7   0.3 175 158051 NPM1G -07.0377        
I 815 124622.6 +115236 14.9  8   0.5   0.3   0  43080 MCG 2-33-15           
