N7429 225600.0 +595824       3  15.0   0.0   0        OCL 249               
N7430 225729.7 +084740 15.3  8   0.4   0.2  60  70106 MCG 1-58-17           
N7431 225738.8 +260952 16.0  8   0.4   0.2  95        NPM1G +25.0524        
N7432 225802.2 +130804 14.4  8   1.6   1.2  40  70129 UGC 12268             
N7433 225751.7 +260944 15.7  8   0.7   0.2  45  70112 MCG 4-54-3            
N7434 225821.4 -011100 16.1  8   0.6   0.3  62  70145 MCG 0-58-16           
N7435 225754.4 +260820 15.2  8   1.2   0.7 120  70116 UGC 12267             
N7436 225756.2 +260859 13.9  8   2.0   2.0   0  70124 NGC 7436A             
N7436A225756.2 +260859 13.9  8   2.0   2.0   0  70124 NGC 7436              
N7436B225756.1 +260859 15.5  8   0.9   0.2   0        VV 84                 
N7437 225810.1 +141831 14.0  8   1.8   1.8   0  70131 UGC 12270             
N7438 225720.0 +541838       3   0.0   0.0   0                              
N7439 225809.9 +291344 14.9  8   1.0   0.6 150  70134 UGC 12273             
N7440 225832.5 +354811 14.4  8   1.4   1.1  84  70152 UGC 12276             
N7441 225641.4 -072247 14.5  8   1.3   0.8 144  70080 IC 1458               
N7442 225926.6 +153254 14.2  8   1.1   1.1   0  70183 UGC 12286             
N7443 230008.7 -124828 13.8  8   1.4   0.5  36  70218 MCG -2-58-15          
N7444 230008.8 -125003 13.9  8   1.7   0.6   1  70219 MCG -2-58-16          
N7445 225922.4 +390629 15.6  8   0.7   0.2  88  70178 MCG 6-50-15           
N7446 225928.9 +390500 15.2  8   0.8   0.8   0  70185 ZWG 515.17            
N7447 230026.0 -103139       1   0.0   0.0   0                              
N7448 230003.6 +155848 12.2  8   2.6   1.2 170  70213 UGC 12294             
N7449 225937.6 +390845 15.1  8   1.0   0.7 130  70196 UGC 12292             
N7450 230047.7 -125504 14.1  8   1.8   1.8   0  70252 MCG -2-58-19          
N7451 230040.6 +082803 14.9  8   1.0   0.5  67  70245 UGC 12299             
N7452 230047.5 +064445 16.5  8   0.4   0.3  30                              
N7453 230125.6 -062114       1   0.0   0.0   0                              
N7454 230106.6 +162321 12.8  8   2.2   1.6 150  70264 UGC 12305             
N7455 230040.9 +071812 15.3  8   0.6   0.4 174  70246 MK 523                
N7456 230210.1 -393409 12.4  8   5.5   1.6  23  70304 ESO 346-26            
N7457 230059.8 +300841 12.0  8   4.3   2.3 130  70258 UGC 12306             
N7458 230128.5 +014512 13.6  8   1.4   1.2  15  70277 UGC 12309             
N7459 230059.6 +064458 16.0  8   0.4   0.4   0  70261 UGC 12302             
N7459 230100.3 +064503 16.2  8   0.8   0.4  70  70261 UGC 12302             
N7460 230142.7 +021549 13.6  8   1.5   1.1  37  70287 UGC 12312             
N7461 230148.1 +153457 14.5  8   0.9   0.7 150  70290 UGC 12314             
N7462 230246.2 -405008 12.2  8   4.3   0.8  75  70324 ESO 346-28            
N7463 230151.8 +155855 13.7  8   2.6   0.6  90  70291 UGC 12316             
N7464 230153.8 +155828 14.3  8   0.5   0.5   0  70292 UGC 12315             
N7465 230200.9 +155755 13.3  8   2.2   1.8  42  70295 UGC 12317             
N7466 230203.4 +270311 14.4  8   1.5   0.5  26  70299 IC 5281               
N7467 230227.4 +153317 15.5  8   0.4   0.3  33  70310 MCG 2-58-57           
N7468 230259.2 +163616 14.1  8   0.9   0.6  25  70332 UGC 12329             
N7468A230453.5 +164044 15.0  8   1.3   0.5 147  70414 UGC 12342             
N7469 230315.5 +085226 12.9  8   1.4   1.0 125  70348 UGC 12332             
N7470 230513.9 -500642 14.3  8   1.4   0.9  84  70431 ESO 239-9             
N7471 230353.0 -225424       0   0.0   0.0   0                              
N7472 230538.6 +030332 14.7  8   0.6   0.4  41  70446 NGC 7482              
N7473 230357.1 +300936 14.7  8   1.1   0.5  45  70373 UGC 12335             
N7474 230404.3 +200404 15.5  8   0.5   0.5   0  70379 MCG 3-58-26           
N7475 230410.1 +200445 15.1  8   1.1   0.9  54  70383 UGC 12337             
N7475 230411.6 +200504 15.8  8   0.5   0.3   0  70382 UGC 12337             
N7476 230512.0 -430553 13.6  8   1.4   1.0 175  70427 ESO 290-45            
N7477 230440.7 +030706 16.5  8   0.3   0.2  15                              
N7478 230456.5 +023439 16.0  8   0.4   0.3   0  70418 KUG 2302+023          
N7479 230456.7 +121920 11.6  8   4.0   3.1  25  70419 UGC 12343             
N7480 230513.5 +023258 15.0  8   1.3   0.3 105  70432 NGC 7480A             
N7480A230513.5 +023258 15.0  8   1.3   0.3 105  70432 NGC 7480              
N7480B230501.7 +023226 15.6  8   0.6   0.3 162  85377 KUG 2302+022          
N7481 230551.0 -195624       0   0.0   0.0   0                              
N7482 230538.6 +030332 14.7  8   0.6   0.4  41  70446 NGC 7472              
N7483 230548.2 +033243 14.0  8   1.6   1.1 110  70455 UGC 12353             
N7484 230704.9 -361622 12.2  8   1.8   1.7  56  70505 ESO 407-6             
N7485 230604.8 +340629 14.2  8   1.2   0.6 146  70470 UGC 12360             
N7486 230613.4 +340608       1   0.0   0.0   0                              
N7487 230650.5 +281046 14.8  8   2.0   1.8 141  70496 UGC 12368             
N7488 230748.9 +005628 14.8  8   0.6   0.5  24  70539 MCG 0-59-1            
N7489 230732.5 +225952 14.1  8   2.1   1.1 170  70532 UGC 12378             
N7490 230725.1 +322232 13.3  8   2.7   2.6  60  70526 UGC 12379             
N7491 230806.0 -055759 14.6  8   1.0   0.7 172  70546 MCG -1-59-2           
N7492 230826.7 -153639       4   4.2   0.0   0        GCL 125               
N7493 230831.6 +005436       1   0.0   0.0   0                              
N7494 230858.4 -242209 15.5  8   0.8   0.7  81  70568 ESO 535-5             
N7495 230857.4 +120253 13.7  8   1.8   1.6   5  70566 UGC 12391             
N7496 230946.9 -432539 11.9  8   3.3   3.1   2  70588 ESO 291-1             
N7496A231223.4 -434643 14.6  8   1.4   0.7  82  70687 ESO 291-7             
N7496B231221.0 -434639 16.0  8   0.4   0.2 130        ESO 291-7             
N7497 230903.5 +181039 13.0  8   4.4   1.7  48  70569 UGC 12392             
N7498 230956.0 -242528 15.2  8   0.9   0.4 177  70590 ESO 535-6             
N7499 231022.3 +073452 14.0  8   1.2   0.7  10  70608 UGC 12397             
N7500 231029.7 +110046 14.6  8   2.1   1.1 125  70620 UGC 12399             
N7501 231030.3 +073522 14.6  8   0.5   0.5   0  70619 MCG 1-59-7            
N7502 231019.7 -214411       1   0.0   0.0   0        ESO 604-**5           
N7503 231042.2 +073405 14.4  8   0.8   0.8   0  70628 MCG 1-59-8            
N7504 231041.1 +142310       1   0.0   0.0   0                              
N7505 231100.7 +133753 15.3  8   0.8   0.2 111  70636 ZWG 431.9             
N7506 231141.0 -020935 14.0  8   1.7   1.1 103  70660 UGC 12406             
N7507 231207.5 -283219 11.4  8   2.8   2.7   0  70676 ESO 469-19            
N7508 231149.2 +125628 15.6  8   1.0   0.3 160  70663 UGC 12408             
N7509 231221.3 +143635 14.8  8   1.1   1.1   0  70679 MCG 2-59-6            
N7510 231103.8 +603415       3   7.0   0.0   0        OCL 256               
N7511 231226.3 +134337 14.9  8   1.1   0.5 133  70691 UGC 12412             
N7512 231220.9 +310732 13.7  8   1.5   1.0  30  70683 UGC 12414             
N7513 231313.7 -282129 12.7  8   3.2   2.1 108  70714 ESO 469-22            
N7514 231225.5 +345252 13.6  8   1.4   0.9 132  70689 UGC 12415             
N7515 231248.6 +124047 13.2  8   1.7   1.6  15  70699 UGC 12418             
N7516 231251.8 +201456 14.4  8   1.1   1.0 110  70703 UGC 12420             
N7517 231313.8 -020600 15.4  8   0.6   0.3 155  70715 MCG 0-59-8            
N7518 231312.8 +061918 14.2  8   1.4   1.0 126  70712 UGC 12422             
N7519 231311.2 +104618 14.8  8   1.3   1.1 165  70713 UGC 12424             
N7520 231343.6 -234708       1   0.0   0.0   0                              
N7521 231335.3 -014350 14.9  8   0.6   0.5 168  70725 MCG 0-59-9            
N7522 231536.3 -225340       1   0.0   0.0   0                              
N7523 231334.7 +135912 15.7  8   1.0   0.2   3  70726 ZWG 431.18            
N7524 231346.5 -014350 16.0  8   0.8   0.3 172  70737 MCG 0-59-10           
N7525 231340.4 +140117 15.1  8   0.6   0.6   0  70731 MK 316                
N7525 231340.2 +140127 16.2  8   0.4   0.2  10  70731 MK 316                
N7526 231402.3 -091315       1   0.0   0.0   0                              
N7527 231341.7 +245410 14.5  8   1.3   0.9 165  70728 UGC 12428             
N7528 231420.0 +101352 16.1  8   0.4   0.3  10  70770                       
N7529 231403.1 +085932 14.6  8   0.9   0.8  75  70755 UGC 12431             
N7530 231411.7 -024644 15.5  8   0.9   0.5 120  70759 MCG -1-59-4           
N7531 231448.4 -433556 12.1  8   4.5   1.7  15  70800 ESO 291-10            
N7532 231422.2 -024340 14.7  8   1.4   0.7 150  70779 MCG -1-59-5           
N7533 231422.0 -020200 15.8  8   0.7   0.3 134  70778 ZWG 380.13            
N7534 231426.5 -024158 14.5  8   1.0   0.7  12  70781 MCG -1-59-6           
N7535 231412.8 +133456 14.3  8   1.5   1.5   0  70761 UGC 12438             
N7536 231413.1 +132536 14.1  8   1.9   0.7  56  70765 UGC 12437             
N7537 231434.6 +042956 13.8  8   2.1   0.5  79  70786 UGC 12442             
N7538 231338.0 +613042       5   9.0   6.0   0        LBN 542               
N7539 231429.4 +234105 13.6  8   1.5   1.2 165  70783 UGC 12443             
N7540 231436.1 +155701 15.7  8   0.5   0.3 160  70788 ZWG 454.10            
N7540 231437.4 +155710 16.5  8   0.2   0.2   0                              
N7541 231443.2 +043204 12.4  8   3.5   1.2 102  70795 NGC 7581              
N7542 231441.7 +103836 15.4  8   0.8   0.5 117  70796 ZWG 431.25            
N7543 231434.5 +281940 14.0  8   1.1   0.9 140  70785 UGC 12450             
N7544 231456.9 -021156 16.1  8   0.8   0.2  58  70811 NPM1G -02.0508        
N7545 231532.3 -383206 13.8  8   1.1   0.7  80  70840 ESO 347-4             
N7546 231505.5 -021932 15.9  8   1.1   0.9   5  70820 MCG -1-59-7           
N7547 231503.4 +185825 14.6  8   1.1   0.5  98  70819 UGC 12453             
N7548 231511.1 +251655 14.4  8   1.1   0.9  15  70826 UGC 12455             
N7549 231517.1 +190229 13.9  8   2.8   0.7   8  70832 UGC 12457             
N7550 231516.0 +185739 13.2  8   1.4   1.2 171  70830 UGC 12456             
N7551 231522.0 +155627 17.0  8   0.3   0.2 150                              
N7552 231610.6 -423505 11.4  8   3.4   2.7   1  70884 IC 5294               Grus Quartet           
N7553 231533.0 +190255 15.4  8   0.4   0.4   0  70842 ZWG 454.15            
N7554 231541.3 -022241 15.9  8   0.4   0.4   0  70850 3ZW 99                
N7555 231504.3 +123348       1   0.0   0.0   0                              
N7556 231544.4 -022253 13.7  8   2.5   1.6 123  70855 MCG -1-59-9           
N7556A231543.7 -022309 16.0  8   0.3   0.2  30                              
N7557 231539.7 +064232 15.2  8   0.6   0.6   0  70854 MCG 1-59-21           
N7558 231538.2 +185513 15.9  8   0.4   0.4   0  70844 MCG 3-59-16           
N7559 231546.5 +131725 14.7  8   1.0   0.8  67  70864 NGC 7559A             
N7559 231546.1 +131749 16.0  8   0.3   0.2  36  70852 NGC 7559B             
N7559A231546.5 +131725 14.7  8   1.0   0.8  67  70864 NGC 7559-1            
N7559B231546.1 +131749 16.0  8   0.3   0.2  36  70852 NGC 7559-2            
N7560 231553.8 +042945       1   0.0   0.0   0                              
N7561 231557.5 +043121       1   0.0   0.0   0                              
N7562 231557.6 +064114 12.6  8   2.2   1.7  83  70874 UGC 12464             
N7562A231601.3 +063911 15.5  8   1.5   0.4   0  70880 UGC 12467             
N7563 231555.9 +131148 13.9  8   1.9   0.9 155  70872 UGC 12465             
N7564 231601.1 +072054       1   0.0   0.0   0                              
N7565 231619.0 -000330       0   0.0   0.0   0                              
N7566 231637.4 -021949 14.5  8   1.4   0.7 115  70901 MCG -1-59-10          
N7567 231610.8 +155104 15.5  8   0.9   0.2  76  70885 UGC 12468             
N7568 231624.9 +242950 14.5  8   0.9   0.6 120  70892 NGC 7574              
N7569 231644.5 +085424 14.3  8   1.0   0.7  88  70914 UGC 12472             
N7570 231644.7 +132900 13.9  8   1.6   0.9  30  70912 UGC 12473             
N7571 231830.3 +184118 15.1  8   1.0   1.0   0  71006 NGC 7597              
N7572 231650.3 +182900 15.3  8   0.8   0.2 162  70919 MCG 3-59-23           
N7573 231626.3 -220914 13.9  8   1.3   1.1  42  70893 ESO 604-8             
N7574 231624.9 +242950 14.5  8   0.9   0.6 120  70892 NGC 7568              
