Columbus                        Georgia          32 28  6 N  84 59 23 W
Columbus                        Mississippi      33 29 53 N  88 25  0 W
Columbus                        Nebraska         42 25 29 N  97 21 35 W
Columbus                        Ohio             39 57 46 N  83  0 16 W
Comox                           Canada           49 40 47 N 124 54  0 W
Compton                         California       33 53 42 N 118 13 33 W
Concepcion                      Chile            36 46  0 S  73  2 59 W
Concord                         California       37 58 30 N 122  1 48 W
Concord                         New Hampshire    43 12 21 N  71 32 25 W
Condon                          Oregon           45 13 58 N 120 10  1 W
Conway                          Arkansas         35  6  0 N  92 27  0 W
Conway                          New Hampshire    44  0  0 N  71 10  1 W
Copenhagen                      Denmark          55 43  0 N  12 26 59 E
Coralville                      Iowa             41 41  2 N  91 35 48 W
Corbin                          Kentucky         36 55  1 N  84  5 59 W
Cordova                         Alaska           60 34  1 N 145 37 58 W
Corinth                         Mississippi      34 55  1 N  88 30  0 W
Corning                         Iowa             40 58  1 N  94 40  1 W
Corpus Christi                  Texas            27 47 50 N  97 23 44 W
Cortez                          Colorado         37 21  0 N 108 34 58 W
Corvallis                       Oregon           44 34  0 N 123 16 11 W
Costa Mesa                      California       33 38 24 N 117 55  4 W
Cottbus                         Germany          51 46 00 N   14 20 00 E
Council Bluffs                  Iowa             41 15 42 N  95 51 53 W
Covington                       Kentucky         39  5 12 N  84 30 42 W
Cranbrook                       Canada           49 40 47 N 115 45 36 W
Cranford                        New Jersey       40 39 43 N  74 12 57 W
Cranston                        Rhode Island     41 46 59 N  71 26 17 W
Crawford                        Nebraska         42 40 58 N 103 25  1 W
Crestwood                       Kentucky         38  8 24 N  85 27  0 W
Crestwood                       Missouri         38 20 24 N  90 13 48 W
Creve Coeur                     Illinois         40 38 36 N  89 36 38 W
Cripple Creek                   Colorado         38 43 58 N 105 12  0 W
Crocker                         Missouri         35 28 11 N  92  4 47 W
Crofton                         Nebraska         42 43 58 N  97 31 58 W
Cubi Point                      Philippine       14 48  0 N 120 10  0 E
Culver City                     California       34  0 35 N 118 22 58 W
Cumberland                      Maryland         39 38 59 N  78 45 47 W
Cut Bank                        Montana          48 37 58 N 112 19  1 W
Dacca                           Bangladesh       23 51  0 N  90 24  0 E
Dakar                           Senegal          14 45  0 N  17 30  0 W
Dallas                          Texas            32 47  8 N  96 47 36 W
Dalsbruk                        Finland          60  0 35 N  22 28 48 E
Daly City                       California       37 42  6 N 122 27 43 W
Damascus                        Syria            33 31  0 N  36 17 59 E
Danbury                         Connecticut      41 23 35 N  73 27 25 W
Danielson                       Connecticut      41 47 23 N  71 52 47 W
Danville                        Iowa             40 46 59 N  91  7 59 W
Danville                        Virginia         36 35 30 N  79 23  3 W
Dar es Salaam                   Tanzania          6 47 59 S  39 16 59 E
Darmstadt                       Germany          49 52 00 N    8 39 00 E
Darwin                          Australia        12 25 11 S 130 50 12 E
Davenport                       Iowa             41 31 18 N  90 34 32 W
Daytona Beach                   Florida          29 12 43 N  81  1  9 W
Dayton                          Ohio             39 45 32 N  84 11 43 W
Dayton                          Tennessee        35 30  0 N  85  0  0 W
Deadhorse                       Alaska           70 11 41 N 148 27 36 W
Dearborn Heights                Michigan         42 19 30 N  83 17 30 W
