 2383 CMA 07 24 39.9 -20 56 51 3 I3m   8.4   6.00                             
 2384 CMA 07 25 11.8 -21 01 24 3 IV3p  7.4   2.50                             
 2385 GEM 07 28 28.2 +33 50 15 8 S?   15.2   0.80   0.4  50     21080                   
 2386 GEM 07 28 38.1 +33 46 33 0 *2                                                     
 2387 AUR 07 28 57.9 +36 52 45 8 S    15.3   0.40   0.4         21105                   
 2388 GEM 07 28 53.5 +33 49 06 8 S    14.7   1.00   0.6  65     21099  3870             
 2389 GEM 07 29 04.8 +33 51 37 8 SBc  13.4   2.00   1.4  83     21109  3872             
 2390 GEM 07 29 04.2 +33 50 11 0 *                                                      
 2391 GEM 07 29 07.6 +33 49 31 0 *                                                      
 2392 GEM 07 29 10.8 +20 54 43 6 PN    9.9   0.25                            Eskimo Nebula           
 2393 GEM 07 30 04.9 +34 01 38 8 Sc   14.7   1.20   0.8 103     21154  3884             
 2394 CMI 07 28 36.5 +07 05 12 3 OCL                                                    
 2395 GEM 07 27 12.8 +13 36 30 3 III1  8.0  12.00                           
 2396 PUP 07 28 00.0 -11 43 00 3 III3  7.4  10.00                          
 2397 VOL 07 21 19.5 -69 00 07 8 Sb   12.7   2.50   1.2 123     20766                   
 2398 GEM 07 30 16.2 +24 29 15 8 S?   15.3   0.40   0.3 140     21165                   
 2399 CMI 07 29 49.9 -00 12 51 0 *3                                                     
 2400 CMI 07 29 55.1 -00 12 53 0 *3                                                     
 2401 PUP 07 29 24.3 -13 58 00 3 II3p 12.6   2.00                           
 2402 CMI 07 30 46.5 +09 38 49 8 E?   15.1   1.20   1.2         21176  3891             
 2403 CAM 07 36 50.6 +65 36 04 8 SBc   8.9  23.40  11.8 127     21396  3918        
 2404 CAM 07 37 07.0 +65 36 40 5 GxyP                                  
 2405 GEM 07 32 13.9 +25 54 20 8 S    14.8   0.50   0.3  95     21224                   
 2406 GEM 07 31 47.7 +18 17 17 8 E?   14.9   0.70   0.6         21218                   
 2407 GEM 07 31 56.6 +18 19 59 8 E-S0 14.8   1.10   1.0  75     21220  3896             
 2408 CAM 07 39 47.1 +71 40 09 0 *Grp       10.00                                                                                                      
 2409 PUP 07 31 36.7 -17 11 25 3 OCL   8.0   2.50                             
 2410 GEM 07 35 02.2 +32 49 19 8 SBb  13.8   2.40   0.7  31     21336  3917             
 2411 GEM 07 34 36.4 +18 16 53 8 E  M 14.6   0.90   0.5  50     21315  3914             
 2412 CMI 07 34 21.5 +08 32 49 0 *                                                      
 2413 PUP 07 33 16.4 -13 05 44 3 OCL                                                    
 2414 PUP 07 33 12.8 -15 27 14 3 I3m   7.9   4.00                             
 2415 GEM 07 36 56.5 +35 14 29 8 Irr  12.8   0.90   0.9         21399  3930             
 2416 CMI 07 35 41.4 +11 36 43 8 Sc   14.3   1.00   0.7 110     21358  3925             
 2417 CAR 07 30 12.1 -62 15 11 8 Sbc  12.9   2.80   1.9  81     21155                   
 2418 GEM 07 36 37.4 +17 53 00 8 E    13.4   1.80   1.8         21382  3931             
 2419 LYN 07 38 08.5 +38 52 55 4 II   10.4   6.20                            Intergalactic Wanderer 
 2420 GEM 07 38 23.8 +21 34 27 3 I2r   8.3  10.00                             
 2421 PUP 07 36 11.8 -20 36 44 3 I2m   8.3  10.00                             
 2422 PUP 07 36 35.0 -14 28 57 3 III2  4.4  30.00            47                       
 2423 PUP 07 37 06.7 -13 52 17 3 IV2m  6.7  19.00                             
 2424 LYN 07 40 39.3 +39 13 58 8 SBb  13.6   3.60   0.5  81     21558  3959             
 2425 PUP 07 38 17.6 -14 52 40 3 III2        3.30                             
 2426 LYN 07 43 18.4 +52 19 03 8 E    14.2   1.10   1.1         21648  3977             
 2427 PUP 07 36 27.9 -47 38 11 8 SBdm 12.2   4.90   2.0 122     21375                   
 2428 PUP 07 39 21.7 -16 31 44 3 OCL         6.00                                       
 2429 LYN 07 43 47.5 +52 21 25 8 Sbc  14.6   1.50   0.4 145     21664  3983             
 2430 PUP 07 39 41.0 -16 17 48 0 *Grp                                                   
 2431 LYN 07 45 13.3 +53 04 30 8 SBa  14.4   0.90   0.9         21711  3999             
 2432 PUP 07 40 53.8 -19 05 09 3 II1p 10.2   8.00                             
 2433 CMI 07 42 43.6 +09 15 31 0 *3                                                     
 2434 VOL 07 34 51.5 -69 17 06 8 E    12.3   2.40   2.2         21325                   
 2435 GEM 07 44 13.4 +31 39 00 8 Sa   13.6   2.20   0.5  36     21676  3996             
 2436 LYN 07 45 13.3 +53 04 30 8 SBa  14.4   0.90   0.9         21711  3999             
 2437 PUP 07 41 46.8 -14 48 36 3 III2  6.1  27.00            46                       
 2438 PUP 07 41 50.6 -14 44 07 6 PN   10.1   1.10                                       
 2439 PUP 07 40 45.4 -31 41 33 3 II3m  6.0   9.00                             
 2440 PUP 07 41 55.4 -18 12 31 6 PN   10.8   0.23                                       
 2441 CAM 07 51 54.5 +73 00 53 8 SBb  12.9   2.00   1.8         22031  4036        
 2442 VOL 07 36 19.7 -69 31 31 8 SBbc 11.2   6.00   5.0 124     21373                   
 2443 VOL 07 36 31.0 -69 08 54 8 SBbc 11.2   6.00   5.0 124     21373                   
 2444 LYN 07 46 53.0 +39 01 55 8 S0   13.9   1.20   0.8  30     21774  4016             
 2445 LYN 07 46 55.0 +39 00 54 8 Irr  13.9   1.40   1.1  15     21776  4017             
 2446 LYN 07 48 39.2 +54 36 40 8 Sb   13.7   1.90   1.0 130     21860  4027             
 2447 PUP 07 44 29.2 -23 51 11 3 IV1p  6.2  22.00            93                       
 2448 PUP 07 44 33.2 -24 40 23 3 OCL         5.00                                       
 2449 GEM 07 47 20.4 +26 55 48 8 Sa-b 14.3   1.30   0.6 137     21802  4026             
 2450 GEM 07 47 32.2 +27 01 08 8 Sbc  15.4   0.90   0.2 160     21807                   
 2451 PUP 07 45 15.0 -37 58 03 3 II2p  3.5  50.00                             
 2452 PUP 07 47 26.2 -27 20 08 6 PN   12.6   0.32                                       
 2453 PUP 07 47 34.1 -27 11 41 3 I2p   8.3   5.00                             
 2454 GEM 07 50 34.9 +16 22 07 8 S    14.8   0.80   0.3 100     21963  4053             
 2455 PUP 07 48 58.6 -21 17 52 3 III2 10.2   8.00                             
 2456 LYN 07 54 10.7 +55 29 41 8 E    14.2   1.10   0.8  30     22129  4073             
 2457 LYN 07 54 45.7 +55 32 48 8 S?   15.8   0.60   0.4 100     22161                   
 2458 LYN 07 55 51.6 +56 42 37 8 E-S0 15.5   0.40   0.3 170     22220                   
 2459 CMI 07 52 01.7 +09 33 27 3 OCL         1.50                                       
 2460 CAM 07 56 52.8 +60 20 56 8 Sab  12.7   2.20   1.7  40     22270  4097        
 2461 LYN 07 56 26.2 +56 40 24 0 *                                                      
 2462 LYN 07 56 31.9 +56 41 10 8 S    14.1   0.40   0.3 160     22259                   
 2463 LYN 07 57 12.2 +56 40 35 8 E    15.0   0.40   0.4         22291                   
 2464 LYN 07 57 32.3 +56 41 25 0 *3                                                     
 2465 LYN 07 57 25.0 +56 49 15 0 *                                                      
 2466 VOL 07 45 15.6 -71 24 41 8 Sc   13.5   1.60   1.4         21714                   
 2467 PUP 07 52 26.0 -26 26 12 3 OCL+  7.1  16.00                             
 2468 LYN 07 58 02.2 +56 21 31 8 S0   15.0   1.30   0.6  45     22325  4110             
 2469 LYN 07 58 03.2 +56 40 46 8 Sb/P 13.4   1.00   0.7 160     22327  4111             
 2470 CMI 07 54 20.4 +04 27 34 8 Sa-b 13.7   2.00   0.6 128     22137  4091             
 2471 LYN 07 58 32.9 +56 40 42 0 *2                                                     
 2472 LYN 07 58 41.7 +56 42 02 8 S?   15.6   0.50   0.5         22364                   
 2473 LYN 07 55 35.0 +56 44 09 8 S    16.0   0.50   0.3  85                             
 2474 LYN 07 57 58.8 +52 51 24 8 E    14.3   0.60   0.6         22321  4114             
 2475 LYN 07 58 00.3 +52 51 42 8 E    14.1   0.80   0.8         22322  4114             
 2476 LYN 07 56 45.2 +39 55 38 8 E    13.6   1.40   0.8 135     22260  4106             
 2477 PUP 07 52 09.7 -38 32 00 3 I3r   5.0  20.00                             
 2478 PUP 07 36 35.0 -14 28 57 3 III2  4.4  30.00            47                       
 2479 PUP 07 55 06.0 -17 42 28 3 III1  9.6   7.00                             
 2480 GEM 07 57 10.6 +23 46 45 8 SBcd 15.0   1.30   0.7 160     22289  4116             
 2481 GEM 07 57 13.7 +23 46 01 8 S0-a 13.6   1.40   0.5  18     22292  4118             
 2482 PUP 07 55 10.3 -24 15 17 3 III1  7.3  12.00                             
 2483 PUP 07 55 39.0 -27 53 42 3 OCL   7.6  10.00                                       
 2484 LYN 07 58 28.1 +37 47 10 8 S0   14.3   0.90   0.8 145     22350  4125             
 2485 CMI 07 56 48.7 +07 28 37 8 Sa   13.2   1.60   1.6         22266  4112             
 2486 GEM 07 57 56.5 +25 09 38 8 Sa   14.2   1.70   0.9 100     22317  4123             
 2487 GEM 07 58 20.3 +25 08 55 8 SBb  13.2   2.70   2.1 115     22343  4126             
 2488 LYN 08 01 45.6 +56 33 08 8 E-S0 13.6   1.40   0.8 100     22520  4161             
 2489 PUP 07 56 15.9 -30 03 51 3 II2m  7.0   5.00                             
 2490 GEM 07 59 17.9 +27 04 38 8 C    15.3   0.60   0.4  30     22382                   
 2491 CMI 07 58 27.3 +07 59 02 8 S    15.6   0.30   0.2  80     22353                   
 2492 GEM 07 59 29.7 +27 01 33 8 E-S0 13.8   1.00   1.0         22397  4138             
 2493 LYN 08 00 23.8 +39 49 49 8 SB0  13.0   1.90   1.9         22447  4150             
 2494 MON 07 59 07.2 -00 38 17 8 SB0- 14.3   0.90   0.7  95     22377  4141             
 2495 LYN 08 00 33.2 +39 50 24 8 Sd   15.7   0.40   0.2  15     22457                   
 2496 CMI 07 58 37.4 +08 01 39 8 E    14.0   1.40   1.2   2     22359  4127             
 2497 LYN 08 02 11.1 +56 56 30 8 E-S0 14.2   1.40   1.2         22547  4168             
 2498 GEM 07 59 38.7 +24 58 58 8 SBa  14.4   1.10   0.8 113     22403  4142             
 2499 CMI 07 58 51.7 +07 29 32 8 SB?  14.9   1.10   0.7 175     22366                   
 2500 LYN 08 01 53.0 +50 44 10 8 SBcd 12.2   2.90   2.7         22525  4165             
 2501 PUP 07 58 30.0 -14 21 17 8 S0   14.5   1.40   1.0 120     22354                   
 2502 CAR 07 55 51.5 -52 18 27 8 SB0  13.2   2.10   1.3 126     22210                   
 2503 CNC 08 00 36.8 +22 23 58 8 SBbc 14.8   1.10   1.0         22453  4158             
 2504 CMI 07 59 52.2 +05 36 26 8 P    14.0   0.50   0.4  90     22414  4152             
 2505 LYN 08 04 06.7 +53 32 57 8 SBa  14.1   1.20   0.6   0     22644  4193             
 2506 MON 08 00 01.7 -10 46 11 3 I2r   7.6   7.00                             
 2507 CNC 08 01 37.1 +15 42 35 8 S0-a 13.6   2.50   2.5         22510  4172             
 2508 CMI 08 01 57.1 +08 33 05 8 E    13.9   1.40   1.1 130     22528  4174             
 2509 PUP 08 00 47.8 -19 03 02 3 II1p  9.3   8.00                             
 2510 CMI 08 02 10.5 +09 29 08 8 S0   14.5   1.00   0.7 120     22541  4178             
 2511 CMI 08 02 15.0 +09 23 41 8 S    15.1   0.90   0.3 125     22549                   
 2512 CNC 08 03 07.6 +23 23 28 8 SBb  13.9   1.40   0.9 113     22596  4191             
 2513 CNC 08 02 24.7 +09 24 48 8 E    12.6   2.50   2.0 170     22555  4184             
 2514 CNC 08 02 49.7 +15 48 26 8 SBbc 14.0   1.30   1.2         22581  4189             
 2515 CNC 08 03 21.3 +20 11 15 0 *2                                                     
 2516 CAR 07 58 07.1 -60 45 12 3 I3r   3.0  21.00                             
 2517 PUP 08 02 47.0 -12 19 04 8 SB0  12.8   1.40   1.0  70     22578                   
 2518 LYN 08 07 20.2 +51 07 54 8 E-S0 14.6   1.20   1.0  35     22800  4221             
 2519 LYN 08 07 58.8 +51 07 42 0 *                                                      
 2520 PUP 08 04 58.1 -28 08 48 3 III1  6.5  22.00                                       
 2521 LYN 08 08 49.4 +57 46 09 8 E-S0 14.1   1.20   0.7  45     22866  4235             
 2522 CNC 08 06 13.5 +17 42 22 8 S0-a 14.5   1.00   0.3  32     22749  4218             
 2523 CAM 08 15 00.0 +73 34 42 8 SBab 12.6   2.90   1.8  57     23128  4271        
 2524 LYN 08 08 09.6 +39 09 26 8 S0-a 13.6   1.40   1.0 125     22838  4234             
 2525 PUP 08 05 38.0 -11 25 41 8 SBc/ 12.3   3.00   2.0  75     22721                   
 2526 CNC 08 06 58.4 +08 00 13 8 Sab  14.7   0.90   0.5 140     22778  4231             
 2527 PUP 08 04 58.1 -28 08 48 3 III1  6.5  22.00                                       
 2528 LYN 08 07 25.0 +39 11 39 8 Sb   13.4   1.50   1.5         22805  4227             
 2530 CNC 08 07 55.7 +17 49 04 8 SBcd 14.5   1.40   0.9 170     22827  4237             
 2532 LYN 08 10 15.2 +33 57 20 8 SBc  13.0   2.10   1.7  10     22922  4256             
 2533 PUP 08 07 04.1 -29 53 02 3 III1  7.6   3.50                             
 2534 LYN 08 12 54.1 +55 40 17 8 E    13.6   1.40   1.2         23024  4268             
 2535 CNC 08 11 13.6 +25 12 24 8 Sc/P 13.3   2.50   1.2   0     22957  4264             
 2536 CNC 08 11 16.1 +25 10 45 8 SBc/ 14.7   0.80   0.4  49     22958                   
 2537 LYN 08 13 14.4 +45 59 27 8 SBm  12.3   3.10   2.7   0     23040  4274  Bear Claw Galaxy           
 2538 CMI 08 11 23.0 +03 37 57 8 SBa  13.6   1.50   1.2  25     22962  4266             
 2539 PUP 08 10 36.9 -12 49 14 3 II1m  6.5  22.00                             
 2540 CNC 08 12 46.5 +26 21 39 8 SBc  14.4   1.30   0.9 125     23017  4275             
 2541 LYN 08 14 40.0 +49 03 41 8 SBc  12.2   6.30   2.9 165     23110  4284             
 2542 PUP 08 11 16.2 -12 55 37 0 *     4.7                                              
 2543 LYN 08 12 57.8 +36 15 11 8 SBb  12.7   2.30   1.2  45     23028  4273             
 2544 CAM 08 21 40.3 +73 59 16 8 SBa  13.9   1.10   0.8  70     23453  4327        
 2545 CNC 08 14 14.1 +21 21 20 8 SBab 13.2   2.20   1.2 170     23086  4287             
 2546 PUP 08 12 15.6 -37 35 39 3 III2  6.0  70.00                             
 2547 VEL 08 10 09.5 -49 12 20 3 II2p  4.0  25.00                             
 2548 HYA 08 13 43.1 -05 45 02 3 I2m   5.8  54.00            48                       
 2549 LYN 08 18 58.3 +57 48 09 8 S0   12.2   3.80   1.2 177     23313  4313             
 2550 CAM 08 24 33.7 +74 00 41 8 Sb/P 13.4   1.00   0.4 103     23604  4359        
 2551 CAM 08 24 50.2 +73 24 43 8 Sa   13.1   1.60   1.0  55     23608  4362        
 2552 LYN 08 19 19.6 +50 00 23 8 SBm  12.6   3.60   2.1  45     23340  4325             
 2553 CNC 08 17 35.1 +20 54 10 8 S    14.9   0.90   0.7  30     23240                   
 2554 CNC 08 17 53.4 +23 28 18 8 S0-a 12.9   3.20   2.4 170     23256  4312             
 2555 HYA 08 17 56.3 +00 44 40 8 SBab 13.3   1.90   1.4 115     23259  4319             
 2556 CNC 08 19 00.8 +20 56 13 8 S    15.3   0.40   0.2 130     23325                   
 2557 CNC 08 19 10.9 +21 26 08 8 SB0  14.4   1.20   1.0  55     23329  4330             
 2558 CNC 08 19 12.7 +20 30 39 8 Sa-b 13.8   1.80   1.3 160     23337  4331             
 2559 PUP 08 17 06.1 -27 27 27 8 SBbc 11.7   3.70   1.7   6     23222                   
 2560 CNC 08 19 51.9 +20 59 03 8 S0-a 14.6   1.40   0.3  93     23367  4337             
 2561 HYA 08 19 36.7 +04 39 22 8 SBc  14.1   1.10   0.6 138     23351  4336             
 2562 CNC 08 20 23.5 +21 07 52 8 S0-a 13.9   1.00   0.7   3     23395  4345             
 2563 CNC 08 20 35.7 +21 04 03 8 S0   13.3   2.00   1.7  80     23404  4347             
 2564 PUP 08 18 30.0 -21 49 00 8 E-S0 13.5   1.20   0.8  60     23290                   
 2565 CNC 08 19 48.2 +22 01 51 8 SBbc 13.4   1.90   0.9 167     23362  4334             
 2566 PUP 08 18 45.5 -25 30 04 8 SBab 11.8   3.40   2.3 110     23303                   
 2567 PUP 08 18 32.0 -30 38 24 3 III2  7.0  11.00                             
 2568 PUP 08 18 18.1 -37 06 19 3 I3p  10.0                                    
 2569 CNC 08 21 21.1 +20 52 03 8 E-S0 15.2   0.60   0.5         23442                   
 2570 CNC 08 21 22.6 +20 54 36 8 Sa-b 15.1   1.10   0.6  75     23443  4354             
 2571 PUP 08 18 56.3 -29 44 57 3 IV1p  7.0  13.00                             
 2572 CNC 08 21 24.7 +19 08 50 8 Sa   14.7   1.30   0.5 133     23441  4355             
 2573 OCT 01 41 53.2 -89 20 05 8 SBc  14.1   1.90   0.7  84      6249        Polarissima Australis    
 2574 HYA 08 20 48.1 -08 55 08 8 Sab  13.7   2.30   1.2 150     23418                   
 2575 CNC 08 22 45.0 +24 17 47 8 Sc   13.5   2.30   1.9 145     23501  4368             
 2576 CNC 08 22 57.8 +25 44 20 8 Sb   15.3   1.70   0.3  41     23512  4371             
 2577 CNC 08 22 43.4 +22 33 11 8 E-S0 13.5   1.80   1.1 105     23498  4367             
 2578 PUP 08 21 24.2 -13 19 07 8 SB0- 13.5   2.20   1.3  80     23440                   
 2579 PUP 08 20 52.7 -36 12 58 3 IV1p  7.0   7.00                             
 2580 PUP 08 21 28.0 -30 18 00 3 II2m 10.0   7.00                             
 2581 CNC 08 24 30.9 +18 35 47 8 SBR  14.3   1.10   0.8  10     23599  4388             
 2582 CNC 08 25 12.1 +20 20 01 8 SBab 13.9   1.20   1.2         23630  4391             
 2583 HYA 08 23 07.9 -05 00 11 8 E    14.4   0.80   0.8         23516                   
 2584 HYA 08 23 15.5 -04 58 17 8 Sbc  14.5   1.20   0.6   2     23523                   
 2585 HYA 08 23 26.2 -04 54 57 8 Sb   14.5   1.80   0.8  95     23537                   
 2586 HYA 08 23 31.4 -04 57 07 0 *3                                                     
 2587 PUP 08 23 24.0 -29 30 31 3 II1p  9.2   9.00                             
 2588 PUP 08 23 09.5 -32 58 30 3 II1p 12.0   2.00                             
 2590 HYA 08 25 02.0 -00 35 30 8 Sbc  13.9   2.20   0.7  77     23616  4392             
 2591 CAM 08 37 25.5 +78 01 30 8 Sc   12.9   3.00   0.6  32     24231  4472        
 2592 CNC 08 27 08.1 +25 58 13 8 E    13.4   1.70   1.4  45     23701  4411             
 2593 CNC 08 26 47.8 +17 22 26 8 S0-a 14.9   0.90   0.5 172     23692  4408             
 2594 CNC 08 27 17.1 +25 52 41 8 S0   14.9   0.80   0.5  20     23704                   
 2595 CNC 08 27 41.9 +21 28 44 8 SBc  13.0   3.10   2.7  45     23725  4422             
 2596 CNC 08 27 26.6 +17 17 02 8 Sb   14.2   1.50   0.6  65     23714  4419             
 2597 CNC 08 29 57.4 +21 30 07 0 *2                                                     
 2598 CNC 08 30 02.5 +21 29 16 8 SBa  14.9   1.00   0.4   3     23855  4443             
 2599 CNC 08 32 11.2 +22 33 37 8 Sa   13.1   1.90   1.7         23941  4458             
 2600 UMA 08 34 44.8 +52 42 53 8 Sb   15.0   1.20   0.4  78     24082  4475             
 2601 VOL 08 25 30.4 -68 07 06 8 SBa  13.4   1.60   1.1 120     23637                   
 2602 UMA 08 34 31.1 +52 50 23 8 C    16.2   0.30   0.3                                 
 2603 UMA 08 34 53.2 +52 48 13 8 S    16.0   0.40   0.2  30                             
 2604 CNC 08 33 22.9 +29 32 17 8 SBc  13.3   2.10   2.1         23998  4469             
 2605 UMA 08 35 04.3 +52 49 54 8 S    15.7   0.30   0.2  35     24099                   
 2606 UMA 08 35 34.4 +52 47 17 8 Sbc  15.1   0.70   0.3  45     24117                   
 2607 CNC 08 33 56.6 +26 58 21 8 Sc   14.7   0.90   0.8         24038  4473             
 2608 CNC 08 35 17.2 +28 28 22 8 SBb  13.0   2.20   1.4  60     24111  4484             
 2609 CAR 08 29 29.7 -61 06 37 3 OCL                                                    
 2610 HYA 08 33 23.4 -16 08 57 6 PN   13.6   0.62                                       
 2611 CNC 08 35 29.1 +25 01 38 8 S    15.3   0.70   0.2  45     24121                   
 2612 HYA 08 33 50.1 -13 10 29 8 E-S0 13.5   2.80   0.6 115     24028                   
 2613 PYX 08 33 22.8 -22 58 24 8 Sb   11.2   7.10   1.6 113     23997                   
 2614 UMA 08 42 47.6 +72 58 34 8 Sc   13.7   2.40   2.2 150     24473  4523             
 2615 HYA 08 34 33.1 -02 32 52 8 SBb  13.4   1.90   1.1  40     24071  4481             
 2616 HYA 08 35 34.0 -01 51 05 8 S0   13.7   1.50   1.3 145     24129  4489             
 2617 HYA 08 35 38.9 -04 05 18 8 S0-a 14.1   0.90   0.9         24136                   
 2618 HYA 08 35 53.5 +00 42 26 8 Sab  13.5   2.50   2.0 140     24156  4492             
 2619 CNC 08 37 32.6 +28 42 16 8 SBbc 13.4   2.30   1.4  35     24235  4503             
 2620 CNC 08 37 28.3 +24 56 47 8 S?   14.6   2.00   0.5  93     24233  4501             
 2621 CNC 08 37 36.9 +24 59 59 8 S    15.7   0.80   0.4   0     24241                   
 2622 CNC 08 38 10.9 +24 53 41 8 Sb   14.9   0.80   0.4  45     24269                   
 2623 CNC 08 38 24.1 +25 45 15 8 Sb   14.0   2.40   0.7  60     24288  4509             
 2624 CNC 08 38 09.6 +19 43 32 8 S    14.7   0.60   0.5  15     24264  4506             
 2625 CNC 08 38 23.1 +19 42 56 8 E    15.3   0.70   0.6  45     24285                   
 2626 VEL 08 35 31.0 -40 40 20 5 EN+R        5.00                                       
 2627 PYX 08 37 14.9 -29 57 01 3 III2  8.4  11.00                             
 2628 CNC 08 40 22.6 +23 32 21 8 Sc   14.0   1.10   1.1         24381  4519             
 2629 UMA 08 47 15.2 +72 59 06 8 E-S0 13.3   2.30   1.8 105     24682  4569             
 2632 CNC 08 39 57.2 +19 40 21 3 II2m  3.1  95.00            44              Praesepe, Beehive Cluster        
 2633 CAM 08 48 04.6 +74 05 55 8 SBb/ 12.8   2.30   1.5 175     24723  4574        
 2634 CAM 08 48 25.5 +73 58 00 8 E    12.8   2.00   2.0         24749  4581        
 2635 PYX 08 38 25.9 -34 46 18 3 I3p  11.0   3.00                             
 2636 CAM 08 48 24.4 +73 40 16 8 E    14.7   0.30   0.3         24747  4583        
 2638 LYN 08 42 25.8 +37 13 13 8 S0-a 13.7   1.70   0.6  72     24453  4534             
 2639 UMA 08 43 37.8 +50 12 20 8 Sa   12.6   1.80   1.4 140     24506  4544             
 2640 CAR 08 37 24.7 -55 07 27 8 E-S0 12.7   2.20   1.9 104     24229                   
 2641 UMA 08 47 57.4 +72 53 45 8 S0   15.0   1.30   1.1   5     24722  4577             
 2642 HYA 08 40 44.4 -04 07 22 8 SBbc 13.3   2.00   1.8 140     24395                   
 2644 HYA 08 41 32.0 +04 58 49 8 Sc   13.4   2.10   0.8  14     24425  4533             
 2645 VEL 08 39 03.1 -46 13 38 3 II2p                                         
 2646 CAM 08 50 21.8 +73 27 44 8 SB0  13.2   1.50   1.5         24838  4604        
 2647 CNC 08 42 43.0 +19 39 02 8 C    15.1   0.50   0.5         24463                   
 2648 CNC 08 42 39.8 +14 17 04 8 Sa   12.9   3.20   1.1 148     24464  4541             
 2649 LYN 08 44 08.1 +34 43 01 8 SBbc 13.1   1.50   1.4         24531  4555             
 2650 UMA 08 49 58.3 +70 17 56 8 SBb  14.1   1.60   1.2  82     24817  4603             
 2651 CNC 08 43 55.1 +11 46 14 8 S?   15.4   0.60   0.5         24521                   
 2653 CAM 08 54 55.5 +78 23 37 0 *2                                                                                                                    
 2654 UMA 08 49 12.0 +60 13 13 8 SBab 12.7   4.20   0.8  63     24784  4605             
 2655 CAM 08 55 37.7 +78 13 23 8 SB0- 11.0   4.90   4.1  85     25069  4637        
 2656 UMA 08 47 53.1 +53 52 32 8 E-S0 14.9   1.30   1.3         24707                   
 2657 CNC 08 45 15.8 +09 38 43 8 Scd  13.8   1.30   1.3         24595  4573             
 2658 PYX 08 43 27.3 -32 39 22 3 II2m  9.0  10.00                             
 2659 VEL 08 42 33.0 -45 00 02 3 III3  8.0  14.00                             
 2660 VEL 08 42 38.0 -47 12 02 3 I3m   8.0   3.00                             
 2661 CNC 08 45 59.5 +12 37 09 8 Sc   13.7   1.40   1.4         24632  4584             
 2662 HYA 08 45 32.0 -15 07 18 8 E    13.4   0.80   0.8         24612                   
 2663 PYX 08 45 08.3 -33 47 44 8 E    11.9   3.50   2.4 110     24590                   
 2664 CNC 08 47 10.4 +12 36 11 3 OCL         5.00                                       
 2665 HYA 08 46 00.8 -19 18 14 8 SBa  13.5   2.00   1.5 144     24634                   
 2666 LYN 08 49 47.3 +44 42 16 3 OCL                                                    
 2667 CNC 08 48 27.2 +19 01 09 8 S?   14.9   0.80   0.3  80     24741                   
 2668 LYN 08 49 22.5 +36 42 37 8 SBab 14.9   1.20   0.6 155     24791  4616             
 2669 VEL 08 46 22.6 -52 56 51 3 II3p  6.0  20.00                             
 2670 VEL 08 45 29.5 -48 47 30 3 II2p  7.0   6.00                             
 2671 VEL 08 46 12.0 -41 52 38 3 I3p  12.0   5.00                             
 2672 CNC 08 49 21.8 +19 04 26 8 E    12.6   2.50   2.4         24790  4619             
 2673 CNC 08 49 24.1 +19 04 27 8 E    14.0   0.90   0.9         24792  4620             
 2674 HYA 08 49 13.2 -14 17 39 8 Sa   15.0   0.60   0.3  65     24785                   
 2675 UMA 08 52 05.0 +53 37 00 8 E    14.2   1.50   1.1  80     24909  4629             
 2676 UMA 08 51 35.6 +47 33 28 8 S0   14.4   1.20   1.1         24881  4627             
 2677 CNC 08 50 01.3 +19 00 35 8 S?   15.4   0.60   0.3 175     24821                   
 2678 CNC 08 50 02.7 +11 20 17 3 OCL        10.0    2.5                                 
 2679 CNC 08 51 32.9 +30 51 52 8 SB0  14.1   1.80   1.8         24884  4632             
 2680 CNC 08 51 33.6 +30 51 55 8 C    15.5   0.20   0.2                4632             
 2681 UMA 08 53 32.5 +51 18 45 8 SB0- 11.1   3.70   3.7         24961  4645             
 2682 CNC 08 50 50.1 +11 48 45 3 II2m  6.9  30.00            67                       
 2683 LYN 08 52 41.3 +33 25 10 8 Sb   10.5   8.80   2.5  44     24930  4641             
 2684 UMA 08 54 53.8 +49 09 35 8 Sc   13.8   0.90   0.7  55     25024  4662             
 2685 UMA 08 55 34.9 +58 44 03 8 SB0- 12.1   4.60   2.1  38     25065  4666  Helix Galaxy           
 2686 UMA 08 54 58.8 +49 08 31 3 C    16.2   0.20   0.2         25026        Spindle
 2687 UMA 08 55 05.1 +49 09 20 8 S    17.0   0.20   0.1  45     25031                   
 2688 UMA 08 55 11.4 +49 07 19 8 S0   16.2   0.30   0.2  90     25048                   
 2689 UMA 08 55 25.3 +49 06 53 8 S0   16.9   0.30   0.2  45                             
 2690 HYA 08 52 38.0 -02 36 15 8 Sa-b 14.1   1.90   0.5  19     24926  4647             
 2691 LYN 08 54 46.3 +39 32 19 8 Sa   13.9   1.20   0.8 165     25020  4664             
 2692 UMA 08 56 57.8 +52 03 55 8 SBab 14.1   1.30   0.5 165     25142  4675             
 2693 UMA 08 56 59.4 +51 20 50 8 E    12.7   3.00   2.1 160     25144  4674             
 2694 UMA 08 56 59.2 +51 19 55 8 E    15.7   0.30   0.3         25143                   
 2695 HYA 08 54 27.0 -03 04 03 8 S0   12.9   1.70   1.2 175     25003                   
 2696 HYA 08 50 42.0 -05 00 36 8 E    14.3   1.30   1.3         24851                   
 2697 HYA 08 54 59.3 -02 59 18 8 S0-a 13.5   1.80   1.1 120     25029                   
 2698 HYA 08 55 36.4 -03 11 05 8 S0-a 13.4   1.50   0.5  96     25067                   
