N1043 024046.5 +012035 15.8  8   0.9   0.2 110  10155 ZWG 388.94            
N1044 024106.1 +084419 14.4  8   0.5   0.5   0  10174 MCG 1-7-23            
N1045 024029.1 -111640 13.4  8   1.6   1.2  40  10129 MCG -2-7-59           
N1046 024112.8 +084312 14.8  8   0.4   0.4   0  10185 MCG 1-7-24            
N1047 024032.8 -080850 14.4  8   1.3   0.6  88  10132 MCG -1-7-32           
N1048 024037.9 -083201 15.5  8   1.0   0.3 101  10140 NGC 1048B             
N1048A024035.5 -083252 15.5  8   0.7   0.4   0  10137 MCG -2-7-58           
N1048B024037.9 -083201 15.5  8   1.0   0.3 101  10140 NGC 1048              
N1049 023948.1 -341530       4   1.2   0.0   0        ESO 356-SC3           
N1050 024235.6 +344551 13.5  8   1.7   1.1 113  10257 UGC 2178              
N1051 024102.2 -065608 13.4  8   1.9   1.4  49  10172 NGC 961               
N1052 024104.6 -081517 11.5  8   2.8   2.0 126  10175 MCG -1-7-34           
N1053 024312.5 +413001 13.9  8   1.7   0.8  40  10298 NGC 1040-1            
N1053 024312.1 +413054 16.3  8   0.4   0.2  50        NGC 1040-2            
N1054 024215.8 +181303 14.7  8   0.9   0.5  33  10242 MCG 3-7-46            
N1055 024145.3 +002634 11.4  8   7.6   2.7 105  10208 UGC 2173              
N1056 024248.4 +283428 13.4  8   2.4   1.1 160  10272 UGC 2183              
N1057 024302.8 +322930 15.9  8   1.2   0.8 115  10287 UGC 2184              
N1058 024329.9 +372029 11.9  8   2.5   2.5   0  10314 UGC 2193              
N1059 024235.5 +175946       1   0.0   0.0   0                              
N1060 024315.0 +322529 13.0  8   2.3   1.7  75  10302 UGC 2191              
N1061 024315.8 +322802 15.1  8   0.9   0.6  42  10303 MCG 5-7-36            
N1062 024324.4 +322745       1   0.0   0.0   0                              
N1063 024209.9 -053406 14.6  8   1.4   0.5 105  10232 MCG -1-7-36           
N1064 024223.3 -092146 15.0  8   1.1   1.0  30  10249 MCG -2-7-71           
N1065 024206.2 -150530 15.1  8   0.8   0.7 170  10228 MCG -3-7-59           
N1066 024349.9 +322832 14.8  8   1.7   1.6  57  10338 UGC 2203              
N1067 024350.6 +323042 14.5  8   1.1   1.0 165  10339 UGC 2204              
N1068 024240.8 -000046  9.7  8   7.1   6.0  70  10266                 M  77 Cetus A           
N1069 024259.9 -081720 14.5  8   1.4   0.9 145  10285 MCG -1-7-38           
N1070 024322.0 +045807 12.8  8   2.3   1.9 175  10309 UGC 2200              
N1071 024307.8 -084627 15.3  8   1.2   0.5 160  10290 MCG -2-7-77           
N1072 024331.3 +001825 14.2  8   1.5   0.5  11  10315 IC 1837               
N1073 024340.3 +012234 11.5  8   4.9   4.3  15  10329 UGC 2210              
N1074 024336.0 -161749 15.1  8   2.0   1.3 167  10324 MCG -3-8-1            
N1075 024333.5 -161204 15.5  8   0.8   0.6 132  10320 MCG -3-8-2            
N1076 024329.1 -144518 13.6  8   2.0   1.1  99  10313 MCG -3-8-3            
N1077 024600.6 +400524 14.5  8   1.1   0.8 165  10468 NGC 1077A             
N1077 024602.9 +400536 17.1  8   0.5   0.4  30  10465 NGC 1077B             
N1077A024600.6 +400524 14.5  8   1.1   0.8 165  10468 NGC 1077-1            
N1077B024602.9 +400536 17.1  8   0.5   0.4  30  10465 NGC 1077-2            
N1078 024408.0 -092707 15.3  8   0.9   0.8  18  10362 MCG -2-8-1            
N1079 024344.5 -290010 12.4  8   5.5   3.1  87  10330 ESO 416-13            
N1080 024510.1 -044239 14.2  8   1.1   0.8 174  10416 MCG -1-8-3            
N1081 024505.4 -153515 14.1  8   1.6   0.6  27  10411 MCG -3-8-10           
N1082 024541.2 -081048 15.0  8   0.9   0.7 120  10447 MCG -1-8-4            
N1082 024542.5 -081059 16.5  8   0.2   0.2   0        MCG -1-8-4            
N1083 024540.7 -152126 15.2  8   1.6   0.3  17  10445 MCG -3-8-15           
N1084 024559.8 -073440 11.4  8   2.8   1.4  30  10464 MCG -1-8-7            
N1085 024625.2 +033628 13.2  8   1.8   1.3  15  10498 UGC 2241              
N1086 024756.2 +411448 13.6  8   1.5   1.0  35  10587 UGC 2258              
N1087 024625.2 -002957 11.5  8   3.9   2.3   5  10496 UGC 2245              
N1088 024703.9 +161201 14.5  8   1.0   0.6  99  10536 UGC 2253              
N1089 024610.0 -150425 14.6  8   0.9   0.8  15  10481 MCG -3-8-20           
N1090 024634.0 -001452 12.6  8   3.9   1.8 102  10507 UGC 2247              
N1091 024522.3 -173200 15.2  8   0.9   0.6  77  10424 ESO 546-16            
N1092 024529.5 -173233 15.0  8   0.9   0.8 170  10432 ESO 546-17            
N1093 024816.1 +342512 14.1  8   1.4   1.0 100  10606 UGC 2274              
N1094 024727.8 -001707 13.5  8   1.3   1.0  85  10559 UGC 2262              
N1095 024737.7 +043817 14.1  8   1.3   0.8  45  10566 UGC 2264              
N1096 024349.3 -595450 13.6  8   1.9   1.8  50  10336 ESO 115-28            
N1097 024619.5 -301632 10.3  8   9.4   6.6 130  10488 ESO 416-20            
N1097A024609.9 -301343 14.1  8   0.8   0.5 105  10479 ESO 416-19            
N1098 024453.6 -173934 13.7  8   1.7   1.3 102  10403 ESO 546-14            
N1099 024517.8 -174231 14.1  8   1.9   0.6  10  10422 ESO 546-15            
N1100 024535.9 -174119 14.0  8   1.7   0.8  58  10438 ESO 546-18            
N1101 024814.7 +043443 14.0  8   1.3   1.0 120  10613 UGC 2278              
N1102 024712.8 -221232 15.3  8   0.8   0.6  90  10545 ESO 546-19            
N1103 024806.0 -135734 13.7  8   2.2   0.6  45  10597 MCG -2-8-5            
N1104 024838.7 -001617 14.5  8   1.2   0.9  70  10634 UGC 2287              
N1105 024341.9 -154221 15.1  8   0.7   0.7   0  10333 IC 1840               
N1106 025040.5 +414020 13.5  8   1.3   1.0  27  10792 UGC 2322              
N1107 024919.5 +080536 13.5  8   1.8   1.5 140  10683 UGC 2307              
N1108 024838.5 -075702 14.9  8   0.8   0.4  85  10633                       
N1109 024743.5 +131520 15.2  8   0.6   0.5 150  10573 IC 1846               
N1110 024909.4 -075017 14.5  8   2.9   0.5  18  10673 MCG -1-8-10           
N1111 024839.3 +131533 16.0  8   0.5   0.2   5        IC 1850               
N1112 024900.4 +131325 14.6  8   1.2   0.9   3  10660 IC 1852               
N1113 025005.1 +131941       1   0.0   0.0   0                              
N1114 024907.0 -165938 13.6  8   1.8   0.8   9  10669 MCG -3-8-29           
N1115 025025.4 +131601 15.7  8   0.7   0.2  12  10774 MCG 2-8-16            
N1116 025035.8 +132006 15.3  8   1.4   0.3  27  10781 UGC 2326              
N1117 025113.2 +131109 15.3  8   0.7   0.5  33  10821 UGC 2337              
N1117 025113.6 +131116 16.5  8   0.1   0.1   0        UGC 2337              
N1117A025112.9 +131133 14.9  8   0.5   0.3  30  10822 UGC 2337              
N1118 024958.7 -120950 14.2  8   2.2   0.7  90  10748 MCG -2-8-11           
N1119 024817.0 -175917 14.8  8   0.5   0.4   0  10607 ESO 546-24            
N1120 024904.0 -142813 14.6  8   1.3   0.8  40  10664 IC 261                
N1121 025039.1 -014403 13.9  8   0.9   0.4  10  10789 UGC 2332              
N1122 025251.2 +421219 13.0  8   1.8   1.3  40  10890 NGC 1123              
N1123 025251.2 +421219 13.0  8   1.8   1.3  40  10890 NGC 1122              
N1124 025136.0 -254205 14.9  8   1.0   0.8 164  10838 ESO 480-7             
N1125 025140.3 -163903 13.5  8   1.8   0.9  51  10851 MCG -3-8-35           
N1126 025218.7 -011747 15.5  8   0.8   0.2 135  10868 MCG 0-8-38            
N1127 025251.8 +131525 15.5  8   0.7   0.5  39  10889 UGC 2356              
N1128 025741.5 +060136 15.5  8   0.5   0.5   0  11189 MCG 1-8-27            
N1128 025741.6 +060121 15.5  8   0.5   0.5   0  11188 MCG 1-8-27            
N1129 025427.3 +413447 12.9  8   2.9   2.1  90  10959 UGC 2373              
N1130 025424.5 +413622 16.1  8   0.5   0.3  36  10951 MCG 7-7-2             
N1131 025434.0 +413333 15.6  8   0.4   0.4   0  10964 MCG 7-7-5             
N1132 025251.8 -011628 13.3  8   2.5   1.3 140  10891 UGC 2359              
N1133 025242.2 -084816 14.9  8   0.9   0.6 157  10885 MCG -2-8-15           
N1134 025341.1 +130053 13.1  8   2.5   0.9 148  10928 UGC 2365              
N1135 025047.2 -545546 16.2  8   0.7   0.3  72  10800 ESO 154-18            
N1136 025053.6 -545834 13.8  8   1.4   1.2  80  10807 ESO 154-19            
N1137 025402.7 +025743 13.3  8   2.2   1.3  20  10942 UGC 2374              
N1138 025636.3 +430250 14.0  8   1.1   1.1   0  11118 UGC 2408              
N1139 025246.7 -143144 15.9  8   1.2   0.8  36  10888 MCG -3-8-38           
N1140 025433.5 -100141 13.1  8   1.8   1.0 169  10966 MCG -2-8-19           
N1141 025509.7 -001041 14.1  8   0.9   0.7 110  11007 NGC 1143              
N1142 025512.2 -001102 13.8  8   0.9   0.5 130  11012 NGC 1144              
N1143 025509.7 -001041 14.1  8   0.9   0.7 110  11007 NGC 1141              
N1144 025512.2 -001102 13.8  8   0.9   0.5 130  11012 NGC 1142              
N1145 025433.4 -183809 13.6  8   3.2   0.5  60  10965 ESO 546-29            
N1146 025738.3 +462551       3   0.0   0.0   0                              
N1147 025509.2 -090711       0   0.0   0.0   0                              
N1148 025704.3 -074108 15.5  8   1.4   0.8  84  11148 MCG -1-8-18           
N1149 025723.8 -001832 15.2  8   0.6   0.5 130  11170 MCG 0-8-58            
N1150 025701.3 -150255 15.1  8   0.9   0.6  73  11144 MCG -3-8-48           
N1151 025704.6 -150048 16.0  8   0.4   0.3  10  11147 NPM1G -15.0157        
N1152 025733.6 -074535 15.5  8   0.9   0.6  29  11182 MCG -1-8-19           
N1153 025810.2 +032143 13.4  8   1.2   0.7  45  11230 UGC 2439              
N1154 025807.6 -102149 14.3  8   1.0   0.8 124  11221 MCG -2-8-34           
N1155 025813.0 -102101 14.4  8   1.0   0.8 165  11233 MCG -2-8-35           
N1156 025942.1 +251414 12.3  8   2.6   1.7  34  11329 UGC 2455              
N1157 025806.6 -150705 15.6  8   0.6   0.3 169  11218                       
N1158 025711.4 -142342 15.8  8   0.9   0.6 147  11157 MCG -3-8-49           
N1159 030046.4 +430946 14.4  8   0.5   0.4 123  11383 UGC 2467              
N1160 030113.2 +445720 13.5  8   1.5   0.7  50  11403 UGC 2475              
N1161 030114.1 +445351 12.1  8   2.8   2.0  23  11404 UGC 2474              
N1162 025855.9 -122354 13.5  8   1.4   1.4   0  11274 MCG -2-8-36           
N1163 030022.0 -170910 14.7  8   2.2   0.3 141  11359 MCG -3-8-56           
N1164 030159.8 +423508 14.4  8   1.3   1.1 145  11441 UGC 2490              
N1165 025847.7 -320558 13.7  8   2.5   0.9 115  11270 ESO 417-8             
N1166 030034.9 +115034 15.0  8   1.0   1.0   0  11372 UGC 2471              
N1167 030142.3 +351221 13.4  8   3.3   2.3  70  11425 UGC 2487              
N1168 030047.0 +114620 15.1  8   1.1   0.6  18  11378 UGC 2476              
N1169 030334.8 +462311 12.4  8   4.0   2.6  28  11521 UGC 2503              
N1170 030226.8 +270422       0   0.0   0.0   0                              
N1171 030358.9 +432352 13.4  8   1.9   1.0 147  11552 UGC 2510              
N1172 030136.0 -145012 12.9  8   2.3   1.7  27  11420 MCG -3-8-59           
N1173 030357.7 +422301       0   0.0   0.0   0                              
N1174 030530.9 +425008 12.5  8   3.2   1.2 122  11617 NGC 1186              
N1175 030432.3 +422025 13.8  8   1.9   0.7 153  11578 UGC 2515              
N1176 030434.8 +422338       1   0.0   0.0   0                              
N1177 030437.2 +422146 15.4  8   0.4   0.4   0  11581 IC 281                
N1178 030438.7 +421851       1   0.0   0.0   0                              
N1179 030238.5 -185352 12.6  8   4.7   3.8  35  11480 ESO 547-1             
N1180 030151.0 -150149 15.9  8   0.6   0.5   5  11435 NPM1G -15.0162        
N1181 030142.8 -150310 16.2  8   0.8   0.2 100  11427                       
N1182 030328.4 -094014 15.6  8   0.9   0.4 115  11511 NGC 1205              
N1183 030446.1 +422210       1   0.0   0.0   0                              
N1184 031645.3 +804735 13.4  8   2.8   0.6 165  12174 UGC 2583              
N1185 030259.2 -090759 15.6  8   1.2   0.4  30  11488 MCG -2-8-41           
N1186 030530.9 +425008 12.5  8   3.2   1.2 122  11617 NGC 1174              
N1187 030237.6 -225202 11.3  8   4.2   3.2 130  11479 ESO 480-23            
N1188 030343.4 -152905 14.8  8   1.0   0.5 170  11533 MCG -3-8-68           
N1189 030324.2 -153723 14.5  8   1.7   1.5  96  11503 MCG -3-8-61           
N1190 030326.0 -153944 15.2  8   0.9   0.3  95  11508 MCG -3-8-62           
N1191 030330.8 -154108 15.3  8   0.6   0.5  60  11514 MCG -3-8-64           
N1192 030334.6 -154044 15.8  8   0.7   0.3 102  11519 MCG -3-8-65           
N1193 030555.0 +442300       3   3.0   0.0   0        OCL 390               
N1194 030349.1 -010612 13.9  8   1.8   1.0 140  11537 UGC 2514              
N1195 030332.7 -120221 15.5  8   0.6   0.5   0  11517 MCG -2-8-42A          
N1196 030335.2 -120433 14.2  8   1.4   1.4   0  11522 MCG -2-8-42B          
N1197 030614.1 +440340       0   0.0   0.0   0                              
N1198 030613.3 +415056 13.8  8   1.4   0.8 120  11648 IC 282                
N1199 030338.4 -153648 12.4  8   2.3   1.7  63  11527 MCG -3-8-67           
N1200 030354.5 -115929 13.5  8   2.9   2.3  93  11545 MCG -2-8-43           
N1201 030407.9 -260408 11.7  8   3.6   2.1   7  11559 ESO 480-28            
N1202 030502.4 -062931 15.5  8   0.6   0.5  94  11593 KUG 0302-066          
N1203 030514.0 -142251 14.8  8   0.7   0.6   0  11603 MCG -3-8-70           
N1203 030514.1 -142238 16.0  8   0.3   0.3   0  11599 MCG -3-8-71           
N1204 030439.9 -122030 14.2  8   1.2   0.3  69  11583 MCG -2-8-45           
N1205 030328.4 -094014 15.6  8   0.9   0.4 115  11511 NGC 1182              
N1206 030609.7 -084958 15.5  8   0.5   0.5   0  11644 NPM1G -09.0143        
N1207 030815.4 +382256 13.5  8   2.3   1.6 123  11737 UGC 2548              
N1208 030611.7 -093227 13.4  8   1.9   0.9  80  11647 MCG -2-8-47           
N1209 030602.9 -153640 12.4  8   2.2   1.1  85  11638 MCG -3-8-73           
N1210 030645.3 -254259 13.6  8   1.0   0.9 156  11666 ESO 480-31            
N1211 030652.4 -004739 13.3  8   2.1   1.9  30  11670 UGC 2545              
N1212 030942.3 +405335 15.5  8   1.0   0.5  22  11815 IC 1883               
N1213 030917.3 +383857 15.3  8   1.8   1.4  54  11789 IC 1881               
N1214 030656.0 -093239 15.0  8   1.3   0.3  40  11675 MCG -2-8-51           
N1215 030709.6 -093534 15.0  8   1.8   1.2  65  11687 MCG -2-8-55           
N1216 030718.5 -093645 16.0  8   0.8   0.2  65  11693 MCG -2-8-56           
N1217 030606.0 -390209 13.3  8   1.8   1.3  50  11641 ESO 300-10            
N1217 030605.8 -390114 15.0  8   0.5   0.4   0  11642 ESO 300-10            
N1218 030826.1 +040641 14.3  8   1.3   1.0 155  11749 UGC 2555              
N1219 030828.1 +020629 13.8  8   1.0   0.8  30  11752 UGC 2556              
N1220 031140.6 +532053       3   2.0   0.0   0        OCL 380               
N1221 030815.6 -041535 15.0  8   1.2   0.4 164  11739 MCG -1-9-2            
N1222 030856.9 -025720 13.5  8   1.1   0.9 169  11774 MCG -1-9-5            
N1223 030819.9 -040819 15.0  8   1.2   1.0   4  11742 MCG -1-9-3            
N1224 031113.5 +412148 15.0  8   1.0   0.8   0  11886 UGC 2578              
N1225 030847.3 -040606 15.4  8   1.0   0.6 142  11766 MCG -1-9-4            
N1226 031105.4 +352311 14.0  8   1.6   1.3  95  11879 UGC 2575              
N1227 031107.8 +351931 15.3  8   1.0   0.9  63  11880 UGC 2577              
N1228 030811.7 -225521 14.2  8   1.6   0.9  77  11735 ESO 480-32            
N1229 030810.8 -225738 14.9  8   1.4   0.9  74  11734 ESO 480-33            
N1230 030816.3 -225902 15.4  8   0.6   0.2 107  11743 ESO 480-34            
N1231 030629.3 -153409 14.9  8   0.8   0.8   0  11658 MCG -3-8-74           
N1232 030945.3 -203445 10.5  8   7.4   6.5 108  11819 ESO 547-14            
N1232A031001.8 -203558 15.3  8   0.9   0.7   5  11834 ESO 547-16            
N1233 031233.1 +391909 13.9  8   1.8   0.6  27  11955 NGC 1235              
N1234 030939.0 -075045 14.9  8   1.8   0.9 141  11813 MCG -1-9-11           
N1235 031233.1 +391909 13.9  8   1.8   0.6  27  11955 NGC 1233              
N1236 031127.9 +104832 15.5  8   0.9   0.6  27  11898 ZWG 441.3             
N1237 031008.9 -084131       1   0.0   0.0   0                              
N1238 031052.6 -104451 14.3  8   1.6   1.2 110  11868 MCG -2-9-10           
N1239 031053.7 -023309 14.6  8   1.2   0.6  44  11869 MCG -1-9-12           
N1240 031326.6 +303027       1   0.0   0.0   0                              
N1241 031114.6 -085520 13.0  8   3.4   1.6 145  11887 MCG -2-9-11           
N1242 031119.3 -085411 14.4  8   1.2   0.6 130  11892 MCG -2-9-12           
N1243 031125.4 -085643       1   0.0   0.0   0                              
N1244 030631.0 -664633 13.9  8   1.9   0.4   2  11659 ESO 82-8              
N1245 031441.4 +471419       3  10.0   0.0   0        OCL 389               
N1246 030702.3 -665618 13.9  8   1.3   0.8  31  11680 ESO 82-9              
N1247 031214.3 -102852 13.5  8   3.4   0.5  69  11931 MCG -2-9-14           
N1248 031248.4 -051329 13.5  8   1.2   1.0  90  11970 MCG -1-9-16           
N1249 031001.1 -532010 12.2  8   4.7   2.5  86  11836 ESO 155-6             
N1250 031521.0 +412120 14.0  8   2.1   0.6 159  12098 UGC 2613              
N1251 031409.1 +012725       1   0.0   0.0   0                              
N1252 031032.2 -580841       3   2.0   2.0   0        ESO 116-?11           
N1253 031409.2 -024923 12.4  8   5.3   2.3  81  12041 MCG -1-9-18           
N1253A031423.6 -024804 14.5  8   1.3   0.8  80  12053 MCG -1-9-19           
N1254 031423.8 +024040 15.3  8   0.8   0.7  42  12052 MCG 0-9-33            
N1255 031332.0 -254328 11.5  8   4.2   2.7 123  12007 ESO 481-13            
N1256 031358.1 -215911 14.6  8   1.1   0.4 108  12032 ESO 547-23            
N1257 031659.5 +413146       1   0.0   0.0   0                              
N1258 031405.4 -214628 14.0  8   1.3   0.9  17  12034 ESO 547-24            
N1259 031717.3 +412308 15.7  8   0.7   0.7   0  12208 MCG 7-7-46            
N1260 031727.2 +412419 14.2  8   1.1   0.5  86  12219 UGC 2634              
N1261 031215.3 -551259       4   6.8   0.0   0        GCL 5                 
N1262 031533.6 -155248 15.0  8   0.9   0.7 135  12107 MCG -3-9-14           
N1263 031539.5 -150554 15.0  8   0.7   0.6   0  12114 MCG -3-9-15           
N1264 031759.5 +413113 15.1  8   1.0   0.5  30  12270 UGC 2643              
N1265 031815.8 +415128 13.2  8   1.8   1.6 165  12287 UGC 2651              
N1266 031600.7 -022536 14.0  8   1.6   1.0 115  12131 MCG -1-9-23           
N1267 031844.8 +412803 14.1  8   1.1   0.9  30  12331 UGC 2657              Pipe Nebula
N1268 031845.2 +412921 14.6  8   0.9   0.6 120  12332 UGC 2658              
N1269 031718.3 -410626  9.4  8  11.0   9.5  72  12209 NGC 1291              
N1270 031858.1 +412813 14.3  8   0.9   0.7  15  12350 UGC 2660              
N1271 031911.2 +412113 15.2  8   0.5   0.2 127  12367 ZWG 540.96            
N1272 031921.3 +412926 13.0  8   2.2   2.0   0  12384 UGC 2662              
N1273 031926.8 +413224 14.3  8   0.8   0.7 144  12396 MCG 7-7-59            
N1274 031940.6 +413258 15.1  8   0.8   0.3  38  12413 MCG 7-7-62            
N1275 031948.1 +413041 12.7  8   2.3   1.6 110  12429 UGC 2669              Perseus A 
N1276 031951.1 +413833       1   0.0   0.0   0                              
N1277 031951.4 +413427 14.7  8   0.8   0.3  92  12434 MCG 7-7-64            
N1278 031954.1 +413349 13.6  8   1.4   1.1 102  12438 IC 1907               
N1279 031959.1 +412847 15.8  8   0.6   0.4   0  12448 PGC 12449             
N1280 031757.0 -001008 14.1  8   0.9   0.8  55  12262 UGC 2652              
N1281 032006.3 +413747 14.8  8   0.9   0.4  66  12458 MCG 7-7-67            
N1282 032012.0 +412201 13.7  8   1.2   0.7  25  12471 UGC 2675              
N1283 032015.5 +412355 14.8  8   0.7   0.6  73  12478 UGC 2676              
N1284 031745.4 -101719 14.8  8   1.3   0.9  30  12247 MCG -2-9-22           
