"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"128131","SN 2023gqh","22:19:39.305","+35:31:33.83","SN II","0.019","","","ATLAS","ATLAS","None","ATLAS","ATLAS23jmd","ATLAS-HKO - ATLAS-02","NOT - ALFOSC","1","1","","18.937","cyan-ATLAS","2023-04-23 13:55:26.688","ATLAS_Bot1","","2023TNSTR.897....1T","2023TNSCR.945....1A",""
"128083","SN 2023gol","12:43:32.244","+40:05:56.44","SN II","0.05","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS23jld","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.95","cyan-ATLAS","2023-04-23 09:41:09.312","ATLAS_Bot1","","2023TNSTR.888....1T","2023TNSCR1116....1S",""
"128075","SN 2023goe","15:51:33.089","+13:19:24.62","SN Ia","0.03551","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS23jky","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, PS1 - GPC1","UH88 - SNIFS","1","1","","18.621","cyan-ATLAS","2023-04-23 07:12:43.200","ATLAS_Bot1","","2023TNSTR.888....1T","2023TNSCR.904....1H",""
"127967","SN 2023gkb","21:31:00.824","-03:58:54.27","SN II","0.026181","","","ATLAS, ALeRCE","ATLAS, ZTF","ZTF","ALeRCE; ATLAS","ATLAS23ism","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.75","cyan-ATLAS","2023-04-22 09:16:37.920","ATLAS_Bot1","","2023TNSTR.880....1T","2023TNSCR1195....1S",""
"127959","SN 2023gjt","08:17:24.382","+51:43:57.02","SN Ia","0.042554","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF23aagnpbz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.89","g-ZTF","2023-04-20 04:16:19.200","ZTF_Bot1","","2023TNSTR.883....1F","2023TNSCR1041....1J",""
"127897","SN 2023ghu","09:52:11.148","+38:44:18.49","SN Ia","0.06","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS23iqp","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.84","cyan-ATLAS","2023-04-17 09:16:56.928","ATLAS_Bot1","","2023TNSTR.866....1T","2023TNSCR.906....1F",""
"127873","SN 2023ggw","15:02:54.396","+17:08:48.27","SN Ia","0.03698","SDSS J150254.62+170847.1","0.03698","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF23aagcicf","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.2336","r-ZTF","2023-04-20 09:07:25.997","ALeRCE","","2023TNSTR.857....1M","2023TNSCR.886....1F",""
"127844","SN 2023gft","21:26:01.321","-03:47:53.56","SN Ia","0.0098","","","ATLAS, ZTF","ATLAS, ZTF","QUB","ATLAS; ZTF","ATLAS23ioj","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","LT - SPRAT","1","1","","16.694","cyan-ATLAS","2023-04-20 09:05:40.416","ATLAS_Bot1","","2023TNSTR.858....1T","2023TNSCR.871....1F",""
"127839","SN 2023gfo","13:09:39.677","-07:50:11.75","SN II","0.006","","","ATLAS, DLT40, Pan-STARRS","ATLAS, DLT40, Pan-STARRS","QUB","ATLAS; DLT40; Pan-STARRS","ATLAS23ioa","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Other - Other, PS2 - GPC2","LT - SPRAT","1","1","","16.192","cyan-ATLAS","2023-04-20 05:00:37.728","ATLAS_Bot1","","2023TNSTR.858....1T","2023TNSCR.871....1F",""
"127764","SN 2023gcx","23:12:08.326","+17:45:03.61","SN Ia","0.04","SDSS J231208.41+174503.7","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF23aagfpxq","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.0962","r-ZTF","2023-04-17 12:04:57.000","ALeRCE","","2023TNSTR.845....1M","2023TNSCR.961....1S",""
"127672","SN 2023fzk","18:33:40.038","+29:16:14.24","SN Ia","0.07","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","TCD","ATLAS; Pan-STARRS; ZTF","ATLAS23ila","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","18.749","cyan-ATLAS","2023-04-17 14:09:31.680","ATLAS_Bot1","","2023TNSTR.820....1T","2023TNSCR.930....1T",""
"127618","SN 2023fxj","11:28:37.795","+50:49:32.57","SN Ia","0.038","2MASX J11283740+5049382","0.03228","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aafsjor","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.9334","g-ZTF","2023-04-16 04:15:57.004","ALeRCE","","2023TNSTR.819....1F","2023TNSCR.841....1F",""
"127583","SN 2023fwb","21:23:39.395","+39:34:51.36","SN Ia-91bg-like","0.027","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS; ZTF","ATLAS23iiz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.692","orange-ATLAS","2023-04-16 14:30:08.928","ATLAS_Bot1","","2023TNSTR.806....1T","2023TNSCR.904....1H",""
"127563","SN 2023fvh","10:01:21.106","+15:12:02.51","SN Ia","0.06","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS23ihl","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","LT - SPRAT","1","1","","18.588","cyan-ATLAS","2023-04-16 01:47:16.800","ATLAS_Bot1","","2023TNSTR.806....1T","2023TNSCR1010....1T",""
"127545","SN 2023fup","20:30:50.594","+18:40:42.60","SN Ia","0.0485","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS23idm","ATLAS-CHL - ATLAS-04","LT - SPRAT","1","1","","17.741","orange-ATLAS","2023-04-16 09:06:57.312","ATLAS_Bot1","","2023TNSTR.806....1T","2023TNSCR.931....1D",""
"127535","SN 2023fuf","14:48:18.894","+19:53:28.78","SN Ia","0.066724","","","ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS23ibz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.97","cyan-ATLAS","2023-04-15 11:02:17.952","ATLAS_Bot1","","2023TNSTR.806....1T","2023TNSCR.906....1F",""
"127521","SN 2023ftr","09:16:49.962","+20:10:42.01","SN Ia","0.028384","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS; Fink; ZTF","ZTF23aafsglu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.51","g-ZTF","2023-04-16 04:07:40.800","ZTF_Bot1","","2023TNSTR.810....1F","2023TNSCR.830....1F",""
"127510","SN 2023ftg","18:08:11.483","+11:43:09.88","SN II","0.02","","","ATLAS","ATLAS","ePESSTO+, LiONS","ATLAS","ATLAS23hyg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT, Lijiang-2.4m - YFOSC","1","1","","17.977","orange-ATLAS","2023-04-16 00:00:01.728","ATLAS_Bot1","","2023TNSTR.806....1T","2023TNSCR.826....1K, 2023TNSCR.840....1L",""
"127479","SN 2023fsc","18:56:54.630","-19:23:33.07","SN IIb","0.02","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF23aaesmsf","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.49","g-ZTF","2023-04-10 11:31:12.000","ZTF_Bot1","","2023TNSTR.801....1F","2023TNSCR.832....1W",""
"127465","SN 2023fro","21:04:27.230","-48:14:20.29","SN Ia","0.016525","ESO 235- G 047 ","0.016525","ASAS-SN","ASAS-SN","SCAT","ASAS-SN","ASASSN-23cs","ASASSN-5 - Payne-Gaposchkin","ANU-2.3m - WiFeS","1","1","","16.2","g-Sloan","2023-04-14 09:25:55.200","Stanek","","2023TNSTR.796....1S","2023TNSCR.873....1H",""
"127446","SN 2023fqv","07:59:12.171","+32:54:42.58","SN Ia","0.017","","","ATLAS","ATLAS","QUB","ATLAS","ATLAS23hxi","ATLAS-HKO - ATLAS-02","LT - SPRAT","1","1","","18.372","cyan-ATLAS","2023-04-15 08:04:56.064","ATLAS_Bot1","","2023TNSTR.797....1T","2023TNSCR.893....1F",""
"127398","SN 2023fpa","05:50:50.027","-33:05:37.60","SN Ia","0.028","","","ATLAS","ATLAS","DEbass","ATLAS","ATLAS23huz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ANU-2.3m - WiFeS","1","1","","17.761","orange-ATLAS","2023-04-13 17:46:26.112","ATLAS_Bot1","","2023TNSTR.788....1T","2023TNSCR.892....1L",""
"127392","SN 2023fou","12:40:20.461","-10:02:55.11","SN II","0.02","","","ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","TCD","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS23hus","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","17.836","cyan-ATLAS","2023-04-14 04:04:05.664","ATLAS_Bot1","","2023TNSTR.788....1T","2023TNSCR.829....1T",""
"127378","SN 2023fog","11:19:21.761","-00:56:57.92","SN Ia","0.07713","","","ATLAS, ZTF, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink; ZTF","ATLAS23hsa","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.975","cyan-ATLAS","2023-04-14 03:12:57.600","ATLAS_Bot1","","2023TNSTR.788....1T","2023TNSCR.906....1F",""
"127372","SN 2023foa","17:03:59.300","+24:11:10.57","SN Ia","0.031","UGC 10678","0.03099","XOSS, ATLAS, Pan-STARRS","XOSS, ATLAS, Pan-STARRS","TCD, LiONS","ATLAS; Pan-STARRS; XOSS","KATS23G001","ATLAS-HKO - ATLAS-02, Other - Other, PS2 - GPC2","Lijiang-2.4m - YFOSC, LT - SPRAT","1","1","","16.255","Clear-","2023-04-13 19:45:36.576","Zhang","","2023TNSTR.791....1R","2023TNSCR.803....1T, 2023TNSCR.814....1L",""
"127369","SN 2023fnx","06:41:04.880","+40:03:51.41","SN Ic-BL","0.02","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ATLAS23hnc","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.408","cyan-ATLAS","2023-04-14 07:23:49.344","ATLAS_Bot1","","2023TNSTR.788....1T","2023TNSCR.988....1S",""
"127355","SN 2023fnj","11:50:32.086","+06:33:56.64","SN Ia","0.02","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","LiONS","ATLAS; Pan-STARRS","ATLAS23hna","ATLAS-CHL - ATLAS-04, PS2 - GPC2","Lijiang-2.4m - YFOSC","1","1","","18.679","cyan-ATLAS","2023-04-14 03:29:28.608","ATLAS_Bot1","","2023TNSTR.788....1T","2023TNSCR.827....1L",""
"127210","SN 2023fil","09:59:24.019","-05:23:52.24","SN Ia","0.052532","","","ZTF, ALeRCE, ATLAS, Fink","ZTF, ATLAS","SCAT","ALeRCE; ATLAS; Fink; ZTF","ZTF23aaepuao","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.75","r-ZTF","2023-04-12 03:47:31.200","ZTF_Bot1","","2023TNSTR.775....1F","2023TNSCR.816....1D",""
"127128","SN 2023ffw","11:35:12.527","-13:30:47.86","SN Ia","0.08","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ZTF23aaemgto","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.59","g-ZTF","2023-04-09 07:36:28.800","ZTF_Bot1","","2023TNSTR.763....1F","2023TNSCR.830....1F",""
"127094","SN 2023fep","13:48:24.409","-21:31:50.64","SN Ia","0.066","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF23aaeyqoa","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, UH88 - SNIFS","1","1","","18.88","g-ZTF","2023-04-11 08:02:24.000","ZTF_Bot1","","2023TNSTR.763....1F","2023TNSCR.816....1D, 2023TNSCR.813....1K",""
"127061","SN 2023fdj","13:56:28.805","-36:33:52.36","SN II","0.0128","","","ATLAS","ATLAS","SCAT, ePESSTO+","ATLAS","ATLAS23hlg","ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT, UH88 - SNIFS","1","1","","17.815","orange-ATLAS","2023-04-11 00:27:49.248","ATLAS_Bot1","","2023TNSTR.760....1T","2023TNSCR.815....1D, 2023TNSCR.813....1K",""
"126919","SN 2023exy","13:06:08.986","+50:50:20.91","SN Ia","0.064","","","ATLAS, Pan-STARRS, ZTF, ALeRCE","ATLAS, Pan-STARRS, ZTF","ZTF","ALeRCE; ATLAS; Pan-STARRS; ZTF","ATLAS23hkj","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.754","orange-ATLAS","2023-04-10 10:45:07.200","ATLAS_Bot1","","2023TNSTR.753....1T","2023TNSCR.863....1F",""
"126918","SN 2023exx","08:16:41.590","+47:06:51.98","SN Ia","0.039456","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ATLAS23hkg","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.218","orange-ATLAS","2023-04-10 07:55:43.104","ATLAS_Bot1","","2023TNSTR.753....1T","2023TNSCR.777....1F",""
"126908","SN 2023exn","14:47:28.889","+18:23:51.26","SN Ia","0.030347","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; ZTF","ZTF23aaeqhkx","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.5","r-ZTF","2023-04-10 06:41:45.600","ZTF_Bot1","","2023TNSTR.755....1F","2023TNSCR.872....1D",""
"126907","SN 2023exm","11:13:35.909","-14:47:37.17","SN Ia","0.023","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS23hjq","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","17.052","orange-ATLAS","2023-04-09 05:18:02.304","ATLAS_Bot1","","2023TNSTR.753....1T","2023TNSCR.832....1W",""
"126889","SN 2023ewv","12:14:40.374","+25:18:37.96","SN II","0.053","SDSS J121440.30+251833.2","","ALeRCE, ATLAS","ZTF, ATLAS","ePESSTO+","ALeRCE; ATLAS","ZTF23aaeedip","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.7797","g-ZTF","2023-04-09 07:50:58.001","ALeRCE","","2023TNSTR.742....1F","2023TNSCR.852....1P",""
"126885","SN 2023ewr","08:38:22.113","+04:22:57.03","SN Ia-91T-like","0.04769291","SDSS J083822.14+042256.9","0.04769291","ALeRCE, ATLAS, Fink","ZTF, ATLAS","None","ALeRCE; ATLAS; Fink","ZTF23aaelgnd","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","18.7184","r-ZTF","2023-04-09 04:33:34.004","ALeRCE","","2023TNSTR.742....1F","2023TNSCR.918....1C",""
"126882","SN 2023ewo","10:22:21.392","+61:55:21.91","SN Ia","0.049","SDSS J102221.61+615520.9","0.05127442","ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Fink; Pan-STARRS","ZTF23aaemepn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.1901","g-ZTF","2023-04-09 07:17:05.001","ALeRCE","","2023TNSTR.742....1F","2023TNSCR.933....1F",""
"126822","SN 2023eug","17:23:42.871","+13:31:26.78","SN II","0.018","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+","ATLAS; Fink; Pan-STARRS; ZTF","ZTF23aaenlmq","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.9","g-ZTF","2023-04-09 10:48:00.000","ZTF_Bot1","","2023TNSTR.746....1F","2023TNSCR.839....1P",""
"126778","SN 2023esp","06:46:53.853","+15:35:54.32","SN II","0.008","","","ATLAS, ZTF","ATLAS, ZTF","QUB, None","ATLAS; ZTF","ATLAS23hjb","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","FTS - FLOYDS-S, LT - SPRAT","1","1","","16.476","orange-ATLAS","2023-04-09 06:04:07.968","ATLAS_Bot1","","2023TNSTR.743....1T","2023TNSCR.766....1F, 2023TNSCR.793....1F",""
"126771","SN 2023esk","21:02:36.740","+08:18:53.30","SN II","0.0183","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aadcltm","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.45","r-ZTF","2023-03-13 12:51:50.400","ZTF_Bot1","","2023TNSTR.738....1F","2023TNSCR.749....1J",""
"126769","SN 2023esi","18:30:53.008","+21:57:13.18","SN Ia","0.06","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaekejj","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.45","r-ZTF","2023-04-08 11:03:50.400","ZTF_Bot1","","2023TNSTR.738....1F","2023TNSCR.804....1F",""
"126731","SN 2023eqx","18:03:25.778","+21:09:13.42","SN II","0.02","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ePESSTO+","Pan-STARRS; ZTF","ZTF23aaekebt","P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.69","r-ZTF","2023-04-08 11:03:50.400","ZTF_Bot1","","2023TNSTR.738....1F","2023TNSCR.813....1K",""
"126726","SN 2023eqs","20:44:15.302","+17:55:29.15","SN Ia","0.045","","","ATLAS, ALeRCE","ATLAS, ZTF","ZTF","ALeRCE; ATLAS","ATLAS23hhf","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.959","orange-ATLAS","2023-04-07 14:46:00.192","ATLAS_Bot1","","2023TNSTR.734....1T","2023TNSCR.817....1F",""
"126722","SN 2023eqp","13:08:04.880","+50:11:42.58","SN Ia","0.0332","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF23aaeaptm","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.1727","g-ZTF","2023-04-08 06:43:37.056","ZTF_CLU_PUBLIC","","2023TNSTR.739....1D","2023TNSCR.767....1F",""
"126695","SN 2023epo","09:54:11.630","+34:08:30.46","SN Ia","0.018","","","Pan-STARRS, ZTF, ATLAS, Fink","Pan-STARRS, ZTF, ATLAS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","PS23bfc","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.79","z-P1","2023-04-07 06:33:58.176","PS1_Bot1","","2023TNSTR.727....1C","2023TNSCR.748....1F",""
"126691","SN 2023epk","19:18:49.834","+52:52:03.27","SN Ia","0.046","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS23hgj","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.106","orange-ATLAS","2023-04-06 14:07:42.816","ATLAS_Bot1","","2023TNSTR.726....1T","2023TNSCR.830....1F",""
"126690","SN 2023epj","12:59:53.720","+26:49:09.99","SN Ia","0.0267","","","ATLAS, MASTER, YSE","ATLAS, MASTER, Pan-STARRS","LiONS","ATLAS; MASTER; Pan-STARRS; YSE","ATLAS23hgi","ATLAS-HKO - ATLAS-02, Other - Other, PS1 - GPC1","Lijiang-2.4m - YFOSC","1","1","","17.51","orange-ATLAS","2023-04-07 10:15:36.000","ATLAS_Bot1","","2023TNSTR.726....1T","2023TNSCR.747....1Z",""
"126682","SN 2023epb","09:24:38.940","+33:19:20.82","SN Ia","0.05","","","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS","TCD","ATLAS; GaiaAlerts; Pan-STARRS","ATLAS23hbp","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1","LT - SPRAT","1","1","","17.711","orange-ATLAS","2023-04-07 08:01:13.152","ATLAS_Bot1","","2023TNSTR.726....1T","2023TNSCR.803....1T",""
"126658","SN 2023eod","04:56:24.219","-46:01:51.42","SN II","0.0451","","","ATLAS","ATLAS","DEbass","ATLAS","ATLAS23hag","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ANU-2.3m - WiFeS","1","1","","18.605","orange-ATLAS","2023-04-05 18:06:46.944","ATLAS_Bot1","","2023TNSTR.721....1T","2023TNSCR.861....1M",""
"126657","SN 2023eoc","16:11:30.265","+52:27:39.89","SN Ia","0.036","WISEA J161130.45+522745.5","","XOSS, ATLAS, ZTF, YSE","XOSS, ATLAS, ZTF, Pan-STARRS","LiONS","ATLAS; Pan-STARRS; XOSS; YSE; ZTF","PSP23F","ATLAS-HKO - ATLAS-02, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","Lijiang-2.4m - YFOSC","1","1","","17.4","Clear-","2023-04-04 19:26:50.784","Zhang","","2023TNSTR.723....1Z","2023TNSCR.730....1Z",""
"126656","SN 2023eob","15:31:53.232","-31:10:12.19","SN Ia","0.02225","","","ATLAS","ATLAS","DEbass","ATLAS","ATLAS23gzx","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ANU-2.3m - WiFeS","1","1","","17.561","orange-ATLAS","2023-04-04 23:43:50.592","ATLAS_Bot1","","2023TNSTR.717....1T","2023TNSCR.812....1L",""
"126655","SN 2023eoa","21:31:51.428","-31:44:43.33","SN Ia","0.069","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23gxz","ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.607","orange-ATLAS","2023-04-05 02:54:47.232","ATLAS_Bot1","","2023TNSTR.717....1T","2023TNSCR.839....1P",""
"126649","SN 2023env","19:06:14.567","-25:04:58.03","SN Ia","0.05","","","ATLAS, ALeRCE","ATLAS, ZTF","TCD","ALeRCE; ATLAS","ATLAS23gub","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.419","orange-ATLAS","2023-04-03 07:59:55.392","ATLAS_Bot1","","2023TNSTR.714....1T","2023TNSCR.731....1T",""
"126645","SN 2023enr","05:31:39.950","-10:23:34.83","SN II","0.009073","","","ATLAS","ATLAS","Global SN Project","ATLAS","ATLAS23gsr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","FTN - FLOYDS-N, FTS - FLOYDS-S","1","1","","17.2","orange-ATLAS","2023-04-03 19:19:03.360","ATLAS_Bot1","","2023TNSTR.714....1T","2023TNSCR.729....1N, 2023TNSCR.786....1N",""
"126618","SN 2023emq","13:34:22.033","-23:43:51.45","SN Icn","0.031","","","ATLAS, ALeRCE","ATLAS, ZTF","Global SN Project","ALeRCE; ATLAS","ATLAS23ftq","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","FTS - FLOYDS-S","1","1","","18.159","orange-ATLAS","2023-04-01 23:27:22.176","ATLAS_Bot1","","2023TNSTR.698....1T","2023TNSCR.725....1P",""
"126605","SN 2023emd","10:04:54.280","+37:21:26.32","SN Ia","0.033727","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts, Fink","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF","ZTF23aaeeawl","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.32","r-ZTF","2023-04-02 06:12:57.600","ZTF_Bot1","","2023TNSTR.701....1F","2023TNSCR.804....1F",""
"126603","SN 2023emb","12:07:36.727","+26:59:14.98","SN Ia","0.049154","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF18aaqjqqc","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.73","g-ZTF","2023-03-27 10:59:31.200","ZTF_Bot1","","2023TNSTR.701....1F","2023TNSCR.907....1P",""
"126602","SN 2023ema","08:46:02.500","+52:31:59.38","SN Ia","0.052971","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS; Fink; ZTF","ZTF23aaedrcn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P200 - DBSP","1","1","","18.62","r-ZTF","2023-04-02 04:55:12.000","ZTF_Bot1","","2023TNSTR.701....1F","2023TNSCR1013....1J",""
"126594","SN 2023els","07:25:39.829","+20:04:19.27","SN Ia","0.06","","","ZTF, ATLAS","ZTF, ATLAS","TCD","ATLAS; ZTF","ZTF23aadtfgp","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","INT-2.5m - IDS","1","1","","18.4","r-ZTF","2023-03-27 04:10:33.600","ZTF_Bot1","","2023TNSTR.701....1F","2023TNSCR.716....1B",""
